Sub_Vg;Sub_Res;Des_Vg;Des_Res
-0.37809316000000004;-9806.657647728636;-0.37747116;-9794.49043481488
-0.36377356000000005;-9436.566396272638;-0.36330287999999994;-9422.301246453728
-0.35057779999999994;-9056.475947972802;-0.34995148;-9042.88247426511
-0.33769656;-8657.766820406478;-0.33699467999999994;-8643.778760923275
-0.32439744;-8280.607340078575;-0.32369299999999995;-8267.638609732578
-0.31093728000000004;-7905.240775756959;-0.31007123999999997;-7891.983765911547
-0.29457708000000005;-7523.03211723229;-0.2940416;-7509.022246133436
-0.27934644000000003;-7151.730838793038;-0.27866299999999994;-7137.307585832259
-0.26485623999999997;-6765.730652694689;-0.26404208000000007;-6754.388947455437
-0.25185720000000006;-6388.409237824156;-0.25134984;-6374.171653175639
-0.2386366;-6014.27126931472;-0.23808047999999998;-5999.993732012181
-0.22433996;-5630.75395160208;-0.22367532;-5611.786057427903
-0.20988147999999998;-5253.699104631568;-0.20925011999999998;-5239.1767054237
-0.19367708;-4885.533588579726;-0.1930738;-4870.851119347814
-0.17921563999999995;-4509.3565388171255;-0.17870243999999996;-4496.9112400691565
-0.16440552000000003;-4134.658943112787;-0.16380155999999998;-4121.137012990404
-0.1510532;-3772.9847635662763;-0.15071952;-3759.7402857605935
-0.13821544;-3415.0434329697164;-0.13775108;-3398.1509725076176
-0.12303023999999997;-3041.782848288553;-0.12223332;-3026.743304575791
-0.10773112;-2664.782788105448;-0.10694638000000001;-2649.8772958804743
-0.09352319199999998;-2273.5214369331275;-0.09270966;-2258.2521695612227
-0.078992496;-1887.4805522005645;-0.07826901199999999;-1873.6420922437544
-0.065368504;-1512.0753663009446;-0.064632368;-1495.6034197513954
-0.05058120000000001;-1116.861993827422;-0.049501788;-1101.2742152338167
-0.03498364;-729.2582508275278;-0.034324768000000005;-715.2699680593921
-0.020440444000000002;-357.13918270996453;-0.01987294;-342.2032872363398
-0.006251320976000001;20.188877844307697;-0.0056384441600000005;34.17183137724668
0.0056608132799999995;379.0882137215909;0.00639830312;391.68557797631684
0.01978792;767.7342641296174;0.02057786;783.2173742078405
0.034511372;1162.0323998261601;0.035135104;1174.268810886988
0.048585396;1534.3520894007252;0.049391924000000004;1548.6126878523091
0.064259808;1917.8825584393176;0.06505665599999999;1934.8144078529504
0.07863136000000001;2304.6772329421074;0.079470516;2319.7795935822255
0.09349057200000001;2684.9842414733484;0.094329024;2698.134077374915
0.10706071999999998;3052.109532391428;0.10755352;3067.202536701159
0.12004843999999998;3428.579569916255;0.12091052;3442.298441950278
0.13543232;3787.4025426368216;0.136314;3803.155913077305
0.1496344;4149.207973320279;0.1503208;4163.22656151208
0.16348903999999997;4535.316132142648;0.16407584;4550.674001280028
0.17748248;4906.767725867437;0.17814396;4920.48247323505
0.19076572000000003;5274.360103458943;0.19155356;5290.43127377121
0.20571083999999998;5650.0931815205;0.20657236;5669.455740854413
0.22109863999999999;6033.816668618695;0.22187824;6050.673575320377
0.23597664;6415.690879729647;0.23667144;6432.608000792111
0.25041428;6810.656147190931;0.25097603999999996;6826.571404523528
0.26234535999999997;7179.1348697773865;0.26351672;7197.899566691867
0.27623204;7568.867068294032;0.27712919999999996;7586.138884788608
0.29029488000000003;7952.183416405852;0.29118320000000003;7965.652085505803
0.30443556;8324.051662162134;0.30528488;8340.264697888506
0.32007040000000003;8699.544656809423;0.32116764000000003;8715.280887265695
0.33384540000000007;9079.32710611071;0.33465979999999995;9097.030057501246
0.34883112000000005;9449.580852462872;0.34875091999999996;9474.569189996884
0.36265752;9812.144783320757;0.36500704;9872.164698715282
0.37717652;10181.396846859281;0.38279144000000004;10317.162300159956
0.39300504;10559.912858983862;0.3985353199999999;10705.709411483493
0.4075252;10954.632133713332;0.4125095199999999;11094.689597086217
0.42088332000000006;11343.207019469677;0.42640547999999995;11480.040650882802
0.43457535999999997;11712.973333535732;0.4393746;11848.922259454626
0.44739592;12093.875532492106;0.45231488;12233.440082184208
0.46212468;12473.97804693713;0.46778875999999997;12608.509748274624
0.4775483200000001;12834.654411278589;0.48322423999999997;12963.516550746874
0.49227992;13188.24362705587;0.49764408000000004;13284.610221546815
0.50618968;13342.388709655612;0.51105584;13341.236065927678
0.51888832;13340.016886082492;0.5240612000000001;13339.409708803363
0.5337871599999999;13338.261111921696;0.5397444400000001;13337.279849587892
0.54896712;13342.994684957732;0.55450868;13341.147024885391
0.56454844;13343.73040518146;0.57053148;13343.061231949941
0.5795790799999999;13342.48275971938;0.58469544;13342.905885229788
0.59348108;13342.215771490117;0.59886628;13342.484874757665
0.60776604;13342.32609071541;0.6124716400000001;13342.660838096985
0.6208727199999999;13342.972246422232;0.62591828;13338.146094607757
0.63548344;13339.462095894678;0.64115504;13341.79515751285
0.6503831999999999;13342.125654787598;0.6556594800000001;13337.796470323296
0.66422664;13341.079690201826;0.6688945199999999;13336.484173879207
0.6771590000000001;13341.54646129814;0.6821936399999999;13335.880431240057
0.69022672;13343.08415095198;0.69547152;13337.406118141576
0.7034655999999999;13339.54792504081;0.7092263599999998;13336.228060921472
0.7192512000000001;13341.367529490375;0.7254494;13340.253967404313
0.7353105600000001;13337.498869988618;0.74089928;13338.877064006836
0.74978212;13340.233267280963;0.7536961;13340.038161840706
