;TEMPO;VDS;VG
0;1.8e-07;0.0756664;0.308459
1;3.6e-07;0.0585941;0.295247
2;5.4e-07;0.0526925;0.291181
3;7.2e-07;0.047634;0.288132
4;9e-07;0.0438402;0.287116
5;1.08e-06;0.0398355;0.283559
6;1.26e-06;0.0375171;0.283559
7;1.44e-06;0.034777;0.283051
8;1.62e-06;0.0335124;0.28051
9;1.8e-06;0.0318263;0.278985
10;1.98e-06;0.0309832;0.278985
11;2.16e-06;0.0290863;0.278985
12;2.34e-06;0.029297;0.278985
13;2.52e-06;0.0284539;0.278985
14;2.7e-06;0.0267678;0.278985
15;2.88e-06;0.026557;0.278985
16;3.06e-06;0.026557;0.278985
17;3.24e-06;0.0263463;0.278985
18;3.42e-06;0.0257139;0.278985
19;3.6e-06;0.0261355;0.278985
20;3.78e-06;0.0257139;0.278985
21;3.96e-06;0.0250816;0.278985
22;4.14e-06;0.0250816;0.278477
23;4.32e-06;0.0252924;0.275936
24;4.5e-06;0.0252924;0.277969
25;4.68e-06;0.0248709;0.276953
26;4.86e-06;0.0255032;0.275428
27;5.04e-06;0.0252924;0.276444
28;5.22e-06;0.0246601;0.275428
29;5.4e-06;0.0257139;0.27492
30;5.58e-06;0.0259247;0.275428
31;5.76e-06;0.0252924;0.27492
32;5.94e-06;0.0257139;0.274412
33;6.12e-06;0.0261355;0.274412
34;6.3e-06;0.0257139;0.274412
35;6.48e-06;0.0259247;0.274412
36;6.66e-06;0.0267678;0.274412
37;6.84e-06;0.026557;0.274412
38;7.02e-06;0.026557;0.274412
39;7.2e-06;0.026557;0.274412
40;7.38e-06;0.0269786;0.274412
41;7.56e-06;0.0267678;0.274412
42;7.74e-06;0.0267678;0.274412
43;7.92e-06;0.0271893;0.274412
44;8.1e-06;0.0271893;0.274412
45;8.28e-06;0.0278216;0.274412
46;8.46e-06;0.0274001;0.274412
47;8.64e-06;0.0282432;0.274412
48;8.82e-06;0.0280324;0.274412
49;9e-06;0.0278216;0.274412
50;9.18e-06;0.0284539;0.274412
51;9.36e-06;0.0284539;0.274412
52;9.54e-06;0.0284539;0.274412
53;9.72e-06;0.0282432;0.274412
54;9.9e-06;0.0286647;0.274412
55;1.008e-05;0.0286647;0.274412
56;1.026e-05;0.0284539;0.274412
57;1.044e-05;0.0284539;0.274412
58;1.062e-05;0.0286647;0.274412
