;subida;descida
0;-0.00139023;-0.021625799999999997
1;-0.00030894;-0.01621935
2;-0.00139023;-0.014520179999999999
3;-0.00139023;-0.012666539999999999
4;-0.00061788;-0.00834138
5;-0.00030894;-0.00849585
6;0.0;-0.00834138
7;0.0;-0.006796679999999999
8;-0.00015447;-0.006796679999999999
9;-0.00139023;-0.007569029999999999
10;-0.00077235;-0.00556092
11;-0.0020081099999999996;-0.00540645
12;-0.0016991699999999998;-0.007414559999999999
13;-0.00030894;-0.00834138
14;-0.00077235;-0.00432516
15;-0.00139023;-0.0018536400000000001
16;-0.00123576;-0.00278046
17;0.0;-0.00293493
18;0.0;-0.0037072800000000003
19;0.0;-0.0038617499999999997
20;0.0;-0.004016219999999999
21;-0.00030894;-0.00447963
22;-0.0009268200000000001;-0.0064877400000000005
23;-0.00108129;-0.00602433
24;-0.00139023;-0.007414559999999999
25;-0.00139023;-0.00664221
26;-0.00139023;-0.0032438700000000003
27;-0.00139023;-0.004016219999999999
28;-0.00139023;-0.0032438700000000003
29;-0.00108129;-0.00278046
30;-0.00015447;-0.00139023
31;-0.00108129;-0.0020081099999999996
32;-0.00139023;-0.00278046
33;-0.00061788;-0.00247152
34;-0.00123576;-0.00262599
35;-0.0009268200000000001;-0.00247152
36;-0.00061788;-0.0016991699999999998
37;0.0;-0.00216258
38;0.0;-0.0030894
39;0.0;-0.00494304
40;0.0;-0.0029349299999999997
41;0.0;-0.00077235
42;0.0;-0.00108129
43;-0.00046341000000000004;-0.0046341
44;-0.00108129;-0.0037072799999999994
45;0.0;-0.00231705
46;0.0;-0.00200811
47;0.0;-0.00139023
48;0.0;0.0
49;-0.0015447;-0.00046341000000000004
50;-0.00139023;-0.0015447
51;-0.00015447;-0.00432516
52;0.0;-0.0050975099999999995
53;0.0;-0.0046341
54;-0.00015447;-0.00278046
55;-0.0018536400000000001;-0.00262599
56;-0.00278046;-0.0020081099999999996
57;-0.00061788;-0.00123576
58;-0.00061788;-0.00046341000000000004
59;-0.00139023;-0.00046341000000000004
60;-0.00139023;-0.00139023
61;0.0;-0.0015447
62;0.0;-0.0041706899999999995
63;0.0;-0.0033983399999999997
64;0.0;-0.00231705
65;-0.00015447;-0.0013902300000000001
66;0.0;-0.00030894
67;-0.00061788;-0.00077235
68;-0.00061788;-0.00293493
69;-0.00139023;-0.0038617499999999997
70;-0.00077235;-0.004016219999999999
71;-0.00061788;-0.0030894
72;0.0;-0.00355281
73;0.0;-0.00355281
74;-0.00108129;-0.00231705
75;0.0;-0.0027804600000000002
76;0.0;-0.00231705
77;0.0;-0.0032438700000000003
78;0.0;-0.00231705
79;-0.0009268200000000001;-0.00123576
80;-0.00046341000000000004;-0.00139023
81;0.0;-0.00139023
82;0.0;-0.00139023
83;0.0;-0.0016991699999999998
84;-0.00077235;-0.0029349299999999997
85;-0.00077235;-0.00355281
86;-0.00061788;-0.00216258
87;0.0;-0.00216258
88;0.0;-0.00247152
89;-0.00046341000000000004;-0.00231705
90;0.0;-0.0030894
91;-0.00046341000000000004;-0.00231705
92;-0.00231705;-0.00061788
93;-0.00123576;-0.0018536400000000001
94;-0.00077235;-0.00123576
95;-0.00139023;-0.0027804600000000002
96;-0.0009268200000000001;-0.0020081099999999996
97;-0.00015447;-0.00278046
98;-0.00015447;-0.0030894
99;-0.00139023;-0.0016991699999999998
100;-0.00077235;-0.00015447
101;-0.006333269999999999;0.0
102;-0.012203130000000001;-0.00200811
103;-0.01946322;-0.0046341
104;-0.02579649;-0.00123576
105;-0.027804600000000002;-0.00030894
106;-0.031511880000000006;0.0
107;-0.03475575;-0.00216258
108;-0.03475575;-0.00139023
109;-0.03722727;0.0
110;-0.040162199999999995;-0.00247152
111;-0.040780079999999996;-0.00247152
112;-0.04201584;-0.00015447
113;-0.043560539999999995;-0.00046341000000000004
114;-0.043251599999999994;-0.00046341000000000004
115;-0.042170309999999996;0.0
116;-0.041861369999999995;0.0
117;-0.0417069;-0.00046341000000000004
118;-0.0417069;-0.00108129
119;-0.0417069;-0.00278046
120;-0.0417069;-0.00231705
121;-0.0417069;-0.0015447
122;-0.04232477999999999;-0.00123576
123;-0.04232477999999999;-0.00216258
124;-0.04309713;-0.0016991699999999998
125;-0.04402394999999999;-0.00046341000000000004
126;-0.042942659999999994;0.0
127;-0.04263372;-0.0009268200000000001
128;-0.042170309999999996;-0.00200811
129;-0.0417069;-0.00200811
130;-0.04263372;-0.0041706899999999995
131;-0.044950769999999994;-0.00278046
132;-0.04464183;-0.00216258
133;-0.04371500999999999;-0.00139023
134;-0.04201583999999999;-0.00108129
135;-0.0417069;-0.0037072800000000003
136;-0.042942659999999994;-0.004016219999999999
137;-0.04309713;-0.0018536400000000001
138;-0.04309713;-0.00123576
139;-0.04309713;-0.00077235
140;-0.043560539999999995;-0.00216258
141;-0.043869479999999995;-0.0016991699999999998
142;-0.041861369999999995;-0.00015447
143;-0.04278819;0.0
144;-0.043560539999999995;-0.00061788
145;-0.041861369999999995;-0.00123576
146;-0.042942659999999994;-0.00077235
147;-0.04232477999999999;-0.0018536399999999997
148;-0.0417069;-0.00139023
149;-0.04247925;-0.00247152
150;-0.04263372;-0.0032438700000000003
151;-0.0417069;-0.00278046
152;-0.04201583999999999;-0.00139023
153;-0.0417069;-0.00046341000000000004
154;-0.04294266;-0.00046341000000000004
155;-0.043251599999999994;-0.00247152
156;-0.043251599999999994;-0.0018536400000000001
157;-0.04371500999999999;0.0
158;-0.04309713;-0.00046341000000000004
159;-0.04433289;-0.00077235
160;-0.04448736;-0.00030894
161;-0.04340607;-0.00278046
