t,vds,corrente
0,0.00099504,-0.00098664
0.02,-0.0149256,0.00147996
0.04,0.0159206,-0.0024666
0.06,-0.0149256,0.00443988
0.08,-0.0109454,-0.00197328
0.1,0.0427867,0.0152929
0.12,0.0218909,0.0133196
0.14,0.0537322,0.0212128
0.16,0.0298512,0.0197328
0.18,0.0666677,0.0276259
0.2,0.0417917,0.024666
0.22,0.074628,0.0335458
0.24,0.0547272,0.0310792
0.26,0.0905486,0.038479
0.28,0.0636826,0.0365057
0.3,0.0965189,0.0453854
0.32,0.0776131,0.0419322
0.34,0.110449,0.049332
0.36,0.102489,0.0483454
0.38,0.0726379,0.0404522
0.4,0.0945288,0.0419322
0.42,0.0616925,0.0345324
0.44,0.0815933,0.0365057
0.46,0.050747,0.0286126
0.48,0.0706478,0.0305858
0.5,0.0378115,0.023186
0.52,0.0577123,0.024666
0.54,0.0298512,0.0167729
0.56,0.0467669,0.0192395
0.58,0.0139306,0.010853
0.6,0.0378115,0.0128263
0.62,0.00199008,0.0049332
0.64,0.0228859,0.00690648
0.66,-0.00895536,-0.00147996
0.68,0.0129355,0.00147996
0.7,-0.0179107,-0.00641316
0.72,0.00398016,-0.00542652
0.74,-0.0298512,-0.012333
0.76,-0.0119405,-0.0103597
0.78,-0.0437818,-0.0187462
0.8,-0.023881,-0.0167729
0.82,-0.0527371,-0.0236794
0.84,-0.0577123,-0.026146
0.86,-0.0278611,-0.0202261
0.88,-0.0517421,-0.0217061
0.9,-0.0208958,-0.0143063
0.92,-0.0398016,-0.0157862
0.94,-0.00796032,-0.00838644
0.96,-0.0308462,-0.0103597
0.98,0.00298512,-0.0024666
1,-0.0149256,-0.00443988
1.02,0.0159206,0.00345324
1.04,-0.0049752,0.00197328
1.06,0.0298512,0.00937308
1.08,0.00597024,0.0073998
1.1,0.0427867,0.0157862
1.12,0.0189058,0.0133196
1.14,0.049752,0.0217061
1.16,0.0288562,0.0192395
1.18,0.0606974,0.0266393
1.2,0.0457718,0.0256526
1.22,0.0666677,0.0325591
1.24,0.0636826,0.0310792
1.26,0.0796032,0.038479
1.28,0.074628,0.0374923
1.3,0.0905486,0.0443988
1.32,0.0875635,0.0434122
1.34,0.099504,0.049332
1.36,0.0965189,0.047852
1.38,0.0825883,0.0409456
1.4,0.0935338,0.0419322
1.42,0.0616925,0.0350257
1.44,0.0855734,0.0365057
1.46,0.049752,0.0291059
1.48,0.0696528,0.0305858
1.5,0.0378115,0.0226927
1.52,0.0587074,0.0241727
1.54,0.025871,0.0167729
1.56,0.0477619,0.0187462
1.58,0.0159206,0.010853
1.6,0.0358214,0.0128263
1.62,0.00298512,0.0049332
1.64,0.0228859,0.0073998
1.66,-0.00895536,-0.00098664
1.68,0.0119405,0.00197328
1.7,-0.0208958,-0.00641316
1.72,-0.00895536,-0.00542652
1.74,-0.023881,-0.012333
1.76,-0.0208958,-0.0113464
1.78,-0.0348264,-0.0182528
1.8,-0.0318413,-0.0167729
1.82,-0.0467669,-0.0241727
1.84,-0.050747,-0.0256526
1.86,-0.0398016,-0.0202261
1.88,-0.0437818,-0.0217061
1.9,-0.024876,-0.0143063
1.92,-0.0298512,-0.0157862
1.94,-0.0149256,-0.00838644
1.96,-0.0218909,-0.0098664
1.98,0.00696528,-0.0024666
2,-0.0169157,-0.00443988
2.02,0.0149256,0.00345324
2.04,-0.00398016,0.00098664
2.06,0.0298512,0.00937308
2.08,0.00895536,0.00690648
