;TEMPO;VDS;VG
0;4.5e-08;0.0588479;0.101974
1;9e-08;0.0534082;0.101974
2;1.35e-07;0.0534082;0.101165
3;1.8e-07;0.0534082;0.10076
4;2.25e-07;0.0514301;0.101974
5;2.7e-07;0.0489575;0.101974
6;3.15e-07;0.0489575;0.0991417
7;3.6e-07;0.0489575;0.0983324
8;4.05e-07;0.0524191;0.0983324
9;4.5e-07;0.0499465;0.101165
10;4.95e-07;0.0489575;0.101974
11;5.4e-07;0.0489575;0.10076
12;5.85e-07;0.0519246;0.0983324
13;6.3e-07;0.0534082;0.0983324
14;6.75e-07;0.0489575;0.101165
15;7.2e-07;0.0450013;0.101974
16;7.65e-07;0.0469794;0.101974
17;8.1e-07;0.0524191;0.0991417
18;8.55e-07;0.0534082;0.0983324
19;9e-07;0.0509356;0.100356
20;9.45e-07;0.0469794;0.101974
21;9.9e-07;0.0479684;0.10157
22;1.035e-06;0.0524191;0.0983324
23;1.08e-06;0.0534082;0.0983324
24;1.125e-06;0.0489575;0.101165
25;1.17e-06;0.0489575;0.10157
26;1.215e-06;0.0499465;0.0983324
27;1.26e-06;0.0534082;0.0983324
28;1.305e-06;0.0514301;0.101165
29;1.35e-06;0.0464849;0.101974
30;1.395e-06;0.0464849;0.101974
31;1.44e-06;0.050441;0.098737
32;1.485e-06;0.0534082;0.0983324
33;1.53e-06;0.0519246;0.099951
34;1.575e-06;0.0489575;0.101974
35;1.62e-06;0.0479684;0.101974
36;1.665e-06;0.0489575;0.101974
37;1.71e-06;0.0514301;0.101974
38;1.755e-06;0.0529136;0.101974
39;1.8e-06;0.0489575;0.101974
40;1.845e-06;0.0489575;0.101974
41;1.89e-06;0.0489575;0.101974
42;1.935e-06;0.0499465;0.101165
43;1.98e-06;0.0539027;0.0983324
44;2.025e-06;0.0548917;0.0983324
45;2.07e-06;0.048463;0.101165
46;2.115e-06;0.0445068;0.101974
47;2.16e-06;0.0454958;0.101165
48;2.205e-06;0.0529136;0.0983324
49;2.25e-06;0.0578588;0.0983324
50;2.295e-06;0.0539027;0.100356
51;2.34e-06;0.0454958;0.101974
52;2.385e-06;0.0420342;0.101974
53;2.43e-06;0.0479684;0.0995464
54;2.475e-06;0.0553862;0.0983324
55;2.52e-06;0.0553862;0.0983324
56;2.565e-06;0.0474739;0.10076
57;2.61e-06;0.0420342;0.101974
58;2.655e-06;0.0459904;0.101974
59;2.7e-06;0.0534082;0.0983324
60;2.745e-06;0.0578588;0.0983324
61;2.79e-06;0.0539027;0.0995464
62;2.835e-06;0.0459904;0.101974
63;2.88e-06;0.0415397;0.101974
64;2.925e-06;0.048463;0.099951
65;2.97e-06;0.0568698;0.0983324
66;3.015e-06;0.0578588;0.0983324
67;3.06e-06;0.0529136;0.10157
68;3.105e-06;0.0440123;0.101974
69;3.15e-06;0.0415397;0.101974
70;3.195e-06;0.049452;0.0991417
71;3.24e-06;0.0563753;0.0983324
72;3.285e-06;0.0563753;0.0983324
73;3.33e-06;0.049452;0.101974
74;3.375e-06;0.0445068;0.101974
75;3.42e-06;0.0474739;0.10157
76;3.465e-06;0.0524191;0.0983324
77;3.51e-06;0.0534082;0.0983324
78;3.555e-06;0.0509356;0.10076
79;3.6e-06;0.0459904;0.101974
80;3.645e-06;0.0454958;0.101974
81;3.69e-06;0.050441;0.10076
82;3.735e-06;0.0534082;0.0983324
83;3.78e-06;0.0534082;0.0983324
84;3.825e-06;0.0499465;0.101974
85;3.87e-06;0.0469794;0.101974
86;3.915e-06;0.0474739;0.101974
87;3.96e-06;0.0489575;0.0991417
88;4.005e-06;0.0524191;0.0983324
89;4.05e-06;0.0524191;0.10076
90;4.095e-06;0.0489575;0.101974
91;4.14e-06;0.0489575;0.101974
92;4.185e-06;0.0489575;0.10157
93;4.23e-06;0.0509356;0.0983324
94;4.275e-06;0.0534082;0.098737
95;4.32e-06;0.0499465;0.101974
96;4.365e-06;0.0489575;0.101974
97;4.41e-06;0.0489575;0.101974
98;4.455e-06;0.0489575;0.101974
99;4.5e-06;0.0534082;0.098737
100;4.545e-06;0.0519246;0.101165
101;4.59e-06;0.0489575;0.101974
102;4.635e-06;0.0489575;0.101974
103;4.68e-06;0.0489575;0.101974
104;4.725e-06;0.0489575;0.101974
105;4.77e-06;0.0489575;0.101165
106;4.815e-06;0.0519246;0.0983324
107;4.86e-06;0.0514301;0.10076
108;4.905e-06;0.049452;0.101165
109;4.95e-06;0.0489575;0.100356
110;4.995e-06;0.0489575;0.10157
111;5.04e-06;0.0489575;0.100356
112;5.085e-06;0.0499465;0.0995464
113;5.13e-06;0.0519246;0.098737
114;5.175e-06;0.0489575;0.101974
115;5.22e-06;0.0509356;0.101974
116;5.265e-06;0.0489575;0.101974
117;5.31e-06;0.0499465;0.101974
118;5.355e-06;0.050441;0.101974
119;5.4e-06;0.0489575;0.101974
120;5.445e-06;0.0489575;0.101974
121;5.49e-06;0.0489575;0.098737
122;5.535e-06;0.0489575;0.0983324
123;5.58e-06;0.0489575;0.098737
124;5.625e-06;0.0509356;0.0983324
125;5.67e-06;0.0534082;0.0983324
126;5.715e-06;0.0534082;0.0995464
127;5.76e-06;0.0514301;0.101974
128;5.805e-06;0.0489575;0.101974
129;5.85e-06;0.0489575;0.101974
130;5.895e-06;0.0489575;0.100356
131;5.94e-06;0.0534082;0.098737
132;5.985e-06;0.049452;0.098737
133;6.03e-06;0.0489575;0.0991417
134;6.075e-06;0.0489575;0.101974
135;6.12e-06;0.0489575;0.101974
136;6.165e-06;0.0489575;0.101974
137;6.21e-06;0.050441;0.100356
138;6.255e-06;0.050441;0.101974
139;6.3e-06;0.0489575;0.101974
140;6.345e-06;0.0489575;0.101974
141;6.39e-06;0.0519246;0.101974
142;6.435e-06;0.0534082;0.101165
143;6.48e-06;0.0509356;0.0983324
144;6.525e-06;0.050441;0.0983324
145;6.57e-06;0.0519246;0.099951
146;6.615e-06;0.0489575;0.101974
147;6.66e-06;0.0489575;0.099951
148;6.705e-06;0.0514301;0.0983324
149;6.75e-06;0.0534082;0.098737
150;6.795e-06;0.050441;0.101974
151;6.84e-06;0.0489575;0.101974
152;6.885e-06;0.0489575;0.0983324
153;6.93e-06;0.0499465;0.10076
154;6.975e-06;0.0489575;0.10157
155;7.02e-06;0.0529136;0.098737
156;7.065e-06;0.0519246;0.101165
157;7.11e-06;0.0489575;0.101974
158;7.155e-06;0.0499465;0.101974
159;7.2e-06;0.0534082;0.098737
160;7.245e-06;0.0524191;0.0983324
161;7.29e-06;0.0489575;0.101165
162;7.335e-06;0.0489575;0.101974
163;7.38e-06;0.0489575;0.099951
164;7.425e-06;0.0489575;0.101974
165;7.47e-06;0.050441;0.101974
166;7.515e-06;0.0499465;0.0983324
167;7.56e-06;0.0489575;0.099951
168;7.605e-06;0.0489575;0.101974
169;7.65e-06;0.0489575;0.100356
170;7.695e-06;0.0489575;0.10157
171;7.74e-06;0.0514301;0.0983324
172;7.785e-06;0.0514301;0.0983324
173;7.83e-06;0.050441;0.10076
174;7.875e-06;0.0489575;0.101974
175;7.92e-06;0.0489575;0.101974
176;7.965e-06;0.0489575;0.101974
177;8.01e-06;0.0529136;0.101974
178;8.055e-06;0.0489575;0.101974
179;8.1e-06;0.0489575;0.10157
180;8.145e-06;0.0524191;0.0983324
181;8.19e-06;0.0489575;0.0983324
182;8.235e-06;0.0489575;0.0983324
183;8.28e-06;0.0529136;0.0983324
184;8.325e-06;0.0534082;0.0983324
185;8.37e-06;0.0509356;0.101165
186;8.415e-06;0.0489575;0.101974
187;8.46e-06;0.050441;0.101974
188;8.505e-06;0.0534082;0.101974
189;8.55e-06;0.0534082;0.101974
190;8.595e-06;0.0489575;0.101974
191;8.64e-06;0.0489575;0.101974
192;8.685e-06;0.0489575;0.101974
193;8.73e-06;0.0514301;0.10076
194;8.775e-06;0.0534082;0.0983324
195;8.82e-06;0.0534082;0.100356
196;8.865e-06;0.049452;0.101974
197;8.91e-06;0.0489575;0.101974
198;8.955e-06;0.049452;0.101974
199;9e-06;0.0534082;0.101974
200;9.045e-06;0.0534082;0.101974
201;9.09e-06;0.0519246;0.101974
202;9.135e-06;0.0489575;0.101974
203;9.18e-06;0.0489575;0.101974
204;9.225e-06;0.0499465;0.10076
205;9.27e-06;0.0534082;0.098737
206;9.315e-06;0.0534082;0.101974
207;9.36e-06;0.0489575;0.101974
208;9.405e-06;0.0489575;0.101974
209;9.45e-06;0.0489575;0.10076
210;9.495e-06;0.0509356;0.0983324
211;9.54e-06;0.0534082;0.0995464
212;9.585e-06;0.050441;0.101974
213;9.63e-06;0.0489575;0.101974
214;9.675e-06;0.0489575;0.10076
215;9.72e-06;0.0489575;0.0983324
216;9.765e-06;0.0534082;0.0995464
217;9.81e-06;0.0514301;0.101974
218;9.855e-06;0.0489575;0.101974
219;9.9e-06;0.0489575;0.101974
220;9.945e-06;0.0489575;0.0991417
221;9.99e-06;0.0519246;0.101974
222;1.0035e-05;0.0534082;0.101974
