t;vds;corrente;vg;RES_MED;RES_TEO
0.00814;0.0193329;0.0494237;0.127639;1955.83293;2023.320795
0.00816;0.0193106;0.0442463;0.147295;2182.171165;2260.075984
0.00818;0.0194965;0.0446244;0.166902;2184.511164;2240.926489
0.0082;0.0194462;0.0438404;0.185936;2217.840166;2281.001086
0.00822;0.0193385;0.0430346;0.206473;2246.854856;2323.711618
0.00824;0.0194685;0.0435798;0.226177;2233.661008;2294.641095
0.00826;0.0194462;0.04119;0.246298;2360.548677;2427.773731
0.00828;0.0194287;0.0383626;0.264593;2532.244947;2606.705489
0.0083;0.0193609;0.036146;0.284026;2678.152493;2766.557849
0.00832;0.0193481;0.0375846;0.304274;2573.939858;2660.664208
0.00834;0.0193401;0.0369499;0.32393;2617.070682;2706.36727
0.00836;0.0195922;0.0354993;0.343504;2759.519202;2816.956954
0.00838;0.0195779;0.0349044;0.362696;2804.503157;2864.968313
0.0084;0.0194782;0.0357978;0.38237;2720.586181;2793.467755
0.00842;0.0194399;0.031476;0.402411;3088.051214;3177.023764
0.00844;0.0195268;0.0357242;0.42218;2732.993321;2799.222936
0.00846;0.0194566;0.0355431;0.441629;2737.043195;2813.485599
0.00848;0.0194933;0.031482;0.462692;3095.943714;3176.418271
0.0085;0.0195915;0.0341781;0.4819;2866.089689;2925.850179
0.00852;0.0194159;0.0345582;0.503558;2809.159621;2893.66923
0.00854;0.01938;0.0338836;0.52187;2859.790577;2951.280265
0.00856;0.0195603;0.037893;0.543463;2580.991212;2639.009844
0.00858;0.0196329;0.0379766;0.565215;2584.86805;2633.200444
0.0086;0.0196329;0.0382253;0.583881;2568.05048;2616.068415
0.00862;0.0194191;0.0389934;0.603586;2490.049598;2564.536563
0.00864;0.0194143;0.0390869;0.622312;2483.47912;2558.40192
0.00866;0.0194455;0.038862;0.642433;2501.865576;2573.207761
0.00868;0.0194622;0.0363231;0.662405;2679.038959;2753.068984
0.0087;0.0194598;0.0400917;0.681297;2426.911306;2494.281859
0.00872;0.0193864;0.040034;0.701547;2421.241944;2497.876805
0.00874;0.0194095;0.0402728;0.720991;2409.752985;2483.065493
0.00876;0.0193162;0.0449507;0.74203;2148.598353;2224.65946
0.00878;0.0193601;0.0441647;0.760586;2191.807031;2264.251767
0.0088;0.0195651;0.0472927;0.779578;2068.511631;2114.491243
0.00882;0.0194391;0.0454561;0.779167;2138.227873;2199.924763
0.00884;0.0194311;0.0419203;0.76018;2317.624158;2385.479112
0.00886;0.0194479;0.0424157;0.741528;2292.535547;2357.61758
0.00888;0.0194526;0.0454641;0.720836;2139.336312;2199.537657
0.0089;0.0193265;0.0406628;0.701897;2376.434973;2459.250224
0.00892;0.0195316;0.0415163;0.681279;2352.280911;2408.692489
0.00894;0.0195181;0.0358774;0.662504;2720.11071;2787.269981
0.00896;0.0193632;0.0392719;0.641968;2465.274153;2546.349935
0.00898;0.019372;0.0376781;0.622507;2570.724108;2654.061643
0.009;0.0196114;0.0389655;0.603007;2516.508193;2566.372817
0.00902;0.0195029;0.0354476;0.583702;2750.947878;2821.06546
0.00904;0.019522;0.0348546;0.563602;2800.491183;2869.061759
0.00906;0.0195196;0.0387048;0.543174;2521.599388;2583.658874
0.00908;0.0193928;0.0372702;0.521741;2601.649575;2683.108757
0.0091;0.0194965;0.0359291;0.50303;2713.190701;2783.259252
0.00912;0.0194494;0.0334598;0.481789;2906.383182;2988.66102
0.00914;0.0195731;0.0326559;0.461796;2996.870397;3062.233777
0.00916;0.0194606;0.0340488;0.441116;2857.751228;2936.961068
0.00918;0.0195109;0.0357759;0.421941;2726.821687;2795.177759
0.0092;0.0194558;0.032835;0.403005;2962.661794;3045.530684
0.00922;0.0194758;0.0352685;0.383123;2761.075747;2835.391355
0.00924;0.0195779;0.0307915;0.362153;3179.107871;3247.649514
0.00926;0.0194343;0.0376881;0.343024;2578.307211;2653.357426
0.00928;0.0195523;0.0342458;0.323481;2854.70043;2920.06611
0.0093;0.0194837;0.0358793;0.303762;2715.172816;2787.12238
0.00932;0.0194519;0.0356605;0.28385;2727.373424;2804.22316
0.00934;0.0194343;0.0369797;0.263857;2627.69844;2704.186351
0.00936;0.0195172;0.0405135;0.246106;2408.727955;2468.313031
0.00938;0.0194542;0.0393256;0.225457;2473.477836;2542.872836
0.0094;0.0195771;0.0392998;0.206457;2490.737866;2544.542211
0.00942;0.0195276;0.0410209;0.185966;2380.201312;2437.781716
0.00944;0.0194766;0.042945;0.166918;2267.621376;2328.559786
0.00946;0.0193952;0.0462241;0.147839;2097.953232;2163.373651
0.00948;0.0194135;0.0462421;0.127719;2099.115308;2162.531546
0.0095;0.019443;0.0490038;0.108271;1983.825744;2040.658071
0.00952;0.0193896;0.0438682;0.088357;2209.983542;2279.555578
0.00954;0.0194096;0.0495271;0.070222;1959.492884;2019.096616
0.00956;0.0192021;0.0533832;0.0499573;1798.515263;1873.248513
0.00958;0.0192947;0.0513418;0.0305091;1879.043976;1947.730699
0.0096;0.0192348;0.0504205;0.0108685;1907.438443;1983.320276
0.00962;0.0192699;0.054018;-0.00819546;1783.655448;1851.234774
0.00964;0.0193728;0.0564574;-0.0293245;1715.700688;1771.246993
0.00966;0.0193393;0.0585606;-0.0494612;1651.221128;1707.632777
0.00968;0.019254;0.059251;-0.0699817;1624.782704;1687.735228
0.0097;0.0192819;0.0556615;-0.0885021;1732.067946;1796.573934
0.00972;0.019309;0.0591436;-0.109327;1632.382878;1690.800019
0.00974;0.019368;0.0608568;-0.128695;1591.276571;1643.201746
0.00976;0.0192412;0.0617164;-0.148719;1558.840114;1620.31486
0.00978;0.0190258;0.0633042;-0.168103;1502.728097;1579.674018
0.0098;0.0191861;0.0625162;-0.186448;1534.49026;1599.585387
0.00982;0.0191646;0.0637837;-0.189903;1502.311719;1567.79867
0.00984;0.0191399;0.0645896;-0.171768;1481.654941;1548.236868
0.00986;0.0192572;0.0630853;-0.152353;1526.282668;1585.155337
0.00988;0.0190362;0.0610538;-0.132537;1558.969302;1637.899688
0.0099;0.019258;0.0620128;-0.111856;1552.74395;1612.570308
0.00992;0.0192157;0.0625381;-0.0929989;1536.31946;1599.025234
0.00994;0.0190904;0.0574782;-0.0733752;1660.664391;1739.790042
0.00996;0.019238;0.0603096;-0.0531908;1594.936793;1658.110815
0.00998;0.019242;0.05634;-0.0327021;1707.667732;1774.937877
0.01;0.019384;0.0581089;-0.0130615;1667.902851;1720.90678
0.01002;0.019305;0.0545373;0.00629065;1769.889598;1833.607458
0.01004;0.0192603;0.0548438;0.025835;1755.923185;1823.360161
0.01006;0.0193768;0.0542727;0.046708;1785.133225;1842.54699
0.01008;0.0191774;0.051682;0.0662842;1855.326806;1934.90964
0.0101;0.0194351;0.0506255;0.0854287;1919.497091;1975.289133
0.01012;0.0193202;0.0486198;0.104509;1986.865433;2056.775223
0.01014;0.0193832;0.0463236;0.123733;2092.151733;2158.726869
0.01016;0.0193377;0.0473782;0.144285;2040.780359;2110.675374
0.01018;0.0193784;0.045474;0.163445;2130.712055;2199.058803
0.0102;0.0194925;0.039455;0.182094;2470.219237;2534.533012
0.01022;0.0194909;0.0401713;0.201911;2425.973269;2489.339404
0.01024;0.0194821;0.0437727;0.222623;2225.371065;2284.528942
0.01026;0.0195212;0.0400897;0.241656;2434.690207;2494.406294
0.01028;0.0194255;0.0399644;0.261344;2430.350512;2502.226982
0.0103;0.0192915;0.0406349;0.280776;2373.759994;2460.93875
0.01032;0.0194646;0.0355192;0.300144;2740.011036;2815.378725
0.01034;0.0194152;0.0394968;0.320169;2457.819368;2531.850682
0.01036;0.0195316;0.0373657;0.339056;2613.573411;2676.251214
0.01038;0.019542;0.0382213;0.359399;2556.42796;2616.342197
0.0104;0.0195196;0.0360385;0.378642;2708.15933;2774.810272
0.01042;0.0194614;0.0346636;0.399338;2807.18102;2884.870585
0.01044;0.0194471;0.034005;0.418257;2859.44714;2940.744008
0.01046;0.019546;0.0356366;0.437675;2742.40528;2806.103837
0.01048;0.0195739;0.0351869;0.457619;2781.418653;2841.966755
0.0105;0.0195459;0.0352546;0.478859;2772.106335;2836.509278
0.01052;0.0195763;0.0366693;0.498194;2669.30375;2727.076874
0.01054;0.0194183;0.0369678;0.518188;2626.380255;2705.056833
0.01056;0.0196664;0.0357938;0.53879;2747.179679;2793.779928
0.01058;0.0196305;0.0374334;0.560286;2622.056773;2671.411093
0.0106;0.0193369;0.037125;0.580598;2604.296296;2693.602694
0.01062;0.0194511;0.0413194;0.599245;2353.749086;2420.17067
0.01064;0.0195157;0.0385635;0.619304;2530.333087;2593.125624
0.01066;0.0194295;0.0363827;0.639074;2670.15642;2748.559068
0.01068;0.019443;0.0403961;0.658341;2406.544196;2475.486495
0.0107;0.0196026;0.0432554;0.677759;2265.91362;2311.850081
0.01072;0.0194622;0.0404021;0.697108;2408.562921;2475.118868
0.01074;0.0195116;0.0433788;0.717807;2248.978764;2305.273544
0.01076;0.019467;0.0409413;0.73742;2377.428172;2442.521366
0.01078;0.0193704;0.0449666;0.757318;2153.865313;2223.87283
0.0108;0.0194917;0.0440593;0.775067;2211.984757;2269.668379
0.01082;0.0194749;0.0440513;0.782862;2210.4796;2270.080565
0.01084;0.0194822;0.043146;0.764498;2257.706392;2317.711955
0.01086;0.0195364;0.0413194;0.744204;2364.071114;2420.17067
0.01088;0.0195946;0.0409811;0.726002;2390.687414;2440.14924
0.0109;0.0194327;0.0445368;0.705289;2181.645291;2245.334196
0.01092;0.019463;0.0410746;0.685621;2369.22575;2434.594616
0.01094;0.0194694;0.0399982;0.666138;2433.78452;2500.112505
0.01096;0.0195372;0.0396579;0.646575;2463.21666;2521.565691
0.01098;0.0194893;0.0377219;0.625548;2583.287162;2650.979935
0.011;0.01955;0.0351432;0.607458;2781.476929;2845.500694
0.01102;0.0194821;0.0389655;0.588972;2499.916593;2566.372817
0.01104;0.0195819;0.0362156;0.567394;2703.517269;2761.241012
0.01106;0.019522;0.0338399;0.546809;2884.464789;2955.091475
0.01108;0.0194861;0.0312949;0.526463;3113.302807;3195.408837
0.0111;0.019471;0.0335354;0.506726;2903.051701;2981.923579
0.01112;0.0196281;0.0367648;0.486336;2669.414766;2719.993037
0.01114;0.0196736;0.0301469;0.465879;3262.955727;3317.090646
0.01116;0.0196401;0.0329842;0.445357;2977.198174;3031.754598
0.01118;0.0194853;0.035165;0.425317;2770.553107;2843.73667
0.0112;0.0196529;0.0337702;0.406719;2909.799172;2961.190636
0.01122;0.0196545;0.0321167;0.386773;3059.85671;3113.644926
0.01124;0.0195899;0.0328589;0.366428;2980.912325;3043.31551
0.01126;0.0196154;0.0350078;0.346531;2801.575649;2856.506264
0.01128;0.019601;0.0324112;0.327482;3023.800415;3085.353211
0.0113;0.0194406;0.0376025;0.307475;2585.014294;2659.397646
0.01132;0.0194949;0.0326659;0.28814;2983.983298;3061.296337
0.01134;0.0194511;0.040215;0.268594;2418.388661;2486.63434
0.01136;0.0194598;0.0383845;0.249403;2534.851307;2605.218252
0.01138;0.0195316;0.0329743;0.230147;2961.639823;3032.664833
0.0114;0.019522;0.0392122;0.21025;2489.276297;2550.226715
0.01142;0.0194223;0.0396062;0.190095;2451.926719;2524.857219
0.01144;0.0194072;0.0439658;0.169783;2207.079139;2274.495176
0.01146;0.0193968;0.0438842;0.151104;2209.998131;2278.724461
0.01148;0.0195515;0.0402469;0.13188;2428.944838;2484.663415
0.0115;0.0194407;0.0459515;0.111328;2115.34988;2176.207523
0.01152;0.0195531;0.0507011;0.0920385;1928.271773;1972.343795
0.01154;0.0194829;0.0473026;0.0732472;2059.38997;2114.048699
0.01156;0.0191551;0.0543205;0.0542634;1763.155715;1840.925617
0.01158;0.0193976;0.0513955;0.0348949;1887.091282;1945.695635
0.0116;0.0192197;0.0539165;0.0137818;1782.357905;1854.719798
0.01162;0.0193002;0.0567241;-0.00505814;1701.234572;1762.919112
0.01164;0.0193146;0.0525416;-0.0256269;1838.029295;1903.253803
0.01166;0.0193896;0.0595256;-0.0454915;1628.677409;1679.949467
0.01168;0.019364;0.0605762;-0.0653718;1598.317491;1650.813356
0.0117;0.0192843;0.0596072;-0.0863888;1617.614986;1677.64968
0.01172;0.0192396;0.0585845;-0.104317;1642.038423;1706.936135
0.01174;0.0193234;0.0587536;-0.124197;1644.443915;1702.023365
0.01176;0.0192667;0.0620487;-0.14507;1552.546629;1611.637311
0.01178;0.0193593;0.0644463;-0.165142;1501.971409;1551.67946
0.0118;0.0192604;0.0643966;-0.18299;1495.451623;1552.877015
0.01182;0.0192763;0.0607414;-0.192465;1586.751376;1646.323595
0.01184;0.0190346;0.0651607;-0.17633;1460.588975;1534.667369
0.01186;0.0191694;0.0607851;-0.157139;1576.817345;1645.14001
0.01188;0.019254;0.0639807;-0.136154;1504.672503;1562.971334
0.0119;0.0192372;0.0653179;-0.116114;1472.582554;1530.973898
0.01192;0.0192484;0.0595953;-0.0969689;1614.926009;1677.984673
0.01194;0.0191694;0.058875;-0.0777289;1627.974522;1698.5138
0.01196;0.0191471;0.0569389;-0.0572407;1681.372489;1756.268562
0.01198;0.0192516;0.0570643;-0.0363035;1686.833975;1752.409124
0.012;0.0192643;0.0538489;-0.016567;1788.736632;1857.048148
0.01202;0.0192994;0.0502235;0.0021129;1921.351559;1991.099784
0.01204;0.0192787;0.0535484;0.0229858;1800.119145;1867.46943
0.01206;0.0193505;0.0536559;0.0425943;1803.203376;1863.72794
0.01208;0.0192332;0.0522511;0.0618184;1840.458861;1913.835307
0.0121;0.0194774;0.0493779;0.0811543;1972.279097;2025.197507
0.01212;0.019246;0.050721;0.100747;1897.241774;1971.569961
0.01214;0.0194079;0.0516025;0.119139;1880.519355;1937.890606
0.01216;0.0194821;0.0487312;0.140476;1998.934974;2052.073415
0.01218;0.019384;0.0462898;0.159587;2093.765797;2160.303134
0.0122;0.0192396;0.0465862;0.178235;2064.946272;2146.558423
0.01222;0.0195013;0.0452969;0.198485;2152.608677;2207.656595
0.01224;0.019613;0.0416536;0.21931;2354.298308;2400.752876
0.01226;0.0192747;0.0424137;0.239111;2272.22572;2357.728753
0.01228;0.0194997;0.0416636;0.257854;2340.136234;2400.176653
0.0123;0.019483;0.0420078;0.27767;2318.974095;2380.510286
0.01232;0.0194287;0.0349959;0.296398;2775.853743;2857.47759
0.01234;0.0196154;0.0386292;0.316103;2538.934278;2588.715272
0.01236;0.0195124;0.0362813;0.335359;2689.043667;2756.240818
0.01238;0.019585;0.0335832;0.355911;2915.89247;2977.679316
0.0124;0.0196888;0.0333046;0.374977;2955.867958;3002.588231
0.01242;0.0194606;0.0332111;0.396202;2929.8337;3011.041489
0.01244;0.0195149;0.0365698;0.41544;2668.171551;2734.496771
0.01246;0.0195172;0.0341344;0.433207;2858.875504;2929.59595
0.01248;0.0194447;0.0348248;0.453217;2791.789185;2871.51685
0.0125;0.0195395;0.033424;0.474939;2922.974509;2991.862135
0.01252;0.0194183;0.0360425;0.495618;2693.805924;2774.502324
0.01254;0.0195452;0.0322122;0.514585;3033.819485;3104.413856
0.01256;0.0195715;0.0360743;0.535347;2712.665249;2772.056561
0.01258;0.0194981;0.0373359;0.556444;2611.17316;2678.387289
0.0126;0.0195053;0.0357719;0.57615;2726.343862;2795.490315
0.01262;0.0195627;0.0351412;0.595707;2783.442227;2845.662641
0.01264;0.0193729;0.0433191;0.615541;2236.069078;2308.450545
0.01266;0.0196034;0.0393654;0.635424;2489.927703;2540.301889
0.01268;0.0194829;0.0391725;0.655285;2486.808348;2552.811283
0.0127;0.019526;0.0390431;0.675215;2500.569883;2561.27203
0.01272;0.0196624;0.0373299;0.695074;2633.59934;2678.817784
0.01274;0.019475;0.0431221;0.714318;2258.122865;2318.996524
0.01276;0.0195276;0.039053;0.734217;2500.140834;2560.622743
0.01278;0.0194582;0.0449865;0.753391;2162.671024;2222.889089
0.0128;0.0194566;0.0452133;0.772283;2151.645644;2211.738581
0.01282;0.0194231;0.0441548;0.78459;2199.432451;2264.759437
0.01284;0.0194056;0.0462818;0.767782;2096.461244;2160.676551
0.01286;0.0193481;0.0421431;0.749857;2295.52406;2372.867682
0.01288;0.0195436;0.0424257;0.729507;2303.273723;2357.061875
0.0129;0.0194821;0.0394868;0.709304;2466.912994;2532.491871
0.01292;0.0194925;0.0410328;0.689862;2375.233959;2437.07473
0.01294;0.0198491;0.0424854;0.671052;2335.990717;2353.749759
0.01296;0.0194502;0.0396022;0.651621;2455.696906;2525.112241
0.01298;0.0194638;0.0369459;0.630012;2634.094717;2706.660279
0.013;0.01951;0.0397654;0.611379;2453.137652;2514.749003
0.01302;0.0196361;0.0352904;0.591101;2782.073878;2833.631809
0.01304;0.0195316;0.0389137;0.572307;2509.604587;2569.789046
0.01306;0.0194733;0.0360883;0.551369;2698.007387;2770.981177
0.01308;0.0195045;0.0349879;0.53029;2787.320759;2858.130954
0.0131;0.019546;0.0337662;0.51068;2894.314433;2961.541423
0.01312;0.0194231;0.0342239;0.49056;2837.651466;2921.934671
0.01314;0.0195499;0.0345721;0.470569;2827.409964;2892.505807
0.01316;0.0194638;0.0354854;0.449088;2742.508186;2818.060385
0.01318;0.0196138;0.0309607;0.429958;3167.531742;3229.901133
0.0132;0.0193912;0.0334738;0.410591;2896.474257;2987.41105
0.01322;0.01951;0.0334598;0.391704;2915.438825;2988.66102
0.01324;0.0195731;0.0323296;0.370172;3027.117564;3093.140651
0.01326;0.0195492;0.0333703;0.350709;2929.131593;2996.676686
0.01328;0.0192851;0.0368563;0.331325;2616.255566;2713.240342
0.0133;0.0195085;0.0366872;0.3113;2658.761094;2725.746309
0.01332;0.0193393;0.035368;0.292781;2734.01097;2827.414612
0.01334;0.0195101;0.0344428;0.271989;2832.246507;2903.364419
0.01336;0.0194103;0.0387486;0.253885;2504.645329;2580.738401
0.01338;0.0194893;0.0406051;0.234629;2399.858638;2462.744828
0.0134;0.0193026;0.0407642;0.215068;2367.592152;2453.132896
0.01342;0.0194391;0.0418347;0.193426;2323.322505;2390.360156
0.01344;0.0195907;0.0444333;0.174121;2204.50653;2250.564329
0.01346;0.0193912;0.044501;0.155506;2178.737556;2247.140514
0.01348;0.0193425;0.0464291;0.136714;2083.014747;2153.821633
0.0135;0.0194702;0.0472568;0.115346;2060.042153;2116.097577
0.01352;0.0193369;0.0465723;0.0963606;2076.0087;2147.199086
0.01354;0.0193481;0.0457844;0.0777449;2112.957689;2184.15006
0.01356;0.0192699;0.0487511;0.0574808;1976.355405;2051.235767
0.01358;0.0193083;0.0515209;0.0395687;1873.831785;1940.959882
0.0136;0.0193026;0.0528659;0.0181677;1825.619161;1891.578503
0.01362;0.0192356;0.0534051;-0.000880375;1800.914145;1872.480344
0.01364;0.0193832;0.0555183;-0.0203447;1745.658639;1801.20789
0.01366;0.0192747;0.0560237;-0.0410096;1720.227332;1784.958866
0.01368;0.0190513;0.0561669;-0.0620265;1695.954379;1780.408034
0.0137;0.0193625;0.0595893;-0.0816984;1624.662481;1678.153628
0.01372;0.0194375;0.0578005;-0.101083;1681.430091;1730.08884
0.01374;0.0192723;0.0614696;-0.119347;1567.628551;1626.820412
0.01376;0.0193194;0.0589586;-0.139979;1638.386936;1696.105403
0.01378;0.0192731;0.0631251;-0.160116;1526.57976;1584.155906
0.0138;0.0191359;0.0599515;-0.178619;1595.948392;1668.014979
0.01382;0.0191471;0.062946;-0.193043;1520.914752;1588.663299
0.01384;0.0192883;0.063541;-0.178555;1517.783793;1573.787004
0.01386;0.0192109;0.0614299;-0.159683;1563.644089;1627.871769
0.01388;0.0192835;0.0624048;-0.140188;1545.033395;1602.440838
0.0139;0.0192364;0.0611055;-0.119427;1574.031797;1636.513898
0.01392;0.0193489;0.0604887;-0.100299;1599.381372;1653.201342
0.01394;0.0194391;0.0601902;-0.0810902;1614.806065;1661.400029
0.01396;0.0193385;0.0583656;-0.0616105;1656.669339;1713.337994
0.01398;0.0192819;0.0580671;-0.040257;1660.311949;1722.145587
0.014;0.0194901;0.057319;-0.0206967;1700.143059;1744.622202
0.01402;0.0193273;0.0555402;-0.000832354;1739.937919;1800.497658
0.01404;0.0193194;0.0529196;0.0192402;1825.353933;1889.65903
0.01406;0.0194526;0.0524163;0.0398571;1855.586907;1907.803489
0.01408;0.0194223;0.0510473;0.058537;1902.382692;1958.967467
0.0141;0.0194526;0.0488904;0.0773288;1989.408964;2045.391324
0.01412;0.0193888;0.0502494;0.0967936;1929.256867;1990.073513
0.01414;0.0193074;0.0476249;0.116242;2027.027878;2099.741942
0.01416;0.0193449;0.0485521;0.137194;1992.179535;2059.643146
0.01418;0.0195507;0.0471792;0.15629;2071.961797;2119.578119
0.0142;0.0194104;0.0444732;0.174425;2182.258079;2248.545191
0.01422;0.0194941;0.0407185;0.193651;2393.764505;2455.886145
0.01424;0.0193864;0.0446582;0.215629;2170.530832;2239.230421
0.01426;0.0196449;0.0431658;0.234004;2275.516729;2316.648828
0.01428;0.0194534;0.038088;0.254221;2553.743961;2625.498845
0.0143;0.0195874;0.0381119;0.272724;2569.722318;2623.852393
0.01432;0.019242;0.0393813;0.292813;2443.037685;2539.276255
0.01434;0.019443;0.0386531;0.311588;2515.063475;2587.114617
0.01436;0.0194351;0.0356903;0.332157;2722.742594;2801.881744
0.01438;0.0196194;0.0364683;0.35159;2689.925223;2742.107529
0.0144;0.0196872;0.0332449;0.37059;2960.935362;3007.980171
0.01442;0.0195212;0.0357918;0.391848;2727.049212;2793.936041
0.01444;0.0195515;0.037887;0.411216;2580.238604;2639.427772
0.01446;0.0194925;0.0374692;0.430167;2601.1364;2668.858689
0.01448;0.0194271;0.0364643;0.44939;2663.852042;2742.408328
0.0145;0.0195635;0.0350337;0.470985;2792.097323;2854.394483
0.01452;0.0197342;0.0341682;0.490545;2887.802108;2926.697924
0.01454;0.0195627;0.0334658;0.510569;2922.789833;2988.12519
0.01456;0.0197207;0.0310721;0.530879;3173.377403;3218.321259
0.01458;0.0195914;0.0374931;0.551658;2612.667397;2667.157424
0.0146;0.0195173;0.0351809;0.57319;2773.848878;2842.451444
0.01462;0.01938;0.0389993;0.591467;2484.659981;2564.148587
0.01464;0.0194295;0.0384859;0.611763;2524.236149;2598.354202
0.01466;0.0194383;0.0398251;0.630344;2440.458404;2510.979257
0.01468;0.0194143;0.0405135;0.651332;2396.028484;2468.313031
0.0147;0.0194008;0.0397296;0.671039;2441.605252;2517.015022
0.01472;0.019518;0.043132;0.689474;2262.589261;2318.464249
0.01474;0.0194997;0.0431042;0.7095;2261.925752;2319.95954
0.01476;0.0194095;0.0411761;0.729729;2356.889069;2428.593286
0.01478;0.0194821;0.041984;0.749773;2320.181498;2381.859756
0.0148;0.0194335;0.044304;0.767816;2193.19926;2257.132539
0.01482;0.0193489;0.0451576;0.785566;2142.374705;2214.466668
0.01484;0.0194885;0.0452113;0.772142;2155.268705;2211.836421
0.01486;0.0196297;0.0435778;0.753138;2252.259178;2294.746408
0.01488;0.0194359;0.042171;0.734021;2304.415357;2371.297811
0.0149;0.0193927;0.044491;0.712602;2179.395833;2247.645591
0.01492;0.0193809;0.0379746;0.69463;2551.824114;2633.339127
0.01494;0.0194798;0.0417969;0.674428;2330.292438;2392.521933
0.01496;0.0196409;0.0385874;0.654617;2544.988779;2591.519512
0.01498;0.0195069;0.0422705;0.634749;2307.389314;2365.716043
0.015;0.0195922;0.0429809;0.615266;2279.175169;2326.614845
0.01502;0.0193983;0.0368663;0.594991;2630.89868;2712.504374
0.01504;0.0194495;0.037706;0.576054;2579.098817;2652.097809
0.01506;0.0194335;0.0359251;0.555579;2704.724552;2783.569148
0.01508;0.019542;0.0343512;0.535235;2844.442116;2911.106453
0.0151;0.0193944;0.0360425;0.514587;2690.490393;2774.502324
0.01512;0.019447;0.03458;0.494962;2811.885483;2891.844997
0.01514;0.0193936;0.0330579;0.473801;2933.277673;3024.995538
0.01516;0.0195404;0.0323018;0.454162;3024.661164;3095.802711
0.01518;0.0194255;0.0350974;0.43316;2767.370233;2849.213902
0.0152;0.0194925;0.0344666;0.414912;2827.737578;2901.359577
0.01522;0.0196369;0.031289;0.39508;3137.987791;3196.011378
0.01524;0.0194845;0.0318123;0.373772;3062.416109;3143.43823
0.01526;0.0195109;0.0310602;0.354326;3140.820085;3219.554285
0.01528;0.0195388;0.0339254;0.335359;2879.671279;2947.643948
0.0153;0.0194415;0.0344766;0.316183;2819.521066;2900.518033
0.01532;0.0194702;0.0390113;0.296542;2495.456445;2563.359847
0.01534;0.0194662;0.0336269;0.277271;2894.438679;2973.809658
0.01536;0.0196122;0.0366375;0.257742;2676.519959;2729.443876
0.01538;0.0194702;0.038297;0.238694;2542.000679;2611.170588
0.0154;0.0194359;0.0398131;0.218926;2440.892571;2511.736087
0.01542;0.0193011;0.0432793;0.198101;2229.830427;2310.573415
0.01544;0.0193257;0.0442602;0.177771;2183.191671;2259.366203
0.01546;0.0195396;0.0436016;0.15978;2240.697589;2293.493817
0.01548;0.019329;0.0463355;0.140348;2085.765774;2158.17246
0.0155;0.0194127;0.0476249;0.119219;2038.08302;2099.741942
0.01552;0.0193992;0.0465226;0.0999467;2084.922167;2149.492935
0.01554;0.0192747;0.0487073;0.0799538;1978.625381;2053.080339
0.01556;0.019313;0.0513418;0.0617865;1880.826149;1947.730699
0.01558;0.0192803;0.0518432;0.0421137;1859.482054;1928.893278
0.0156;0.0194112;0.0515487;0.0223774;1882.802088;1939.913131
0.01562;0.019317;0.049352;0.00195283;1957.063544;2026.260334
0.01564;0.0192763;0.0568773;-0.0166791;1694.551253;1758.170659
0.01566;0.0192699;0.0585089;-0.0359514;1646.749469;1709.141686
0.01568;0.0192763;0.0553392;-0.0570804;1741.649681;1807.037326
0.0157;0.0192739;0.0592013;-0.078081;1627.827429;1689.152096
0.01572;0.0193146;0.0586462;-0.0966015;1646.705157;1705.140316
0.01574;0.0195348;0.0609563;-0.116178;1602.361036;1640.51952
0.01576;0.0193553;0.0547641;-0.137018;1767.152204;1826.013757
0.01578;0.0192644;0.0602678;-0.156562;1598.233219;1659.260832
0.0158;0.0191303;0.0632743;-0.175402;1511.695902;1580.420487
0.01582;0.0193433;0.0622516;-0.192467;1553.638782;1606.384414
0.01584;0.0192261;0.0620487;-0.183117;1549.275005;1611.637311
0.01586;0.0193832;0.0560993;-0.164533;1727.579489;1782.553436
0.01588;0.0192244;0.0596789;-0.14451;1610.653011;1675.634102
0.0159;0.0192564;0.0618676;-0.123941;1556.25885;1616.354926
0.01592;0.0193154;0.0609821;-0.103933;1583.694232;1639.825457
0.01594;0.0192731;0.0554705;-0.0853159;1737.238712;1802.760026
0.01596;0.0192005;0.0614696;-0.06518;1561.788266;1626.820412
0.01598;0.0191487;0.0580791;-0.0449148;1648.501785;1721.789766
0.016;0.0191981;0.0591197;-0.0248746;1623.663517;1691.483549
0.01602;0.0193561;0.0559182;-0.00505815;1730.751348;1788.32652
0.01604;0.0194311;0.0523844;0.0148863;1854.664748;1908.965264
0.01606;0.0194263;0.0534032;0.0346868;1818.832954;1872.546963
0.01608;0.0194702;0.0496008;0.0549835;1962.690118;2016.096515
0.0161;0.0195603;0.0531127;0.0733592;1841.395749;1882.788862
0.01612;0.0195938;0.0499609;0.092872;1960.913434;2001.565224
0.01614;0.0194048;0.0512522;0.111776;1893.069956;1951.135756
0.01616;0.0194064;0.048582;0.132745;1997.282944;2058.37553
0.01618;0.0194414;0.0441568;0.152161;2201.404993;2264.656859
0.0162;0.0193194;0.0428475;0.170152;2254.437248;2333.858451
0.01622;0.0194782;0.0401135;0.19053;2427.885874;2492.926322
0.01624;0.019325;0.0431042;0.210058;2241.660905;2319.95954
0.01626;0.0195811;0.0361201;0.230515;2710.554511;2768.541615
0.01628;0.0193633;0.0424515;0.249627;2280.637904;2355.629365
0.0163;0.0197031;0.0376861;0.269187;2614.107058;2653.498239
