t;vds;corrente;vg;RES_MED;RES_TEO
0.01632;0.0196457;0.0354814;0.28806;2768.450512;2818.37808
0.01634;0.0196441;0.0369419;0.308371;2658.783116;2706.953351
0.01636;0.0195468;0.0367389;0.328859;2660.23207;2721.910563
0.01638;0.0195452;0.040036;0.347411;2440.953142;2497.752023
0.0164;0.0196393;0.0343771;0.366331;2856.450951;2908.913201
0.01642;0.0195906;0.0358992;0.387093;2728.556625;2785.577394
0.01644;0.0194702;0.0357978;0.407086;2719.468794;2793.467755
0.01646;0.0195874;0.0313765;0.426151;3121.34878;3187.098625
0.01648;0.0196728;0.032057;0.44579;3068.409396;3119.443491
0.0165;0.0196369;0.0305627;0.466133;3212.559754;3271.962228
0.01652;0.0195803;0.0387904;0.487056;2523.858996;2577.957433
0.01654;0.0195979;0.0383248;0.506809;2556.816996;2609.2765
0.01656;0.0196034;0.0350934;0.527119;2793.032308;2849.53866
0.01658;0.0196281;0.0338398;0.548216;2900.150119;2955.100207
0.0166;0.0195875;0.0361141;0.567825;2711.890923;2769.001581
0.01662;0.0193896;0.0395445;0.588939;2451.617798;2528.796672
0.01664;0.0194303;0.040412;0.607892;2404.026032;2474.512521
0.01666;0.0193968;0.0405493;0.62596;2391.755221;2466.133817
0.01668;0.0195109;0.0357739;0.647042;2726.974135;2795.334028
0.0167;0.0193505;0.0393475;0.666682;2458.923693;2541.457526
0.01672;0.0194965;0.0438563;0.685858;2222.770731;2280.174114
0.01674;0.0194646;0.0474379;0.705357;2051.587444;2108.019116
0.01676;0.0194415;0.0443518;0.72571;2191.737427;2254.699922
0.01678;0.0195204;0.0395286;0.74547;2469.14892;2529.813856
0.0168;0.0194869;0.0446403;0.764297;2182.657823;2240.128315
0.01682;0.0195037;0.0411502;0.78265;2369.818373;2430.121846
0.01684;0.0193593;0.0428793;0.775504;2257.417915;2332.127623
0.01686;0.0193944;0.0401514;0.757972;2415.158625;2490.573181
0.01688;0.0193793;0.0395187;0.737142;2451.915169;2530.447611
0.0169;0.0195356;0.045271;0.717602;2157.628504;2208.919617
0.01692;0.0195125;0.0391386;0.697286;2492.743736;2555.022408
0.01694;0.0194726;0.0429808;0.677595;2265.267282;2326.620258
0.01696;0.0194542;0.0415184;0.659561;2342.840765;2408.570658
0.01698;0.0197151;0.0379746;0.639119;2595.827211;2633.339127
0.017;0.0196497;0.0433847;0.619286;2264.588668;2304.960044
0.01702;0.0196561;0.0384581;0.599631;2555.521464;2600.232461
0.01704;0.0196545;0.033814;0.580455;2906.266635;2957.354942
0.01706;0.0195436;0.0374652;0.559552;2608.233774;2669.143632
0.01708;0.0196258;0.0338598;0.538659;2898.097449;2953.354716
0.0171;0.0194287;0.0352247;0.518572;2757.823346;2838.91701
0.01712;0.019471;0.0332628;0.499669;2926.8432;3006.361461
0.01714;0.0195587;0.0324689;0.478795;3011.912938;3079.870276
0.01716;0.0196592;0.0354575;0.457491;2772.220264;2820.277797
0.01718;0.0195452;0.0368404;0.43782;2652.685639;2714.411353
0.0172;0.0196026;0.0320889;0.417891;3054.420688;3116.342411
0.01722;0.0195882;0.0312591;0.399322;3133.199612;3199.068431
0.01724;0.0194582;0.033625;0.378095;2893.412639;2973.977695
0.01726;0.0195045;0.0332449;0.359303;2933.457463;3007.980171
0.01728;0.0195922;0.0362296;0.339695;2703.894053;2760.174001
0.0173;0.019463;0.0380502;0.319769;2557.542405;2628.10708
0.01732;0.0195117;0.0355272;0.300304;2746.022766;2814.744759
0.01734;0.0194742;0.0359192;0.28044;2710.834317;2784.02637
0.01736;0.0194223;0.0346954;0.26176;2798.973351;2882.226462
0.01738;0.0194757;0.0410965;0.242264;2369.508352;2433.297239
0.0174;0.0195268;0.0399504;0.222624;2443.880412;2503.103849
0.01742;0.0195419;0.0412258;0.201527;2370.105613;2425.665481
0.01744;0.0195077;0.0419919;0.182508;2322.793205;2381.411653
0.01746;0.0194774;0.0458361;0.163637;2124.679019;2181.686487
0.01748;0.0194861;0.0488546;0.143565;1994.295317;2046.89016
0.0175;0.0193728;0.0451476;0.123957;2145.496106;2214.957163
0.01752;0.0194845;0.0476528;0.103997;2044.423413;2098.512574
0.01754;0.0194024;0.0495928;0.0848517;1956.171057;2016.421739
0.01756;0.0193888;0.0541016;0.0653401;1791.887855;1848.37417
0.01758;0.0194526;0.0487651;0.0462273;1994.520672;2050.646877
0.0176;0.0193944;0.0550666;0.0260911;1760.994868;1815.982828
0.01762;0.0192843;0.0571897;0.00717108;1685.994156;1748.566613
0.01764;0.019309;0.0565112;-0.0132216;1708.422401;1769.560724
0.01766;0.0192859;0.0560595;-0.0327979;1720.127721;1783.818978
0.01768;0.019396;0.0566445;-0.0532548;1712.081491;1765.396464
0.0177;0.0192763;0.0563858;-0.0732632;1709.322205;1773.496164
0.01772;0.0192819;0.0579757;-0.0926639;1662.929469;1724.860588
0.01774;0.0193688;0.059466;-0.1116;1628.560858;1681.633202
0.01776;0.0193011;0.0584094;-0.132264;1652.225498;1712.053197
0.01778;0.0193106;0.0581149;-0.152112;1661.415575;1720.729107
0.0178;0.0191901;0.0638017;-0.171704;1503.88626;1567.356356
0.01782;0.0192364;0.0648701;-0.190882;1482.686168;1541.542251
0.01784;0.0192149;0.0666132;-0.18675;1442.274204;1501.203966
0.01786;0.0192093;0.0595933;-0.168023;1611.699637;1678.040988
0.01788;0.019238;0.0619292;-0.147663;1553.225296;1614.747163
0.0179;0.0192939;0.0614298;-0.127975;1570.402313;1627.874419
0.01792;0.0193632;0.0598719;-0.107166;1617.052407;1670.232613
0.01794;0.0194143;0.0586064;-0.0897176;1656.329343;1706.298288
0.01796;0.0191016;0.0592212;-0.0703981;1612.733278;1688.584493
0.01798;0.0193058;0.0575797;-0.0489806;1676.441524;1736.723185
0.018;0.0195356;0.0546707;-0.0293886;1786.660862;1829.133338
0.01802;0.0191798;0.0561888;-0.00881974;1706.728031;1779.714107
0.01804;0.0193984;0.0529993;0.00905983;1830.061906;1886.817373
0.01806;0.0192651;0.0528062;0.0309732;1824.132394;1893.717026
0.01808;0.0192029;0.0515447;0.0496533;1862.742435;1940.063673
0.0181;0.0193497;0.0506653;0.0700938;1909.561376;1973.737449
0.01812;0.0192588;0.0498097;0.088326;1933.237903;2007.641082
0.01814;0.0194367;0.0490934;0.107838;1979.563444;2036.933682
0.01816;0.0194455;0.0468489;0.128151;2075.342217;2134.521835
0.01818;0.0193449;0.0477761;0.148111;2024.537373;2093.096758
0.0182;0.0194782;0.0431062;0.166902;2259.326965;2319.851901
0.01822;0.0194638;0.0426645;0.18576;2281.029896;2343.869025
0.01824;0.0193928;0.0415343;0.205688;2334.552406;2407.648618
0.01826;0.0194765;0.0428296;0.225889;2273.719577;2334.833853
0.01828;0.0197111;0.0400698;0.24673;2459.595506;2495.645099
0.0183;0.0193768;0.0418964;0.264801;2312.465988;2386.839919
0.01832;0.0194949;0.0370115;0.284458;2633.627386;2701.862934
0.01834;0.0194909;0.0341503;0.304018;2853.693818;2928.231963
0.01836;0.0196018;0.0377378;0.323897;2597.10423;2649.863002
0.01838;0.0195787;0.0348487;0.342624;2809.100483;2869.547501
0.0184;0.0194335;0.0338199;0.362248;2873.086556;2956.839021
0.01842;0.0194558;0.0347671;0.383491;2798.018817;2876.282462
0.01844;0.0195443;0.0377896;0.402939;2585.936342;2646.230709
0.01846;0.0194327;0.0360326;0.422372;2696.54424;2775.264621
0.01848;0.0193968;0.0360207;0.441933;2692.45184;2776.181473
0.0185;0.0195667;0.0347233;0.462212;2817.517344;2879.910608
0.01852;0.0193904;0.0357082;0.481644;2715.118656;2800.477201
0.01854;0.0195252;0.0329623;0.503238;2961.747208;3033.768881
0.01856;0.0196943;0.0359768;0.521422;2737.083343;2779.569056
0.01858;0.0195117;0.0339513;0.543399;2873.48349;2945.395316
0.0186;0.0196585;0.0358217;0.563934;2743.937334;2791.603972
0.01862;0.0196864;0.0337085;0.584505;2920.094338;2966.610795
0.01864;0.0195763;0.0378791;0.603058;2584.050307;2639.978247
0.01866;0.0194295;0.0416059;0.622521;2334.945284;2403.505272
0.01868;0.0196488;0.036725;0.643377;2675.125936;2722.940776
0.0187;0.0194151;0.0398529;0.663606;2435.845321;2509.227685
0.01872;0.0196664;0.0409194;0.681265;2403.065539;2443.8286
0.01874;0.0193601;0.0424953;0.701676;2277.910734;2353.201413
0.01876;0.0195452;0.0421829;0.721471;2316.720757;2370.628857
0.01878;0.0194414;0.0417571;0.74195;2327.915492;2394.802321
0.0188;0.0194087;0.0404061;0.760794;2401.704198;2474.873843
0.01882;0.0194702;0.0470817;0.779978;2067.703588;2123.967486
0.01884;0.0194726;0.0438125;0.779662;2222.265335;2282.453638
0.01886;0.0195116;0.0425053;0.760452;2295.196128;2352.647787
0.01888;0.0194343;0.0409791;0.741688;2371.245342;2440.268332
0.0189;0.0194702;0.0465366;0.720659;2091.923346;2148.846284
0.01892;0.0194726;0.0385496;0.701912;2525.65526;2594.060639
0.01894;0.0194725;0.0372245;0.681615;2615.548899;2686.402772
0.01896;0.0194303;0.0371986;0.662633;2611.697752;2688.273215
0.01898;0.0194071;0.0399703;0.643151;2427.69006;2501.857629
0.019;0.0194215;0.0416079;0.622363;2333.871693;2403.389741
0.01902;0.0196377;0.0411841;0.603664;2384.136111;2428.121532
0.01904;0.0195922;0.0392082;0.584534;2498.48246;2550.486888
0.01906;0.0195627;0.0348765;0.564258;2804.567545;2867.26019
0.01908;0.0197015;0.0356585;0.543366;2762.525064;2804.380442
0.0191;0.0194511;0.0339473;0.522701;2864.896472;2945.742371
0.01912;0.0196018;0.0320908;0.502966;3054.115198;3116.157902
0.01914;0.019518;0.0368623;0.481357;2647.420264;2712.798713
0.01916;0.0195013;0.0362097;0.462596;2692.828165;2761.690928
0.01918;0.0194837;0.0372961;0.44174;2612.02914;2681.245492
0.0192;0.0196305;0.0358953;0.422805;2734.410912;2785.880046
0.01922;0.0195436;0.0356446;0.403165;2741.453123;2805.474041
0.01924;0.0194965;0.0345144;0.383091;2824.40083;2897.3414
0.01926;0.0195308;0.033611;0.363674;2905.417869;2975.216447
0.01928;0.0196138;0.0349541;0.343296;2805.650839;2860.894716
0.0193;0.0194207;0.0343094;0.323562;2830.230199;2914.653127
0.01932;0.0196177;0.0342935;0.30421;2860.265065;2916.004491
0.01934;0.0194678;0.0341164;0.284266;2853.143943;2931.141621
0.01936;0.0196545;0.0365141;0.264929;2691.357585;2738.668076
0.01938;0.0195109;0.0368345;0.246762;2648.454574;2714.846136
0.0194;0.0194438;0.0406787;0.225777;2389.923965;2458.288982
0.01942;0.0195467;0.0401713;0.206585;2432.918526;2489.339404
0.01944;0.0195356;0.040611;0.185566;2405.210411;2462.387038
0.01946;0.0194909;0.0431679;0.166342;2257.568703;2316.53613
0.01948;0.0193218;0.047024;0.147567;2054.461552;2126.573665
0.0195;0.0195292;0.0466081;0.127879;2095.043565;2145.549808
0.01952;0.0194654;0.0493003;0.10755;1974.166486;2028.385223
0.01954;0.0193664;0.0467852;0.088261;2069.714354;2137.428076
0.01956;0.0194319;0.0502514;0.0699819;1933.46852;1989.994309
0.01958;0.0192971;0.0512761;0.0507257;1881.68562;1950.226324
0.0196;0.0192691;0.0514373;0.0304451;1873.066821;1944.114485
0.01962;0.0192707;0.0539364;0.0102283;1786.428089;1854.035494
0.01964;0.0192643;0.0565131;-0.00817945;1704.410128;1769.501231
0.01966;0.01925;0.0544955;-0.0295326;1766.200879;1835.0139
0.01968;0.0194741;0.0564296;-0.048901;1725.521712;1772.119597
0.0197;0.0193537;0.0568176;-0.0692295;1703.14304;1760.018023
0.01972;0.0192492;0.0549989;-0.0889343;1749.962272;1818.218183
0.01974;0.0193122;0.0610598;-0.108414;1581.416906;1637.738741
0.01976;0.0193082;0.0597664;-0.128967;1615.30559;1673.180918
0.01978;0.0191415;0.0598977;-0.148687;1597.849333;1669.513187
0.0198;0.0193322;0.0600828;-0.167751;1608.796527;1664.369836
0.01982;0.0191407;0.0636663;-0.186544;1503.204992;1570.689674
0.01984;0.0191902;0.0635549;-0.190656;1509.734104;1573.442803
0.01986;0.0192556;0.061014;-0.171096;1577.965713;1638.968106
0.01988;0.0192931;0.0635211;-0.151888;1518.637114;1574.280042
0.0199;0.0193218;0.061394;-0.132921;1573.590253;1628.823664
0.01992;0.0192412;0.0587576;-0.111472;1637.337127;1701.907498
0.01994;0.0192962;0.0558028;-0.0930469;1728.963421;1792.024773
0.01996;0.0192994;0.0576772;-0.0732792;1673.052783;1733.787354
0.01998;0.0192707;0.0560197;-0.0538311;1719.993145;1785.086318
0.02;0.0193098;0.0590023;-0.0327341;1636.359939;1694.849184
0.02002;0.0192285;0.0535305;-0.0124372;1796.032169;1868.09389
0.02004;0.0193689;0.0541055;0.00670683;1789.919694;1848.240937
0.02006;0.0192699;0.0538747;0.0264593;1788.39975;1856.158828
0.02008;0.0193114;0.053061;0.0474283;1819.735776;1884.623358
0.0201;0.0193034;0.0513537;0.0659001;1879.455619;1947.279359
0.02012;0.0194399;0.0512244;0.0848203;1897.523446;1952.194657
0.02014;0.0193649;0.0493102;0.104317;1963.579543;2027.977984
0.02016;0.0192931;0.0473384;0.123717;2037.785392;2112.449935
0.02018;0.0193712;0.0502613;0.143501;1927.049241;1989.602338
0.0202;0.0195116;0.0468927;0.162372;2080.451755;2132.528091
0.02022;0.0194454;0.0430027;0.182542;2260.951057;2325.43538
0.02024;0.0195077;0.0449646;0.201351;2169.228682;2223.971747
0.02026;0.0193002;0.0390053;0.222415;2474.048399;2563.754156
0.02028;0.0195483;0.0405255;0.242296;2411.851797;2467.58214
0.0203;0.019613;0.0415422;0.26128;2360.611619;2407.19076
0.02032;0.0195532;0.0385238;0.28068;2537.807797;2595.797922
0.02034;0.0196066;0.0394729;0.300032;2483.552007;2533.383663
0.02036;0.0195108;0.0378074;0.319881;2580.288515;2644.984844
0.02038;0.0194215;0.0376602;0.339632;2578.517905;2655.323126
0.0204;0.0195093;0.0349601;0.359335;2790.223712;2860.403717
0.02042;0.019538;0.0348089;0.378882;2806.466162;2872.828501
0.02044;0.0197023;0.0328231;0.39937;3001.28568;3046.634839
0.02046;0.0196752;0.0345423;0.418177;2847.986382;2895.001201
0.02048;0.0195835;0.0320968;0.438475;3050.693527;3115.575384
0.0205;0.0194854;0.0382412;0.457395;2547.697248;2614.980701
0.02052;0.0195523;0.0354177;0.478332;2760.244172;2823.447034
0.02054;0.0195444;0.0344288;0.499235;2838.379496;2904.545032
0.02056;0.0195547;0.0349939;0.518764;2794.015528;2857.640903
0.02058;0.0195715;0.0329643;0.53999;2968.590263;3033.584818
0.0206;0.0195858;0.0348467;0.559966;2810.280457;2869.712197
0.02062;0.0195396;0.0350974;0.58063;2783.624998;2849.213902
0.02064;0.0194518;0.0354257;0.599341;2745.436223;2822.809429
0.02066;0.0195196;0.0378134;0.619576;2581.042699;2644.565154
0.02068;0.0195619;0.0400181;0.638594;2444.13153;2498.869262
0.0207;0.0194159;0.0389078;0.659445;2495.11666;2570.17873
0.02072;0.0196161;0.0406429;0.678159;2413.225926;2460.454347
0.02074;0.0195053;0.0407324;0.698166;2394.322456;2455.04807
0.02076;0.0194192;0.040615;0.717711;2390.643851;2462.144528
0.02078;0.0194718;0.0443338;0.738285;2196.044553;2255.615354
0.0208;0.0195117;0.0460908;0.758535;2116.658856;2169.630382
0.02082;0.0194119;0.046443;0.776459;2089.862843;2153.177013
0.02084;0.0194391;0.0436374;0.783855;2227.343976;2291.612241
0.02086;0.0194861;0.0452332;0.765123;2153.959923;2210.765544
0.02088;0.0196728;0.041389;0.745918;2376.573486;2416.100896
0.0209;0.0194255;0.0433311;0.72637;2241.519371;2307.811249
0.02092;0.0195173;0.0411105;0.705113;2373.760961;2432.468591
0.02094;0.0195029;0.0399265;0.685813;2442.350319;2504.602207
0.02096;0.0194534;0.0361659;0.667002;2689.46715;2765.035572
0.02098;0.0194175;0.0391286;0.646943;2481.241343;2555.675388
0.021;0.0196712;0.0363549;0.626268;2705.439982;2750.660846
0.02102;0.0194941;0.036544;0.607042;2667.209391;2736.42732
0.02104;0.0193569;0.0378313;0.58793;2558.318112;2643.31387
0.02106;0.0195667;0.0361718;0.56813;2704.689841;2764.584566
0.02108;0.019463;0.0310999;0.548073;3129.10974;3215.444423
0.0211;0.0196058;0.0335394;0.526175;2922.801243;2981.567947
0.02112;0.0196201;0.0342458;0.507526;2864.599455;2920.06611
0.02114;0.0195372;0.0350675;0.486768;2785.656234;2851.643259
0.02116;0.0197223;0.0333464;0.466151;2957.185783;2998.824461
0.02118;0.0196018;0.0349044;0.44699;2807.926794;2864.968313
0.0212;0.0195236;0.0348467;0.425925;2801.355652;2869.712197
0.02122;0.0194534;0.0354655;0.407007;2742.580818;2819.641624
0.02124;0.0196425;0.0320948;0.387414;3060.075152;3115.769533
0.02126;0.0195228;0.03109;0.367004;3139.723384;3216.468318
0.02128;0.019605;0.0357938;0.347011;2738.602775;2793.779928
0.0213;0.0195516;0.0333444;0.328203;2931.766653;2999.004331
0.02132;0.0195132;0.0345223;0.308371;2826.173227;2896.678379
0.02134;0.0195508;0.0362813;0.287627;2694.335649;2756.240818
0.02136;0.0194957;0.0352765;0.269123;2763.270166;2834.748345
0.02138;0.0194055;0.0348606;0.250331;2783.299771;2868.567954
0.0214;0.0194279;0.0369181;0.230643;2631.216124;2708.698443
0.02142;0.0194518;0.0422327;0.210154;2302.931141;2367.833456
0.02144;0.019542;0.0376005;0.190288;2598.635656;2659.539102
0.02146;0.0194901;0.0418049;0.169751;2331.078414;2392.064088
0.02148;0.0194215;0.0447616;0.150976;2169.437643;2234.057764
0.0215;0.0193233;0.0454123;0.132248;2127.540336;2202.046582
0.02152;0.0193888;0.0478378;0.111648;2026.514597;2090.397134
0.02154;0.0193593;0.0483074;0.0931269;2003.761328;2070.07622
0.02156;0.0193082;0.0476588;0.0733112;2025.669971;2098.248382
0.02158;0.019455;0.050528;0.053495;1925.170203;1979.100697
0.0216;0.0193361;0.0511985;0.0340626;1888.346338;1953.182222
0.02162;0.0193569;0.053238;0.01431;1817.958977;1878.357564
0.02164;0.0192388;0.0582721;-0.00547431;1650.77284;1716.087115
0.02166;0.0193529;0.0555819;-0.0251467;1740.935448;1799.146845
0.02168;0.0192548;0.0584691;-0.0457476;1646.579133;1710.305101
0.0217;0.0192324;0.0587914;-0.0661082;1635.647391;1700.929047
0.02172;0.0193027;0.0619074;-0.086501;1558.997793;1615.315778
0.02174;0.0193066;0.0541036;-0.104349;1784.225079;1848.305843
0.02176;0.0193322;0.0611891;-0.124117;1579.709458;1634.278
0.02178;0.0194566;0.0633122;-0.145198;1536.560094;1579.474414
0.0218;0.0192947;0.0621859;-0.16519;1551.372578;1608.081575
0.02182;0.0190665;0.063533;-0.183647;1500.519415;1573.985173
0.02184;0.0190977;0.0642433;-0.193266;1486.357332;1556.582554
0.02186;0.0192827;0.0635848;-0.17609;1516.29792;1572.70291
0.02188;0.0193313;0.0601285;-0.156082;1607.49894;1663.10485
0.0219;0.0193019;0.059844;-0.136987;1612.684647;1671.011296
0.02192;0.0192915;0.0608349;-0.115362;1585.561906;1643.793283
0.02194;0.0192085;0.0599077;-0.0960243;1603.17455;1669.234506
0.02196;0.0193761;0.0583398;-0.0787533;1660.624479;1714.095695
0.02198;0.0194774;0.0568435;-0.0571286;1713.247777;1759.216093
0.022;0.0192986;0.0557252;-0.0373599;1731.586428;1794.520253
0.02202;0.0193417;0.0564117;-0.0166151;1714.334083;1772.681908
0.02204;0.0193529;0.0545134;0.00275317;1775.058976;1834.411356
0.02206;0.0194486;0.0556237;0.02353;1748.229622;1797.794825
0.02208;0.0194829;0.0523605;0.0423862;1860.457788;1909.836613
0.0221;0.0194774;0.0514174;0.0623946;1894.04754;1944.866913
0.02212;0.0193106;0.0511289;0.0807221;1888.423181;1955.841021
0.02214;0.0193617;0.051891;0.100123;1865.612534;1927.116456
0.02216;0.0194646;0.0493341;0.119395;1972.732856;2026.995526
0.02218;0.0194247;0.0470797;0.140572;2062.959195;2124.057715
0.0222;0.019455;0.0475493;0.159139;2045.771441;2103.080382
0.02222;0.0194822;0.0402728;0.177899;2418.778928;2483.065493
0.02224;0.0195795;0.043341;0.198341;2258.773448;2307.284096
0.02226;0.01953;0.0416258;0.218718;2345.90086;2402.356231
0.02228;0.0195052;0.0419561;0.238246;2324.477251;2383.443647
0.0223;0.0195802;0.0374214;0.256862;2616.17684;2672.26774
0.02232;0.0197159;0.0385536;0.277686;2556.946692;2593.791501
0.02234;0.0194111;0.0356724;0.29651;2720.74489;2803.287696
0.02236;0.0194558;0.0366574;0.317063;2653.734307;2727.962158
0.02238;0.019534;0.0336986;0.335439;2898.33999;2967.482329
0.0224;0.0195707;0.0356227;0.355846;2746.942259;2807.198781
0.02242;0.0195308;0.034779;0.374769;2807.843814;2875.298312
0.02244;0.0196178;0.0356068;0.395977;2754.782794;2808.452318
0.02246;0.0195635;0.0356943;0.415568;2740.423541;2801.567757
0.02248;0.0193864;0.0340965;0.433639;2842.872436;2932.852346
0.0225;0.0195093;0.0358435;0.453425;2721.455773;2789.90612
0.02252;0.0195125;0.0362475;0.474267;2691.564936;2758.810952
0.02254;0.0195675;0.0359052;0.494818;2724.883861;2785.111906
0.02256;0.0194359;0.0354456;0.514698;2741.651996;2821.224637
0.02258;0.0195013;0.0368344;0.535699;2647.158634;2714.853507
0.0226;0.0195252;0.0383288;0.555756;2547.066436;2609.004195
0.02262;0.0196337;0.0376821;0.576166;2605.175932;2653.779911
0.02264;0.0194526;0.0400599;0.595515;2427.939161;2496.261848
0.02266;0.0195475;0.0367131;0.615477;2662.196873;2723.823376
0.02268;0.0195005;0.0372165;0.634622;2619.872906;2686.980237
0.0227;0.0195148;0.0433052;0.655078;2253.17052;2309.191506
0.02272;0.019459;0.041586;0.674527;2339.609484;2404.655413
0.02274;0.0194247;0.0392261;0.694049;2475.99175;2549.323027
0.02276;0.0194861;0.0411423;0.713293;2368.134499;2430.58847
0.02278;0.0194646;0.0414706;0.733656;2346.795079;2411.346834
0.0228;0.0193282;0.0444791;0.75315;2172.728315;2248.246929
0.02282;0.0194941;0.0422048;0.772715;2309.4648;2369.398741
0.02284;0.0192197;0.0461784;0.784479;2081.02706;2165.514613
0.02286;0.0194367;0.0449666;0.768199;2161.237452;2223.87283
0.02288;0.0196601;0.0438324;0.750625;2242.64471;2281.417399
0.0229;0.0193321;0.0451914;0.729043;2138.913599;2212.810402
0.02292;0.0194183;0.0389595;0.70932;2492.113605;2566.768054
0.02294;0.0194223;0.0408379;0.689079;2377.974871;2448.705737
0.02296;0.0193928;0.0460789;0.6711;2104.303705;2170.190695
0.02298;0.0195396;0.0365061;0.651637;2676.210277;2739.268232
0.023;0.0194614;0.0377477;0.630892;2577.825934;2649.168029
0.02302;0.0195388;0.0381019;0.611507;2564.019117;2624.541033
0.02304;0.0194462;0.0389814;0.591534;2494.29215;2565.326027
0.02306;0.0194789;0.0356227;0.572083;2734.057216;2807.198781
0.02308;0.0195109;0.0350138;0.551482;2786.17288;2856.016771
0.0231;0.0193737;0.0378055;0.530818;2562.285911;2645.117774
0.02312;0.0194973;0.0369021;0.510937;2641.760225;2709.87288
0.02314;0.019459;0.0351073;0.491264;2771.360942;2848.410445
0.02316;0.0195491;0.0297191;0.471321;3288.979141;3364.839447
0.02318;0.0195212;0.0342199;0.449055;2852.316927;2922.276219
0.0232;0.0194694;0.0335872;0.429349;2898.336271;2977.324695
0.02322;0.0195452;0.0310164;0.411343;3150.784746;3224.100798
0.02324;0.0194678;0.0347014;0.391624;2805.04533;2881.728115
0.02326;0.0195955;0.0301926;0.370908;3245.083232;3312.069845
0.02328;0.0195436;0.0327375;0.351109;2984.894998;3054.600993
0.0233;0.0195882;0.0351611;0.331965;2785.493059;2844.052092
0.02332;0.0195396;0.0345263;0.312164;2829.668977;2896.342788
0.02334;0.0193824;0.0369916;0.293469;2619.838017;2703.316429
0.02336;0.0195763;0.0368583;0.272901;2655.616238;2713.093116
0.02338;0.0194534;0.0379149;0.254733;2565.403047;2637.485527
0.0234;0.0194582;0.0377915;0.234053;2574.414882;2646.097667
0.02342;0.0193122;0.0421054;0.215277;2293.316297;2374.992281
0.02344;0.0195116;0.041775;0.195075;2335.320168;2393.776182
0.02346;0.0193249;0.045657;0.174537;2116.312942;2190.24465
0.02348;0.019475;0.0415124;0.156114;2345.684663;2408.918781
0.0235;0.0194431;0.0439797;0.136554;2210.463009;2273.77631
0.02352;0.0193713;0.048385;0.115874;2001.787744;2066.756226
0.02354;0.0193465;0.0445667;0.0967448;2170.510718;2243.827791
0.02356;0.0194279;0.0506752;0.0770887;1916.904127;1973.351857
0.02358;0.019301;0.0494754;0.0582171;1950.565331;2021.206499
0.0236;0.0193297;0.0513199;0.0387204;1883.255813;1948.561864
0.02362;0.0192747;0.0545234;0.0186479;1767.562184;1834.074911
0.02364;0.0192221;0.0563162;-0.000992422;1706.622606;1775.68799
0.02366;0.0192619;0.0565709;-0.0209049;1702.456563;1767.693284
0.02368;0.0193026;0.0540757;-0.0405134;1784.775787;1849.259464
0.0237;0.0192803;0.0558188;-0.0615463;1727.043577;1791.511104
0.02372;0.019104;0.0578861;-0.0810902;1650.13708;1727.530443
0.02374;0.0192716;0.0570424;-0.100411;1689.234675;1753.081918
0.02376;0.0192875;0.0609423;-0.120003;1582.439455;1640.896389
0.02378;0.0192476;0.0589526;-0.141612;1632.464047;1696.278027
0.0238;0.0193896;0.0597465;-0.160116;1622.65572;1673.738211
0.02382;0.0192596;0.0630714;-0.178635;1526.809299;1585.504682
0.02384;0.0191854;0.0669832;-0.193043;1432.105364;1492.911655
0.02386;0.0193792;0.0624347;-0.178043;1551.957485;1601.673428
0.02388;0.0192708;0.0638633;-0.159443;1508.753854;1565.844546
0.0239;0.0192771;0.059458;-0.141132;1621.068654;1681.859464
0.02392;0.0193074;0.0618337;-0.120116;1561.236025;1617.241084
0.02394;0.0192979;0.0601644;-0.100875;1603.76402;1662.112478
0.02396;0.019218;0.060427;-0.0816504;1590.183196;1654.889371
0.02398;0.0191535;0.0563162;-0.0611623;1700.531996;1775.68799
0.024;0.0190681;0.0563002;-0.040433;1693.430929;1776.192625
0.02402;0.0191973;0.0567281;-0.0208568;1692.045036;1762.794805
0.02404;0.0193146;0.0551144;-0.00142461;1752.228093;1814.40785
0.02406;0.0192771;0.0570404;0.0181037;1689.776018;1753.143386
0.02408;0.0194056;0.0528261;0.0383044;1836.743579;1893.003648
0.0241;0.0194239;0.0501599;0.0576406;1936.198039;1993.624389
0.02412;0.0194047;0.0517715;0.0776649;1874.071642;1931.564664
0.02414;0.0194526;0.0467096;0.0962654;2082.291435;2140.887526
0.02416;0.0193632;0.0468609;0.114993;2066.029462;2133.975233
0.02418;0.0195778;0.0433927;0.135754;2255.886359;2304.535095
0.0242;0.0194869;0.0466838;0.155682;2087.115873;2142.070697
0.02422;0.0194702;0.0453267;0.174153;2147.762798;2206.205173
0.02424;0.0195061;0.0455536;0.193987;2141.005321;2195.216185
0.02426;0.0194056;0.0425152;0.215869;2282.195544;2352.099955
0.02428;0.0194422;0.0420059;0.234324;2314.222526;2380.617961
0.0243;0.0195875;0.0375587;0.254157;2607.584927;2662.498968
0.02432;0.0195986;0.0384064;0.273012;2551.475796;2603.732711
0.02434;0.0196329;0.0339791;0.293117;2888.967042;2942.985541
0.02436;0.0195021;0.0395664;0.311828;2464.477435;2527.396983
0.02438;0.0194662;0.0382213;0.331212;2546.512023;2616.342197
0.0244;0.0194463;0.0375567;0.351574;2588.925545;2662.640754
0.02442;0.0194454;0.0323575;0.370734;3004.774782;3090.473615
0.02444;0.0195077;0.0356445;0.392025;2736.424974;2805.481912
0.02446;0.0197199;0.0291699;0.4112;3380.179569;3428.191389
