t;vds;corrente;vg;RES_MED
0.01976;0.0191758;0.0568653;-0.127206;1686.072174
0.01978;0.0193529;0.0645657;-0.148063;1498.698225
0.0198;0.0191431;0.0616288;-0.168503;1553.096929
0.01982;0.0192994;0.0625222;-0.185904;1543.403783
0.01984;0.019199;0.0622556;-0.191216;1541.94964
0.01986;0.0192205;0.0611234;-0.174233;1572.270194
0.01988;0.0193313;0.06179;-0.154161;1564.274154
0.0199;0.0192476;0.0597087;-0.135498;1611.791916
0.01992;0.0192165;0.0609941;-0.113729;1575.275314
0.01994;0.0192452;0.0594441;-0.0951437;1618.76452
0.01996;0.0192612;0.0564893;-0.0749759;1704.85384
0.01998;0.0193321;0.0576971;-0.0551918;1675.309504
0.02;0.0193313;0.0574782;-0.0339986;1681.620162
0.02002;0.0193968;0.0544956;-0.0148703;1779.666615
0.02004;0.0195093;0.0531863;0.00561838;1834.05313
0.02006;0.0193617;0.0523685;0.0254669;1848.601736
0.02008;0.0194175;0.048974;0.0454595;1982.429452
0.0201;0.0196002;0.0508424;0.0645395;1927.544726
0.02012;0.0193433;0.0474439;0.0832513;2038.54447
0.02014;0.0192787;0.0477781;0.103452;2017.524766
0.02016;0.0192883;0.0463634;0.121812;2080.121389
0.02018;0.0194167;0.044497;0.142717;2181.798773
0.0202;0.0196465;0.0425889;0.161668;2306.528227
0.02022;0.0194167;0.0420516;0.180685;2308.675532
0.02024;0.0195643;0.0380761;0.200102;2569.105029
0.02026;0.0196824;0.0387585;0.221055;2539.107551
0.02028;0.0195452;0.0417293;0.240471;2341.90365
0.0203;0.0195124;0.0390769;0.259663;2496.666829
0.02032;0.0194598;0.0379626;0.279399;2563.022554
0.02034;0.0196688;0.0395982;0.299152;2483.547232
0.02036;0.0195763;0.0399106;0.319192;2452.51888
0.02038;0.0194718;0.0374314;0.337712;2600.998093
0.0204;0.0193585;0.037509;0.358055;2580.51401
0.02042;0.0195396;0.0361241;0.37701;2704.510285
0.02044;0.0195404;0.0332091;0.398026;2942.024927
0.02046;0.0195061;0.0328191;0.417232;2971.760347
0.02048;0.0193202;0.035555;0.43665;2716.945577
0.0205;0.019376;0.035555;0.455698;2724.792575
0.02052;0.0195611;0.0337344;0.477195;2899.280853
0.02054;0.019475;0.0373398;0.497778;2607.807219
0.02056;0.0195563;0.0336468;0.517115;2906.115886
0.02058;0.0195061;0.0389416;0.536596;2504.532428
0.0206;0.0194782;0.0392719;0.558429;2479.915665
0.02062;0.0193824;0.0380701;0.578198;2545.619791
0.02064;0.0195124;0.0371827;0.598236;2623.854642
0.02066;0.0195627;0.0393097;0.616951;2488.278974
0.02068;0.0195316;0.0402111;0.637169;2428.63289
0.0207;0.0196561;0.0388202;0.656901;2531.684535
0.02072;0.0194981;0.0441866;0.677215;2206.33631
0.02074;0.0194582;0.0382134;0.695746;2545.99172
0.02076;0.0193904;0.039638;0.71579;2445.935718
0.02078;0.0194423;0.0441966;0.735707;2199.524398
0.0208;0.0193441;0.0455456;0.755827;2123.59701
0.02082;0.019404;0.0439697;0.773755;2206.51949
0.02084;0.0195268;0.0429012;0.782446;2275.787157
0.02086;0.0194662;0.0423421;0.765218;2298.681454
0.02088;0.0195396;0.0460689;0.746285;2120.693136
0.0209;0.0193138;0.0436315;0.726546;2213.286273
0.02092;0.0194335;0.0450562;0.706104;2156.584443
0.02094;0.0194694;0.0417432;0.686662;2332.044501
0.02096;0.0194;0.0425212;0.667625;2281.215017
0.02098;0.0195348;0.0407921;0.647167;2394.434216
0.021;0.0195101;0.041582;0.627052;2345.979029
0.02102;0.0195843;0.0418308;0.608451;2340.894747
0.02104;0.0195229;0.0371548;0.58825;2627.237934
0.02106;0.01953;0.0358097;0.568146;2726.914774
0.02108;0.0194143;0.0372941;0.548393;2602.864796
0.0211;0.0195532;0.0340886;0.526607;2867.996926
0.02112;0.0195124;0.035364;0.506983;2758.794254
0.02114;0.0195196;0.0316809;0.487024;3080.657431
0.02116;0.0195188;0.0310999;0.467271;3138.08083
0.02118;0.0194941;0.0351392;0.446717;2773.839473
0.0212;0.0195883;0.0321585;0.426661;3045.586703
0.02122;0.0194447;0.035945;0.407358;2704.785088
0.02124;0.0196289;0.033227;0.388567;2953.757486
0.02126;0.0195563;0.0341324;0.367244;2864.770716
0.02128;0.0194056;0.0371389;0.348532;2612.570647
0.0213;0.0194335;0.0351471;0.328298;2764.595088
0.02132;0.0195611;0.0362753;0.308915;2696.200996
0.02134;0.0194311;0.0363052;0.289004;2676.076705
0.02136;0.019546;0.0329723;0.270115;2964.003118
0.02138;0.0195771;0.0372443;0.251308;2628.200825
0.0214;0.0194047;0.0369737;0.230851;2624.122011
0.02142;0.0193569;0.0368623;0.210859;2625.56867
0.02144;0.0195101;0.0439478;0.19104;2219.690178
0.02146;0.019522;0.0437151;0.171704;2232.866904
0.02148;0.0193138;0.0453049;0.152177;2131.535441
0.0215;0.0192244;0.039839;0.133865;2412.761364
0.02152;0.0195188;0.0412736;0.111728;2364.562335
0.02154;0.0193282;0.0466221;0.093287;2072.858151
0.02156;0.0192396;0.0504782;0.0734232;1905.733564
0.02158;0.0193241;0.0482298;0.0547756;2003.336112
0.0216;0.0193792;0.0525237;0.0349269;1844.805297
0.02162;0.019313;0.0531664;0.0152705;1816.278702
0.02164;0.0192994;0.0533892;-0.00493008;1807.425472
0.02166;0.019171;0.0542966;-0.0248586;1765.395992
0.02168;0.0193608;0.056342;-0.0444671;1718.14987
0.0217;0.0193146;0.0569569;-0.0641874;1695.545228
0.02172;0.0193106;0.0560416;-0.0851882;1722.88086
0.02174;0.0193186;0.055188;-0.103805;1750.253678
0.02176;0.019179;0.0624327;-0.122805;1535.973937
0.02178;0.0192189;0.0606558;-0.144494;1584.259049
0.0218;0.0193282;0.0632624;-0.163637;1527.621462
0.02182;0.0191415;0.0612488;-0.182462;1562.602043
0.02184;0.0193138;0.0626714;-0.193731;1540.878295
0.02186;0.0192324;0.0636584;-0.177594;1510.594046
0.02188;0.0192053;0.0595635;-0.158755;1612.170205
0.0219;0.0192859;0.0623591;-0.138411;1546.35811
0.02192;0.0193481;0.0630336;-0.118067;1534.744961
0.02194;0.0192699;0.0601086;-0.0975133;1602.923708
0.02196;0.0193513;0.0567718;-0.0795376;1704.305659
0.02198;0.0192612;0.058101;-0.0588253;1657.561832
0.022;0.0192612;0.0567758;-0.0387684;1696.250867
0.02202;0.0192356;0.0555482;-0.0184878;1731.433242
0.02204;0.0193273;0.0535067;0.000320136;1806.06354
0.02206;0.0194095;0.0548079;0.0209049;1770.684518
0.02208;0.0193473;0.0527446;0.0408335;1834.05505
0.0221;0.0194415;0.0513079;0.0606979;1894.591281
0.02212;0.0193593;0.0515248;0.0798417;1878.639024
0.02214;0.0195356;0.0474518;0.100075;2058.46775
0.02216;0.0193784;0.0487173;0.118355;1988.862273
0.02218;0.0194039;0.0443697;0.138923;2186.616092
0.0222;0.0194383;0.0420775;0.158467;2309.821163
0.02222;0.0192723;0.0420675;0.176666;2290.640043
0.02224;0.0192277;0.0399962;0.197781;2403.690851
0.02226;0.0196744;0.0402031;0.217165;2446.875987
0.02228;0.0194542;0.041383;0.237158;2350.506247
0.0223;0.019396;0.0382193;0.256222;2537.46144
0.02232;0.0194199;0.0368205;0.275285;2637.10433
0.02234;0.0196816;0.0367708;0.295037;2676.253984
0.02236;0.0195859;0.0361818;0.314469;2706.595581
0.02238;0.019534;0.0358635;0.334159;2723.381711
0.0224;0.0195531;0.036737;0.35319;2661.227101
0.02242;0.0194742;0.0368106;0.373248;2645.189157
0.02244;0.0195156;0.0356585;0.393737;2736.458348
0.02246;0.0195085;0.0347571;0.414064;2806.405022
0.02248;0.0195883;0.0340886;0.432263;2873.145274
0.0225;0.0196489;0.0385954;0.452288;2545.49765
0.02252;0.0196393;0.0341463;0.473322;2875.758135
0.02254;0.0196233;0.03653;0.493122;2685.915686
0.02256;0.0195005;0.0380761;0.512344;2560.72707
0.02258;0.0195643;0.0340428;0.533505;2873.48573
0.0226;0.0193769;0.0366733;0.553707;2641.826615
0.02262;0.0195348;0.0353421;0.57479;2763.672787
0.02264;0.0194199;0.0388799;0.593547;2497.421547
0.02266;0.0196289;0.0351193;0.61346;2794.602968
0.02268;0.0194917;0.035161;0.632443;2771.778391
0.0227;0.0193625;0.0416059;0.652982;2326.893542
0.02272;0.019502;0.0398688;0.673055;2445.772133
0.02274;0.0195811;0.0401772;0.691921;2436.842289
0.02276;0.019408;0.0417133;0.711645;2326.356342
0.02278;0.0194455;0.0438265;0.732213;2218.463715
0.0228;0.0193035;0.0455397;0.751453;2119.414489
0.02282;0.0193713;0.0427142;0.769177;2267.548029
0.02284;0.0194135;0.0482716;0.784062;2010.861459
0.02286;0.0194814;0.0444612;0.768728;2190.831557
0.02288;0.0193983;0.0457008;0.751169;2122.315145
0.0229;0.019447;0.0430564;0.730387;2258.316998
0.02292;0.0196904;0.0420516;0.71004;2341.218883
0.02294;0.0194199;0.0446124;0.690374;2176.513705
0.02296;0.0193497;0.0399186;0.671452;2423.644617
0.02298;0.0194805;0.0382233;0.651829;2548.249366
0.023;0.0195021;0.035939;0.631244;2713.222405
0.02302;0.0195156;0.0354854;0.612835;2749.806963
0.02304;0.019589;0.0381457;0.592447;2567.65507
0.02306;0.019447;0.0329862;0.573011;2947.747846
0.02308;0.0195508;0.0355311;0.552378;2751.223576
0.0231;0.0194758;0.0344308;0.532163;2828.252611
0.02312;0.019526;0.0350715;0.511353;2783.741785
0.02314;0.0196066;0.0343274;0.491536;2855.823628
0.02316;0.0195835;0.0358535;0.471481;2731.044389
0.02318;0.0194128;0.034773;0.450897;2791.361114
0.0232;0.0195858;0.0334538;0.43055;2927.290771
0.02322;0.0196225;0.032055;0.411983;3060.754952
0.02324;0.0194909;0.0383407;0.392072;2541.802836
0.02326;0.0196217;0.0346059;0.371708;2835.022352
0.02328;0.0194239;0.0317984;0.351974;3054.225999
0.0233;0.019605;0.0346039;0.332718;2832.773185
0.02332;0.0195707;0.0370971;0.312084;2637.766834
0.02334;0.0195547;0.0387426;0.293421;2523.669036
0.02336;0.0194542;0.0353242;0.273622;2753.664627
0.02338;0.0194271;0.0366494;0.255053;2650.398097
0.0234;0.0195276;0.0387824;0.235237;2517.585296
0.02342;0.0194694;0.0421929;0.215245;2307.189124
0.02344;0.019538;0.0390152;0.194963;2503.895917
0.02346;0.0194247;0.0400101;0.175001;2427.474563
0.02348;0.0194335;0.04391;0.156642;2212.878615
0.0235;0.0194957;0.0410527;0.137387;2374.472325
0.02352;0.0194319;0.049545;0.116306;1961.035422
0.02354;0.019463;0.04624;0.096921;2104.563149
0.02356;0.0193361;0.0510493;0.0783692;1893.865342
0.02358;0.0194295;0.0500166;0.0588893;1942.305155
0.0236;0.0192748;0.0511508;0.0391686;1884.115204
0.02362;0.0193992;0.0525954;0.0186799;1844.191697
0.02364;0.0194686;0.0511428;-8.00E-05;1903.356875
0.02366;0.0193306;0.0547622;-0.0199285;1764.958311
0.02368;0.0192476;0.0525157;-0.0402413;1832.55674
0.0237;0.0191934;0.058875;-0.0614022;1630.012739
0.02372;0.0193505;0.0636564;-0.0813303;1519.917872
0.02374;0.0194502;0.058684;-0.0997389;1657.197873
0.02376;0.0192875;0.0585945;-0.119107;1645.8456
0.02378;0.0191726;0.0612189;-0.140684;1565.9053
0.0238;0.0191758;0.0618914;-0.159171;1549.148993
0.02382;0.0192468;0.0618079;-0.178315;1556.985434
0.02384;0.0191511;0.0617283;-0.194308;1551.241489
0.02386;0.0191247;0.0638912;-0.180444;1496.661512
0.02388;0.0193114;0.0596331;-0.162501;1619.184647
0.0239;0.0192101;0.0615293;-0.142525;1561.053027
0.02392;0.0191255;0.0605464;-0.121012;1579.40852
0.02394;0.0192085;0.0595038;-0.10262;1614.056581
0.02396;0.0193417;0.0556815;-0.083187;1736.815639
0.02398;0.0193241;0.0577408;-0.0636594;1673.348828
0.024;0.0191902;0.055948;-0.0421937;1715.003217
0.02402;0.0193074;0.0526371;-0.0229537;1834.010612
0.02404;0.0192883;0.0542349;-0.00256109;1778.218453
0.02406;0.0192013;0.0549771;0.0166791;1746.299823
0.02408;0.0193154;0.0528699;0.0369758;1826.691558
0.0241;0.0193689;0.0506971;0.0556878;1910.257194
0.02412;0.0191455;0.0504763;0.0751839;1896.484093
0.02414;0.0193305;0.0490157;0.0955291;1971.868197
0.02416;0.0192723;0.0476468;0.11296;2022.412838
0.02418;0.0193784;0.0466261;0.134105;2078.063574
0.0242;0.0193936;0.0471076;0.153681;2058.436431
0.02422;0.019475;0.0433848;0.173337;2244.449669
0.02424;0.0194056;0.0407025;0.192387;2383.833917
0.02426;0.0193385;0.0370414;0.212843;2610.389996
0.02428;0.0193234;0.0388739;0.23234;2485.395085
0.0243;0.0195092;0.0368126;0.25246;2649.799254
0.02432;0.0194606;0.0376901;0.27066;2581.659375
0.02434;0.0192715;0.0428794;0.290428;2247.174634
0.02436;0.019585;0.0385715;0.310259;2538.791595
0.02438;0.019459;0.0373777;0.329547;2603.022658
0.0244;0.0193959;0.0360823;0.349925;2687.730549
0.02442;0.0195643;0.0340786;0.368829;2870.467097
0.02444;0.0195603;0.0354715;0.390119;2757.185346
0.02446;0.0195707;0.0349462;0.40912;2800.118468
0.02448;0.0194463;0.0339413;0.428583;2864.695813
0.0245;0.0195468;0.0325386;0.44827;3003.632609
0.02452;0.019451;0.0364643;0.469976;2667.12922
0.02454;0.0195396;0.0327375;0.489313;2984.284078
0.02456;0.0194494;0.037708;0.509225;2578.948764
0.02458;0.0195707;0.032833;0.528783;2980.339902
0.0246;0.0195683;0.0353302;0.550041;2769.34464
0.02462;0.0195524;0.039825;0.569972;2454.789705
0.02464;0.0194758;0.0391923;0.589883;2484.646219
0.02466;0.0193928;0.0353939;0.609876;2739.568118
0.02468;0.019337;0.0422168;0.629303;2290.202005
0.0247;0.019455;0.0411323;0.648851;2364.929751
0.02472;0.0193888;0.0430922;0.669439;2249.687879
0.02474;0.0194151;0.0405235;0.687682;2395.535924
0.02476;0.0194239;0.0427321;0.707613;2272.752802
0.02478;0.0195954;0.0422824;0.728063;2317.205267
0.0248;0.0194606;0.0423918;0.747886;2295.325983
0.02482;0.0195619;0.042746;0.766536;2288.155617
0.02484;0.0193585;0.0466042;0.78318;2076.905086
0.02486;0.0194598;0.0418706;0.772334;2323.802382
0.02488;0.0194391;0.0447378;0.753554;2172.558776
0.0249;0.0194319;0.044507;0.734358;2183.016155
0.02492;0.0194175;0.0416596;0.71305;2330.495252
0.02494;0.0193338;0.0404777;0.693926;2388.203875
0.02496;0.0193449;0.0393734;0.674364;2456.595062
0.02498;0.0194215;0.0386073;0.655529;2515.262658
0.025;0.0195651;0.0348228;0.634941;2809.237052
0.02502;0.0195204;0.0366554;0.616034;2662.6909
0.02504;0.0192133;0.0413333;0.595871;2324.19139
0.02506;0.0194702;0.0350835;0.577126;2774.837174
0.02508;0.0193553;0.0347034;0.556988;2788.674885
0.0251;0.0192939;0.0362117;0.535155;2664.042285
0.02512;0.0194359;0.0325206;0.51494;2988.244374
0.02514;0.0194854;0.0341204;0.495314;2855.388565
0.02516;0.0195372;0.0341801;0.475337;2857.978765
0.02518;0.019463;0.0313049;0.454179;3108.618779
0.0252;0.0194742;0.034982;0.434169;2783.460065
0.02522;0.0194686;0.033026;0.415392;2947.465633
0.02524;0.019471;0.0336369;0.396104;2894.291686
0.02526;0.0194614;0.0326619;0.374637;2979.220437
0.02528;0.0195851;0.0327415;0.356358;2990.867859
0.0253;0.0195771;0.0341662;0.336303;2864.980595
0.02532;0.019451;0.0338896;0.316679;2869.759454
0.02534;0.0193912;0.0354476;0.296798;2735.192227
0.02536;0.0193696;0.0360883;0.277895;2683.63985
0.02538;0.0195938;0.0335076;0.257646;2923.784455
0.0254;0.0195587;0.0399942;0.239223;2445.192053
0.02542;0.0194742;0.0405613;0.218638;2400.588739
0.02544;0.0193035;0.0390172;0.198677;2473.71672
0.02546;0.0194359;0.0399783;0.178347;2430.806212
0.02548;0.019439;0.0428913;0.160212;2266.07727
0.0255;0.0194247;0.0424516;0.141084;2287.864297
0.02552;0.0194511;0.041787;0.119859;2327.410439
0.02554;0.0194797;0.0458759;0.101532;2123.086414
0.02556;0.0194151;0.049945;0.0811863;1943.648013
0.02558;0.0192652;0.0522969;0.0627309;1841.906499
0.0256;0.0192875;0.0512045;0.0431381;1883.37939
0.02562;0.0193569;0.0501061;0.0232578;1931.591164
0.02564;0.0192827;0.0547264;0.00352149;1761.736566
0.02566;0.0192635;0.0546408;-0.0158787;1762.739565
0.02568;0.0192715;0.0550527;-0.0354871;1750.277461
0.0257;0.0192556;0.0558287;-0.056216;1724.525199
0.02572;0.0192316;0.0549074;-0.0772487;1751.275784
0.02574;0.0194199;0.060035;-0.0962974;1617.381527
0.02576;0.0192085;0.0592312;-0.115601;1621.484961
0.02578;0.0193313;0.0581806;-0.136378;1661.318378
0.0258;0.0191367;0.0632346;-0.155538;1513.151028
0.02582;0.0192013;0.0583;-0.175418;1646.766724
0.02584;0.0193202;0.0667067;-0.192291;1448.145389
0.02586;0.0192245;0.0627113;-0.184157;1532.777984
0.02588;0.0192412;0.0665614;-0.165718;1445.372243
0.0259;0.0193035;0.0581925;-0.146446;1658.590024
0.02592;0.0190705;0.0559978;-0.12615;1702.79011
0.02594;0.0192093;0.0544716;-0.105709;1763.239927
0.02596;0.0193066;0.0574424;-0.0876528;1680.518223
0.02598;0.0191375;0.060035;-0.0673249;1593.861914
0.026;0.0193329;0.0551363;-0.0464674;1753.191636
0.02602;0.0192252;0.0565111;-0.0269395;1701.010952
0.02604;0.019242;0.0539345;-0.00643476;1783.830387
0.02606;0.0193178;0.0542966;0.0122612;1778.914333
0.02608;0.0194351;0.0496923;0.0326219;1955.54442
0.0261;0.0194008;0.0486735;0.0519423;1992.953044
0.02612;0.0193832;0.0485223;0.0718706;1997.349672
0.02614;0.0194351;0.0490675;0.0902308;1980.445305
0.02616;0.0194407;0.0479552;0.109727;2026.96475
0.02618;0.0192851;0.0434822;0.130472;2217.585587
0.0262;0.0193186;0.048968;0.15064;1972.573926
0.02622;0.0193848;0.0457387;0.168759;2119.080778
0.02624;0.0194518;0.0388302;0.187729;2504.725703
0.02626;0.0193242;0.0369857;0.208217;2612.388031
0.02628;0.0194183;0.0432335;0.228898;2245.746932
0.0263;0.0193944;0.0410806;0.248266;2360.530275
0.02632;0.0194335;0.037501;0.267794;2591.064238
0.02634;0.0195236;0.0372264;0.286443;2622.278813
0.02636;0.0194766;0.0370135;0.306051;2631.013009
0.02638;0.019451;0.0361182;0.325929;2692.686789
0.0264;0.0195196;0.0335274;0.345842;2910.992203
0.02642;0.0195213;0.0367767;0.365466;2654.030949
0.02644;0.0195572;0.0358416;0.384787;2728.28222
0.02646;0.0195651;0.0335175;0.405757;2918.639517
0.02648;0.0196497;0.0323475;0.424166;3037.282634
0.0265;0.0193912;0.037103;0.44435;2613.157966
0.02652;0.0193801;0.0345443;0.4645;2805.108223
0.02654;0.01953;0.0366613;0.484766;2663.571668
0.02656;0.019479;0.035179;0.50516;2768.555104
0.02658;0.0195188;0.0406986;0.525071;2397.969463
0.0266;0.0195691;0.0320093;0.546087;3056.783497
0.02662;0.0195523;0.0377557;0.566416;2589.317639
0.02664;0.0194757;0.0393515;0.586539;2474.581655
0.02666;0.0193561;0.0416218;0.606164;2325.235814
0.02668;0.0193944;0.0358953;0.62468;2701.523598
0.0267;0.019487;0.0382253;0.644801;2548.966261
0.02672;0.0194717;0.0412935;0.664615;2357.719738
0.02674;0.0194837;0.0423938;0.684898;2297.942152
0.02676;0.0194949;0.0403921;0.704237;2413.207038
0.02678;0.0193505;0.0425769;0.723886;2272.417672
0.0268;0.0194422;0.0439439;0.743246;2212.161415
0.02682;0.0194167;0.041592;0.762698;2334.186863
0.02684;0.0194431;0.048196;0.782394;2017.08648
0.02686;0.0194024;0.042553;0.776447;2279.792259
0.02688;0.0194271;0.038864;0.758004;2499.369597
0.0269;0.0192755;0.0483989;0.738407;1991.315918
0.02692;0.0194335;0.0426087;0.719156;2280.461502
0.02694;0.0193689;0.0421093;0.698567;2299.836378
0.02696;0.019443;0.0409174;0.678796;2375.884098
0.02698;0.0194239;0.0388461;0.659689;2500.109406
0.027;0.0194423;0.0343811;0.639567;2827.469162
0.02702;0.0195332;0.0392122;0.61988;2490.704424
0.02704;0.0194973;0.0368862;0.599295;2642.89897
0.02706;0.0194798;0.0354675;0.58135;2746.147882
0.02708;0.0194072;0.0402449;0.560561;2411.137809
0.0271;0.0194686;0.0360385;0.540036;2701.083563
0.02712;0.019459;0.0356446;0.518941;2729.585968
0.02714;0.0196018;0.0336488;0.500726;2912.704168
0.02716;0.0194742;0.0369896;0.478939;2632.388563
0.02718;0.0194582;0.0354794;0.458339;2742.182788
0.0272;0.019384;0.0351789;0.438796;2755.060562
0.02722;0.0194127;0.0336926;0.418803;2880.855143
0.02724;0.0195603;0.0325127;0.400266;3008.10145
0.02726;0.019483;0.0276915;0.379616;3517.866493
0.02728;0.0194662;0.0337602;0.359831;2883.010172
0.0273;0.0194973;0.0335493;0.340192;2905.768526
0.02732;0.0194805;0.0368006;0.320601;2646.763911
0.02734;0.019309;0.0386133;0.301553;2500.304299
0.02736;0.0193305;0.0347929;0.281112;2777.937453
0.02738;0.019463;0.0331713;0.261664;2933.710768
0.0274;0.0196082;0.0388381;0.242552;2524.351088
0.02742;0.0194789;0.0407443;0.22304;2390.38344
0.02744;0.0193736;0.0394809;0.20332;2453.540826
0.02746;0.019475;0.0418964;0.183453;2324.185372
0.02748;0.0193242;0.0478438;0.163765;2019.50932
0.0275;0.0194837;0.0455218;0.144269;2140.040596
0.02752;0.019254;0.0433827;0.124325;2219.087332
0.02754;0.0194;0.046061;0.104845;2105.903042
0.02756;0.0194359;0.0477702;0.0859081;2034.312186
0.02758;0.0194662;0.0500962;0.0663965;1942.881895
0.0276;0.0194374;0.0540817;0.047684;1797.040404
0.02762;0.0194231;0.0539961;0.0271636;1798.565082
0.02764;0.0192899;0.0524581;0.00721909;1838.600712
0.02766;0.0192221;0.0532599;-0.0121651;1804.556524
0.02768;0.0192157;0.0553909;-0.032862;1734.553871
0.0277;0.0190322;0.0549353;-0.0528546;1732.237741
0.02772;0.0191918;0.0564316;-0.0731191;1700.447976
0.02774;0.0192627;0.053624;-0.092888;1796.089438
0.02776;0.0191981;0.0591237;-0.111728;1623.553668
0.02778;0.0192181;0.062759;-0.132104;1531.103109
0.0278;0.0191893;0.0620566;-0.1516;1546.112742
0.02782;0.0192676;0.0607314;-0.17116;1586.29638
0.02784;0.0192835;0.0647806;-0.190386;1488.369975
0.02786;0.0192125;0.0638414;-0.189135;1504.705411
0.02788;0.0191997;0.0605762;-0.168887;1584.756059
0.0279;0.019447;0.0656522;-0.149888;1481.062325
0.02792;0.0191965;0.0607733;-0.13012;1579.353104
0.02794;0.0191199;0.0610677;-0.110239;1565.467506
0.02796;0.0191862;0.062936;-0.0911582;1524.262743
0.02798;0.0193481;0.058099;-0.0711184;1665.097506
0.028;0.019246;0.0547562;-0.0506935;1757.426556
0.02802;0.0192141;0.0615015;-0.0306372;1562.083852
0.02804;0.0191774;0.0554705;-0.0101163;1728.612506
0.02806;0.0192037;0.0575259;0.00854761;1669.13512
0.02808;0.0194111;0.0508582;0.0289884;1908.354995
0.0281;0.0194191;0.0495769;0.048869;1958.48268
0.02812;0.0192931;0.0506832;0.0678529;1903.303264
0.02814;0.0192859;0.0491332;0.0866292;1962.613874
0.02816;0.0194239;0.0496843;0.106734;1954.732179
0.02818;0.0194925;0.0459874;0.12711;2119.330512
0.0282;0.0193952;0.0444135;0.146734;2183.480248
0.02822;0.0193321;0.045466;0.166022;2125.995249
0.02824;0.0194112;0.0410288;0.184528;2365.557852
0.02826;0.0196193;0.0382273;0.203832;2566.137289
0.02828;0.0193744;0.039642;0.224224;2443.670854
0.0283;0.0193449;0.0369618;0.245529;2616.877425
0.02832;0.0194574;0.0384203;0.263264;2532.177
0.02834;0.0195364;0.033428;0.282617;2922.161063
0.02836;0.0195196;0.0354615;0.302001;2752.224243
0.02838;0.0194861;0.0355192;0.321337;2743.037568
0.0284;0.0195388;0.0339135;0.341952;2880.681734
0.02842;0.0195388;0.0367927;0.361255;2655.254983
0.02844;0.0195156;0.0362276;0.381107;2693.471276
0.02846;0.019518;0.0338816;0.401498;2880.324424
0.02848;0.0194941;0.0331971;0.421331;2936.114902
0.0285;0.0194518;0.0349621;0.440028;2781.840908
0.02852;0.0193936;0.038082;0.460324;2546.294837
0.02854;0.0195922;0.0371866;0.480844;2634.309133
0.02856;0.0195515;0.0330758;0.502213;2955.559654
0.02858;0.0195699;0.032841;0.520974;2979.492098
0.0286;0.019522;0.0361818;0.541558;2697.765175
0.02862;0.0193601;0.0398052;0.562158;2431.855637
0.02864;0.0194136;0.0357102;0.582568;2718.214964
0.02866;0.0194359;0.0405672;0.601504;2395.51904
0.02868;0.0193442;0.0389575;0.621481;2482.731181
0.0287;0.0194654;0.0371488;0.641089;2619.92312
0.02872;0.0195691;0.0431639;0.661301;2266.836407
0.02874;0.0195292;0.0387247;0.679647;2521.543098
0.02876;0.0193401;0.0421173;0.700072;2295.980512
0.02878;0.0193569;0.0447278;0.719887;2163.855589
0.0288;0.0195619;0.0420357;0.740126;2326.819822
0.02882;0.0193928;0.0427281;0.759385;2269.326275
0.02884;0.0194399;0.0466539;0.777291;2083.416392
0.02886;0.0194718;0.0430823;0.779711;2259.837567
0.02888;0.0193066;0.0461744;0.76066;2090.617312
0.0289;0.0194726;0.0420317;0.741608;2316.418322
0.02892;0.0194781;0.0413691;0.722355;2354.184645
0.02894;0.0193393;0.0450502;0.701976;2146.416664
0.02896;0.019534;0.039845;0.681744;2451.248588
0.02898;0.0193697;0.0391346;0.662889;2474.753798
0.029;0.0194088;0.0378731;0.642992;2562.346362
0.02902;0.0195069;0.0378592;0.622411;2576.243027
0.02904;0.0194367;0.0388163;0.604079;2503.677579
0.02906;0.0195563;0.0387804;0.584342;2521.415457
0.02908;0.0194088;0.0385218;0.564242;2519.196922
0.0291;0.0194494;0.0355073;0.543526;2738.788925
0.02912;0.0192261;0.0353262;0.522637;2721.223907
0.02914;0.0194742;0.0356943;0.503494;2727.914541
0.02916;0.0195029;0.029542;0.482286;3300.876718
0.02918;0.0195859;0.0327435;0.461876;2990.807336
0.0292;0.0195005;0.0321167;0.441612;3035.881644
0.02922;0.0192356;0.0319197;0.422565;3013.123557
0.02924;0.0195045;0.0321426;0.404029;3034.057606
0.02926;0.0194574;0.0337165;0.383763;2885.441846
0.02928;0.0193633;0.0353779;0.362409;2736.637845
0.0293;0.0195811;0.0343433;0.343184;2850.788946
0.02932;0.019246;0.0304215;0.323882;3163.223378
0.02934;0.0193976;0.0347352;0.304258;2792.210783
0.02936;0.019451;0.0374174;0.284714;2599.19182
0.02938;0.0194654;0.0381676;0.264721;2549.990044
0.0294;0.0194685;0.0358595;0.246362;2714.552629
0.02942;0.0193776;0.0376204;0.226513;2575.411213
0.02944;0.0193034;0.0413154;0.206521;2336.102277
0.02946;0.0194199;0.0412537;0.186286;2353.716152
0.02948;0.0194263;0.0433111;0.167703;2242.646804
0.0295;0.0192731;0.0437549;0.147871;2202.393332
0.02952;0.0193042;0.0440374;0.128407;2191.796064
0.02954;0.0192627;0.0487054;0.108639;1977.470671
0.02956;0.0192691;0.0458779;0.0890613;2100.041632
0.02958;0.0192859;0.046053;0.07019;2093.880963
0.0296;0.0192668;0.0505837;0.0502134;1904.44748
0.02962;0.019325;0.0517278;0.0314696;1867.951082
0.02964;0.0193202;0.0525675;0.0108045;1837.656347
0.02966;0.0193298;0.0545572;-0.00769925;1771.516867
0.02968;0.0192412;0.0550627;-0.0283001;1747.208183
