t;vds;corrente;vg;RES_MED
0.00986;0.0192476;0.0598162;-0.153601;1608.895249
0.00988;0.0192994;0.0619054;-0.135146;1558.781625
0.0099;0.0193673;0.0577588;-0.113777;1676.567034
0.00992;0.0193314;0.0548497;-0.0944394;1762.215655
0.00994;0.0193321;0.0562784;-0.0751999;1717.541721
0.00996;0.0193824;0.0570245;-0.0549836;1699.480048
0.00998;0.0193002;0.0543583;-0.0345268;1775.276269
0.01;0.0193896;0.0537116;-0.0148383;1804.973227
0.01002;0.0192747;0.0533395;0.00536227;1806.794214
0.01004;0.0193617;0.048192;0.0246025;2008.808516
0.01006;0.0193067;0.050715;0.0446752;1903.450656
0.01008;0.0193856;0.0496226;0.0643474;1953.303535
0.0101;0.0194335;0.0480348;0.0837954;2022.856346
0.01012;0.0194702;0.0495968;0.102796;1962.84841
0.01014;0.0194207;0.0463574;0.121716;2094.670969
0.01016;0.0195843;0.0478597;0.142797;2046.011571
0.01018;0.0193784;0.0450542;0.161956;2150.565319
0.0102;0.0194383;0.0433211;0.180957;2243.514131
0.01022;0.0194757;0.0393794;0.199606;2472.828433
0.01024;0.0195045;0.0400837;0.221071;2432.971507
0.01026;0.019459;0.0326619;0.241111;2978.853037
0.01028;0.0194454;0.039051;0.259871;2489.744181
0.0103;0.0195053;0.0343791;0.279143;2836.796193
0.01032;0.0195898;0.0351929;0.298383;2783.20343
0.01034;0.0195252;0.0419263;0.318888;2328.51456
0.01036;0.0194367;0.0381417;0.337664;2547.95932
0.01038;0.0195962;0.0370971;0.357735;2641.20376
0.0104;0.0195372;0.0354516;0.377058;2755.47507
0.01042;0.0194774;0.0343592;0.39777;2834.379147
0.01044;0.0195492;0.0306244;0.416576;3191.768655
0.01046;0.0195069;0.0323276;0.436537;3017.065913
0.01048;0.0196329;0.0348109;0.455506;2819.93571
0.0105;0.0195819;0.0341761;0.476795;2864.852924
0.01052;0.0194662;0.036146;0.496898;2692.71842
0.01054;0.0194758;0.0398589;0.516747;2443.093011
0.01056;0.0195946;0.034586;0.537782;2832.735789
0.01058;0.0195611;0.0366056;0.559262;2671.87261
0.0106;0.0193146;0.0377875;0.578406;2555.686404
0.01062;0.0194638;0.0374433;0.597947;2599.103177
0.01064;0.0195834;0.0378592;0.617031;2586.346251
0.01066;0.0194758;0.0407802;0.636785;2387.899029
0.01068;0.0194637;0.0387406;0.656534;2512.054537
0.0107;0.0195667;0.0410985;0.676415;2380.464007
0.01072;0.0194638;0.0424177;0.69589;2294.301671
0.01074;0.0194749;0.0420596;0.715902;2315.155161
0.01076;0.0193983;0.0412378;0.735899;2352.004714
0.01078;0.0193306;0.0423361;0.756581;2282.992529
0.0108;0.0193002;0.0426605;0.774331;2262.069127
0.01082;0.0194295;0.0437011;0.783102;2222.998963
0.01084;0.0193354;0.0451915;0.76525;2139.273979
0.01086;0.0194877;0.0410786;0.745725;2372.00148
0.01088;0.0192995;0.0442742;0.72653;2179.542487
0.0109;0.0194701;0.0436295;0.705705;2231.299923
0.01092;0.0194295;0.0376622;0.685701;2579.443049
0.01094;0.0194925;0.0403643;0.66777;2414.571787
0.01096;0.0193673;0.0404161;0.647839;2395.988232
0.01098;0.0195061;0.0367111;0.627772;2656.703286
0.011;0.0195165;0.0395525;0.608659;2467.163896
0.01102;0.0194941;0.0381079;0.589452;2557.750493
0.01104;0.0194718;0.0365439;0.568482;2664.165565
0.01106;0.0196218;0.0362674;0.548185;2705.156697
0.01108;0.0195029;0.0359172;0.527199;2714.980566
0.0111;0.0196616;0.0336468;0.50783;2921.763734
0.01112;0.0193601;0.0350994;0.487263;2757.896146
0.01114;0.0196258;0.034391;0.467303;2853.333721
0.01116;0.0195141;0.0368583;0.446893;2647.178519
0.01118;0.0193776;0.0360704;0.426533;2686.080554
0.0112;0.0194886;0.0342259;0.407855;2847.054424
0.01122;0.0195603;0.0337782;0.388311;2895.402952
0.01124;0.0194279;0.0331375;0.36758;2931.407016
0.01126;0.0195874;0.0333922;0.348083;2932.930445
0.01128;0.0195571;0.0302503;0.328427;3232.546454
0.0113;0.0195332;0.0356525;0.308003;2739.38714
0.01132;0.0196185;0.0329226;0.288796;2979.488254
0.01134;0.0194263;0.0399445;0.269651;2431.66143
0.01136;0.0195683;0.0383208;0.250507;2553.221749
0.01138;0.0193736;0.040233;0.230627;2407.675291
0.0114;0.0195603;0.0384422;0.210667;2544.118183
0.01142;0.0194949;0.0423361;0.190816;2302.396772
0.01144;0.0193409;0.0425391;0.171624;2273.308556
0.01146;0.0194111;0.0448572;0.152753;2163.654887
0.01148;0.0193505;0.0449984;0.133113;2150.132005
0.0115;0.0193585;0.0453864;0.112;2132.632242
0.01152;0.0194694;0.0477543;0.0935591;2038.497057
0.01154;0.0193824;0.049372;0.0737273;1962.893948
0.01156;0.019392;0.052263;0.0541994;1855.232191
0.01158;0.0193649;0.0519327;0.034991;1864.422608
0.0116;0.0192763;0.0506812;0.0157026;1901.720954
0.01162;0.0194215;0.0544279;-0.0049621;1784.149306
0.01164;0.0192284;0.0546686;-0.0247146;1758.632926
0.01166;0.0191702;0.0573807;-0.0447712;1670.439712
0.01168;0.0192683;0.0578483;-0.0646996;1665.41627
0.0117;0.0193824;0.0587496;-0.0852522;1649.577189
0.01172;0.0192252;0.0592232;-0.103805;1623.113915
0.01174;0.0191726;0.0587954;-0.122837;1630.450682
0.01176;0.0193353;0.0597604;-0.144221;1617.735156
0.01178;0.0192651;0.0619392;-0.163909;1555.162159
0.0118;0.0192707;0.0622914;-0.182462;1546.818662
0.01182;0.0191662;0.0619133;-0.193827;1547.82575
0.01184;0.019313;0.0624088;-0.177114;1547.297817
0.01186;0.0193066;0.0614776;-0.157667;1570.214192
0.01188;0.01923;0.0587357;-0.137771;1636.994196
0.0119;0.0193633;0.0604688;-0.117571;1601.098418
0.01192;0.0192787;0.0583676;-0.0976573;1651.489868
0.01194;0.0192644;0.0584671;-0.0791215;1647.456433
0.01196;0.0193194;0.0563759;-0.0587613;1713.444929
0.01198;0.019218;0.0556456;-0.0391045;1726.821168
0.012;0.0192731;0.0531903;-0.0185999;1811.71191
0.01202;0.0193417;0.0547622;0.000784334;1765.971783
0.01204;0.0192659;0.0522989;0.0212251;1841.902985
0.01206;0.0193856;0.0523924;0.0410256;1850.039319
0.01208;0.0194398;0.0485641;0.0598496;2001.457867
0.0121;0.0194143;0.0500962;0.0790894;1937.701862
0.01212;0.0193505;0.045858;0.0991146;2109.828165
0.01214;0.0193888;0.0473424;0.118451;2047.720437
0.01216;0.0194111;0.0456769;0.138523;2124.826772
0.01218;0.0194414;0.0459754;0.158611;2114.326357
0.0122;0.0195524;0.0437648;0.17593;2233.804336
0.01222;0.019601;0.0421511;0.196244;2325.087602
0.01224;0.0195181;0.0397614;0.216861;2454.403014
0.01226;0.0194335;0.0388302;0.237366;2502.36929
0.01228;0.0193545;0.0392699;0.255421;2464.29199
0.0123;0.0195883;0.0381417;0.275429;2567.832582
0.01232;0.0194941;0.0370812;0.294749;2628.569194
0.01234;0.019459;0.0348566;0.314005;2791.293471
0.01236;0.0195109;0.0352844;0.334014;2764.80541
0.01238;0.0195667;0.0351531;0.353798;2783.068919
0.0124;0.0195348;0.0356903;0.372848;2736.709974
0.01242;0.0194949;0.0333086;0.392889;2926.406394
0.01244;0.0195467;0.0348108;0.413296;2807.562596
0.01246;0.0195029;0.0350855;0.432295;2779.339043
0.01248;0.0195284;0.0318939;0.451743;3061.463164
0.0125;0.0195547;0.0369976;0.473051;2642.698445
0.01252;0.0193489;0.0365996;0.494034;2643.321238
0.01254;0.019447;0.0356784;0.512729;2725.3184
0.01256;0.0195867;0.0356446;0.533601;2747.49892
0.01258;0.0192748;0.036735;0.554092;2623.492582
0.0126;0.0193968;0.0396818;0.57423;2444.042357
0.01262;0.0194678;0.0370315;0.594267;2628.545968
0.01264;0.0196058;0.03848;0.614036;2547.531185
0.01266;0.0195803;0.0391724;0.632187;2499.246919
0.01268;0.0193018;0.0382352;0.653542;2524.087752
0.0127;0.0195196;0.0397077;0.673039;2457.911186
0.01272;0.0194494;0.0411443;0.692577;2363.559472
0.01274;0.019404;0.041773;0.711068;2322.552845
0.01276;0.0195571;0.0435718;0.732166;2244.238246
0.01278;0.0194463;0.0451616;0.751933;2152.968451
0.0128;0.0194111;0.0448731;0.77041;2162.888234
0.01282;0.0193521;0.0451994;0.784655;2140.747444
0.01284;0.0194837;0.0452034;0.768151;2155.114438
0.01286;0.0194606;0.0421949;0.750241;2306.036986
0.01288;0.0193768;0.0438762;0.730387;2208.121943
0.0129;0.0193752;0.0421551;0.710376;2298.084929
0.01292;0.0193872;0.0388918;0.690487;2492.453422
0.01294;0.0192659;0.0399484;0.671709;2411.348139
0.01296;0.0196951;0.0370533;0.651989;2657.671516
0.01298;0.0193553;0.0360982;0.6311;2680.923149
0.013;0.0194965;0.037694;0.612899;2586.154295
0.01302;0.0196657;0.0358594;0.591966;2742.056476
0.01304;0.0195946;0.0352287;0.573395;2781.056355
0.01306;0.019518;0.0345323;0.552202;2826.049814
0.01308;0.0195539;0.0321884;0.531459;3037.414099
0.0131;0.0195348;0.0340786;0.511465;2866.138867
0.01312;0.0195396;0.032837;0.491184;2975.241344
0.01314;0.0195085;0.0372245;0.471369;2620.384424
0.01316;0.0195452;0.03382;0.450369;2889.591957
0.01318;0.019526;0.0341801;0.43079;2856.340385
0.0132;0.0195627;0.0340368;0.411551;2873.757227
0.01322;0.0195037;0.0325724;0.392136;2993.899743
0.01324;0.0194096;0.0319794;0.371676;3034.70359
0.01326;0.0197119;0.030507;0.35191;3230.71754
0.01328;0.0195539;0.0317864;0.33275;3075.828027
0.0133;0.0195691;0.0327276;0.31226;2989.693714
0.01332;0.0194758;0.0364285;0.292813;2673.154261
0.01334;0.0195212;0.0358535;0.272565;2722.356255
0.01336;0.0196489;0.0375408;0.254957;2617.006031
0.01338;0.0195284;0.0399942;0.234453;2441.404004
0.0134;0.0194542;0.0387287;0.215341;2511.599925
0.01342;0.0192628;0.0403126;0.194483;2389.178569
0.01344;0.0195859;0.0385616;0.174825;2539.56008
0.01346;0.0194941;0.0451576;0.156994;2158.451733
0.01348;0.0194271;0.0426048;0.137371;2279.919164
0.0135;0.0194949;0.0424038;0.116626;2298.720869
0.01352;0.0193218;0.0504842;0.0970809;1913.648231
0.01354;0.0192372;0.0479174;0.0782891;2007.329279
0.01356;0.0194103;0.0490715;0.0577369;1977.756946
0.01358;0.0192316;0.0491571;0.0394247;1956.13655
0.0136;0.0192987;0.0545353;0.018808;1769.376899
0.01362;0.0194622;0.0555143;-0.000512218;1752.899703
0.01364;0.0192851;0.0556456;-0.0213851;1732.850396
0.01366;0.0192787;0.0537435;-0.0402093;1793.58434
0.01368;0.0194455;0.0555959;-0.0604098;1748.825003
0.0137;0.0192205;0.0539603;-0.0812183;1780.98528
0.01372;0.0195603;0.0578941;-0.0992106;1689.317219
0.01374;0.019163;0.0587059;-0.118707;1632.118748
0.01376;0.0194199;0.0618019;-0.13998;1571.141017
0.01378;0.0191782;0.0629341;-0.159331;1523.673176
0.0138;0.0192156;0.059836;-0.178187;1605.688883
0.01382;0.019226;0.0659068;-0.193619;1458.574836
0.01384;0.0193058;0.0653477;-0.180748;1477.159869
0.01386;0.0192579;0.0625958;-0.161764;1538.274133
0.01388;0.0192572;0.0625362;-0.142717;1539.684215
0.0139;0.0193098;0.0590143;-0.120644;1636.0272
0.01392;0.0191782;0.0609722;-0.102492;1572.700345
0.01394;0.0193489;0.0583317;-0.0835712;1658.523582
0.01396;0.0190258;0.0606777;-0.0625709;1567.775311
0.01398;0.0194311;0.0478836;-0.0414735;2028.993225
0.014;0.0194215;0.0566903;-0.0227456;1712.947365
0.01402;0.0192675;0.056354;-0.00278518;1709.50598
0.01404;0.0193768;0.052673;0.0168231;1839.348433
0.01406;0.0193289;0.0486954;0.0372319;1984.674117
0.01408;0.0195069;0.0483134;0.0563601;2018.787748
0.0141;0.019459;0.0524839;0.0757761;1853.806596
0.01412;0.0195005;0.0426087;0.095369;2288.323746
0.01414;0.0195356;0.0496485;0.113329;1967.390757
0.01416;0.0193529;0.0470737;0.134873;2055.5958
0.01418;0.0195795;0.0479552;0.154193;2041.436591
0.0142;0.0194542;0.0426107;0.172729;2282.783432
0.01422;0.0194478;0.0429649;0.192435;2263.219512
0.01424;0.0195108;0.0407443;0.21382;2394.298098
0.01426;0.0195523;0.0403723;0.232003;2421.499394
0.01428;0.0193992;0.0415044;0.252908;2337.005233
0.0143;0.0195196;0.0351014;0.271524;2780.458899
0.01432;0.0194909;0.0381019;0.290156;2557.733341
0.01434;0.019463;0.0380502;0.310003;2557.542405
0.01436;0.0195372;0.0354038;0.329979;2759.195341
0.01438;0.0195244;0.0337344;0.350165;2893.841301
0.0144;0.0195747;0.0316531;0.368861;3092.066812
0.01442;0.0195013;0.0352904;0.390359;2762.9752
0.01444;0.0195739;0.0341781;0.409024;2863.514941
0.01446;0.0194271;0.0343512;0.428343;2827.717809
0.01448;0.0194399;0.0354217;0.447694;2744.06649
0.0145;0.0194383;0.034206;0.468199;2841.358241
0.01452;0.0195627;0.0368942;0.488752;2651.189076
0.01454;0.0196417;0.0355013;0.509385;2766.335317
0.01456;0.0194837;0.0360286;0.529343;2703.921329
0.01458;0.0195316;0.035939;0.550842;2717.326581
0.0146;0.0195675;0.0340746;0.570949;2871.273617
0.01462;0.0194702;0.0395505;0.590603;2461.43538
0.01464;0.0196592;0.0374911;0.610579;2621.848919
0.01466;0.0195292;0.037706;0.628887;2589.667427
0.01468;0.0194941;0.0416537;0.648675;2340.020214
0.0147;0.0196577;0.0441389;0.669711;2226.799943
0.01472;0.0195922;0.0396221;0.687986;2472.382837
0.01474;0.0194151;0.0443518;0.707708;2188.761223
0.01476;0.0195252;0.0399126;0.727534;2445.994498
0.01478;0.0192979;0.0429907;0.748333;2244.427283
0.0148;0.0194486;0.0465743;0.766456;2087.911144
0.01482;0.0193058;0.0469345;0.783356;2056.674728
0.01484;0.0193784;0.0443637;0.772174;2184.037851
0.01486;0.0194502;0.0430505;0.753634;2258.998153
0.01488;0.0194423;0.0420337;0.734421;2312.703854
0.0149;0.0193721;0.0431918;0.713532;2242.566876
0.01492;0.0194877;0.0397873;0.694261;2448.984978
0.01494;0.0195228;0.0404837;0.675324;2411.192653
0.01496;0.0193968;0.0389694;0.655177;2488.72192
0.01498;0.019388;0.0410169;0.634845;2363.416055
0.015;0.0194909;0.039837;0.615986;2446.3313
0.01502;0.0196704;0.037897;0.596943;2595.245006
0.01504;0.0195085;0.0361261;0.57711;2700.056192
0.01506;0.0194861;0.0367966;0.556636;2647.81257
0.01508;0.0196018;0.0390848;0.536179;2507.598862
0.0151;0.0195093;0.0364186;0.514844;2678.480227
0.01512;0.0193616;0.0330579;0.495474;2928.437681
0.01514;0.0194853;0.035943;0.475785;2710.583424
0.01516;0.0195842;0.0349183;0.454643;2804.288869
0.01518;0.0195659;0.0343313;0.43505;2849.571674
0.0152;0.0196122;0.0361241;0.416129;2714.558979
0.01522;0.0195108;0.0329624;0.396329;2959.553916
0.01524;0.0195021;0.0329126;0.375309;2962.71033
0.01526;0.0195691;0.0333683;0.35647;2932.289029
0.01528;0.0194845;0.0325465;0.336127;2993.332616
0.0153;0.0195795;0.0336329;0.317287;2910.765946
0.01532;0.0196114;0.0339931;0.296574;2884.614819
0.01534;0.0195396;0.0373259;0.278823;2617.431864
0.01536;0.0194008;0.0357401;0.25803;2714.150212
0.01538;0.0194303;0.0374294;0.239303;2595.593304
0.0154;0.0193043;0.0405434;0.21955;2380.695748
0.01542;0.0194359;0.0376343;0.198566;2582.205594
0.01544;0.0192763;0.0434464;0.177867;2218.400144
0.01546;0.0194447;0.0402529;0.160388;2415.31666
0.01548;0.0193489;0.0470718;0.141516;2055.253889
0.0155;0.019467;0.0439021;0.120596;2217.092121
0.01552;0.0193704;0.0465903;0.101468;2078.801811
0.01554;0.0192029;0.0458839;0.0816024;2092.553161
0.01556;0.0194606;0.0497161;0.0626669;1957.172827
0.01558;0.0195428;0.0513418;0.042946;1903.205575
0.0156;0.0193768;0.0536539;0.0234659;1805.721485
0.01562;0.0193258;0.0514512;0.00286521;1878.070871
0.01564;0.0194199;0.0553352;-0.0158787;1754.751045
0.01566;0.0192635;0.0554069;-0.0357112;1738.366521
0.01568;0.0192364;0.0569827;-0.0569363;1687.915806
0.0157;0.0194112;0.0563559;-0.0783211;1722.197676
0.01572;0.019321;0.058877;-0.0962494;1640.793519
0.01574;0.0193202;0.0583776;-0.115137;1654.761415
0.01576;0.0193138;0.0600907;-0.135882;1607.054003
0.01578;0.0192931;0.0609523;-0.154754;1582.639211
0.0158;0.0190888;0.0605643;-0.17521;1575.911882
0.01582;0.019262;0.0601564;-0.192963;1600.993411
0.01584;0.0192476;0.0617462;-0.184637;1558.606036
0.01586;0.0192244;0.0611394;-0.166118;1572.177679
0.01588;0.0193202;0.0614756;-0.146206;1571.371406
0.0159;0.0191902;0.0602022;-0.125958;1593.812186
0.01592;0.0193002;0.0581169;-0.105902;1660.463652
0.01594;0.0192077;0.0608807;-0.0876848;1577.48679
0.01596;0.0192835;0.0577011;-0.0669888;1670.982009
0.01598;0.019368;0.0574026;-0.0467715;1687.031598
0.016;0.0193952;0.0554626;-0.0261231;1748.493579
0.01602;0.0193736;0.0556715;-0.00641874;1739.992635
0.01604;0.0193976;0.0512582;0.0128054;1892.146037
0.01606;0.0193545;0.0496943;0.0323658;1947.356135
0.01608;0.0194494;0.0500087;0.0528066;1944.601639
0.0161;0.019376;0.0499231;0.0731351;1940.584619
0.01612;0.0193688;0.0512702;0.0915274;1888.894524
0.01614;0.0194319;0.0484089;0.110431;2007.058619
0.01616;0.0194693;0.0440394;0.1306;2210.441105
0.01618;0.0193665;0.0464669;0.151088;2083.902735
0.0162;0.0193681;0.0444632;0.169111;2177.992137
0.01622;0.0194056;0.0432515;0.188529;2243.344161
0.01624;0.0194534;0.0414647;0.208794;2345.778457
0.01626;0.0194192;0.0396918;0.229522;2446.248343
0.01628;0.0195061;0.0383984;0.249115;2539.962603
0.0163;0.0196944;0.0382929;0.268019;2571.547206
0.01632;0.0193888;0.0378154;0.286955;2563.61165
0.01634;0.0195468;0.0383805;0.306227;2546.449369
0.01636;0.0195101;0.0390948;0.326954;2495.229545
0.01638;0.0194151;0.0385874;0.34557;2515.730523
0.0164;0.0197024;0.0336568;0.365834;2926.956811
0.01642;0.0195811;0.0336389;0.385348;2910.484588
0.01644;0.0195125;0.0339393;0.405981;2874.617332
0.01646;0.0196026;0.0345164;0.424662;2839.60668
0.01648;0.0195739;0.0359013;0.445198;2726.071201
0.0165;0.0195922;0.0357182;0.465509;2742.60741
0.01652;0.0194917;0.0367628;0.48595;2651.008628
0.01654;0.0195962;0.0371488;0.506328;2637.527996
0.01656;0.0194638;0.0355491;0.525871;2737.593919
0.01658;0.019605;0.0397077;0.546167;2468.664768
0.0166;0.0195667;0.0331534;0.567376;2950.934143
0.01662;0.0193681;0.0381238;0.586331;2540.158641
0.01664;0.0195683;0.0395544;0.605796;2473.59333
0.01666;0.019463;0.0405672;0.62412;2398.859177
0.01668;0.0195021;0.0394829;0.64488;2469.68941
0.0167;0.0194933;0.0401792;0.665063;2425.794939
0.01672;0.0194758;0.0434783;0.68445;2239.714984
0.01674;0.0195204;0.0404379;0.703789;2413.62682
0.01676;0.0194638;0.0399823;0.723903;2434.052068
0.01678;0.01938;0.0449606;0.743358;2155.220348
0.0168;0.0192883;0.0432892;0.762969;2227.842048
0.01682;0.0195276;0.046254;0.782378;2110.909327
0.01684;0.0196752;0.0436036;0.776175;2256.143988
0.01686;0.0195077;0.0420735;0.758964;2318.288234
0.01688;0.019321;0.0377159;0.737879;2561.386577
0.0169;0.019589;0.0426207;0.71882;2298.06174
0.01692;0.0195348;0.0420357;0.698726;2323.596372
0.01694;0.0193338;0.0428853;0.678827;2254.129037
0.01696;0.0194622;0.0377696;0.660089;2576.437135
0.01698;0.019321;0.0388779;0.639503;2484.830714
0.017;0.0195659;0.0353381;0.6202;2768.385963
0.01702;0.0194837;0.0413293;0.599727;2357.129204
0.01704;0.0194367;0.0399644;0.581222;2431.751759
0.01706;0.0194502;0.0383009;0.559952;2539.130934
0.01708;0.019479;0.0365439;0.540372;2665.150682
0.0171;0.0195236;0.0363569;0.519356;2684.992395
0.01712;0.0194749;0.034011;0.499813;2863.029608
0.01714;0.0195284;0.0325206;0.479532;3002.466129
0.01716;0.0195372;0.0339851;0.458995;2874.377301
0.01718;0.0195795;0.0357779;0.439516;2736.25618
0.0172;0.0193896;0.034592;0.419348;2802.613321
0.01722;0.019439;0.0342179;0.399354;2840.472384
0.01724;0.019455;0.0348188;0.379152;2793.749354
0.01726;0.0195915;0.0324769;0.359735;3016.22076
0.01728;0.0194518;0.0331454;0.340207;2934.31366
0.0173;0.0195428;0.0330042;0.320409;2960.653493
0.01732;0.019459;0.038279;0.30024;2541.733065
0.01734;0.0194773;0.0378194;0.28068;2575.040852
0.01736;0.0194781;0.038476;0.262256;2531.201268
0.01738;0.0193776;0.0387526;0.242328;2500.167731
0.0174;0.0194662;0.0385377;0.22336;2525.604797
0.01742;0.0193226;0.0404101;0.202503;2390.813188
0.01744;0.019412;0.0425272;0.183453;2282.304031
0.01746;0.0195061;0.0434086;0.163301;2246.801325
0.01748;0.0194494;0.0393017;0.144221;2474.371338
0.0175;0.0195867;0.043524;0.124229;2250.103391
0.01752;0.0195061;0.0459615;0.104765;2122.004286
0.01754;0.0194749;0.0497679;0.0859881;1956.572409
0.01756;0.0194757;0.0460908;0.0665566;2112.753521
0.01758;0.0193401;0.0519726;0.0476361;1860.605396
0.0176;0.0193186;0.0532002;0.0269235;1815.651069
0.01762;0.01938;0.0506573;0.00673889;1912.853626
0.01764;0.0192484;0.0579598;-0.0126293;1660.495723
0.01766;0.0193625;0.0534628;-0.0319656;1810.838564
0.01768;0.019179;0.0564157;-0.0523904;1699.792788
0.0177;0.0191822;0.0603872;-0.0718066;1588.26705
0.01772;0.0193066;0.0547542;-0.0925518;1763.024572
0.01774;0.019305;0.0614995;-0.111184;1569.524955
0.01776;0.0192819;0.0611334;-0.13188;1577.034812
0.01778;0.0192667;0.058877;-0.151808;1636.18221
0.0178;0.0191519;0.0631669;-0.171592;1515.97593
0.01782;0.0191024;0.0601106;-0.190034;1588.937725
0.01784;0.0192356;0.0632524;-0.188687;1520.543094
0.01786;0.0193042;0.0595555;-0.169799;1620.689945
0.01788;0.019254;0.0607394;-0.149968;1584.967912
0.0179;0.019443;0.0590939;-0.129736;1645.093656
0.01792;0.0192245;0.0614418;-0.11088;1564.447982
0.01794;0.0192875;0.0558446;-0.0911101;1726.890335
0.01796;0.0192029;0.0580433;-0.0714065;1654.187477
0.01798;0.0193983;0.0569211;-0.0497651;1703.963908
0.018;0.0192627;0.0559202;-0.0305411;1722.338261
0.01802;0.0193298;0.0542608;-0.0101643;1781.19379
0.01804;0.0193729;0.055184;0.00920389;1755.300449
0.01806;0.019412;0.0512582;0.0295326;1893.55069
0.01808;0.0194526;0.0535882;0.0484528;1815.007782
0.0181;0.0194207;0.0529097;0.0689253;1835.268391
0.01812;0.0194103;0.0476309;0.0872536;2037.574348
0.01814;0.0192803;0.0475234;0.106318;2028.505957
0.01816;0.0193944;0.0459436;0.126118;2110.674827
0.01818;0.0194566;0.0480189;0.146062;2025.931456
0.0182;0.0195332;0.0443836;0.165894;2200.497481
0.01822;0.019337;0.0447079;0.184255;2162.593188
0.01824;0.0195444;0.0378234;0.204008;2583.6387
0.01826;0.0194662;0.0391525;0.2244;2485.94598
0.01828;0.0194774;0.0425291;0.245257;2289.890922
0.0183;0.0195356;0.0368325;0.263216;2651.951402
0.01832;0.0195915;0.0376005;0.282825;2605.218016
0.01834;0.019471;0.0416238;0.303378;2338.926287
0.01836;0.0194335;0.0362455;0.322089;2680.81555
0.01838;0.0194694;0.0366056;0.341504;2659.347204
0.0184;0.0194455;0.0362853;0.361175;2679.528625
0.01842;0.0194981;0.0361161;0.381506;2699.363996
0.01844;0.0196002;0.0360445;0.401594;2718.889151
0.01846;0.019479;0.0353103;0.42085;2758.260338
0.01848;0.0195556;0.0344766;0.439804;2836.068522
0.0185;0.0195555;0.0347233;0.459876;2815.904594
0.01852;0.0195165;0.0365061;0.480699;2673.046422
0.01854;0.0195875;0.0362912;0.501941;2698.656975
0.01856;0.0194455;0.0339254;0.519661;2865.92052
0.01858;0.019396;0.034208;0.541623;2835.009355
0.0186;0.0195428;0.036144;0.56179;2703.463922
0.01862;0.0195507;0.0379547;0.582664;2575.53083
0.01864;0.0195571;0.0389675;0.601071;2509.411689
0.01866;0.0194622;0.0403901;0.621465;2409.278511
0.01868;0.0195077;0.0393574;0.640673;2478.276004
0.0187;0.0194486;0.0401355;0.660932;2422.867536
0.01872;0.0194694;0.0412756;0.679936;2358.463596
0.01874;0.0195372;0.0403106;0.699768;2423.332821
0.01876;0.0194479;0.0430604;0.719919;2258.211721
0.01878;0.0195085;0.0422943;0.739389;2306.280042
0.0188;0.0194502;0.0447756;0.759049;2171.964195
0.01882;0.0192835;0.0425093;0.778075;2268.150734
0.01884;0.0195045;0.0451815;0.78091;2158.460874
0.01886;0.0194822;0.0469663;0.761363;2074.061614
0.01888;0.0194311;0.0457884;0.742313;2121.836535
0.0189;0.0193481;0.040414;0.722451;2393.737319
0.01892;0.0193465;0.0421113;0.70212;2297.067533
0.01894;0.0192907;0.0408597;0.683026;2360.602256
0.01896;0.0194223;0.0407046;0.663609;2385.762297
0.01898;0.01955;0.0401773;0.643856;2432.965879
0.019;0.0195124;0.0381935;0.622971;2554.413709
0.01902;0.0195883;0.0369439;0.604448;2651.087189
0.01904;0.0195284;0.0359828;0.584406;2713.574263
0.01906;0.0196648;0.0380104;0.564898;2586.765727
0.01908;0.019554;0.0397176;0.543846;2461.629101
0.0191;0.0194431;0.0365619;0.523341;2658.929104
0.01912;0.0195244;0.0337065;0.50391;2896.236631
0.01914;0.0196058;0.0346139;0.483663;2832.070353
0.01916;0.0194686;0.0317048;0.462804;3070.292196
0.01918;0.019558;0.032835;0.442396;2978.224456
0.0192;0.0194534;0.0338558;0.423605;2872.978928
0.01922;0.0194614;0.0350914;0.404814;2772.958617
0.01924;0.0196042;0.0324968;0.384484;3016.327762
0.01926;0.0195588;0.0318541;0.364443;3070.060055
0.01928;0.0194271;0.0337842;0.344241;2875.175378
0.0193;0.0194263;0.0367369;0.325434;2643.976492
0.01932;0.0196082;0.0374891;0.305587;2615.186814
0.01934;0.0195029;0.0339135;0.285451;2875.388857
0.01936;0.0194494;0.0357242;0.265745;2722.160328
0.01938;0.0195364;0.0403762;0.24777;2419.296516
0.0194;0.0194446;0.0394709;0.226834;2463.156401
0.01942;0.0195045;0.0377318;0.206969;2584.62358
0.01944;0.0193402;0.0425291;0.186542;2273.76079
0.01946;0.0193625;0.0426665;0.167383;2269.051832
0.01948;0.0193664;0.0428435;0.148975;2260.132809
0.0195;0.0194111;0.0451735;0.128951;2148.505208
0.01952;0.0193928;0.0476687;0.108911;2034.12302
0.01954;0.019471;0.0454999;0.0888532;2139.675032
0.01956;0.0193697;0.0508205;0.0706222;1905.697504
0.01958;0.0193681;0.0502514;0.0505496;1927.120438
0.0196;0.0194111;0.0527306;0.0317897;1840.591611
0.01962;0.0193082;0.0532221;0.0114928;1813.926921
0.01964;0.0193593;0.0516045;-0.00795535;1875.737581
0.01966;0.0192652;0.0528102;-0.0289884;1824.003696
0.01968;0.0192085;0.0562584;-0.0486769;1707.167285
0.0197;0.0191814;0.0548935;-0.0685892;1747.146748
0.01972;0.0192229;0.0588432;-0.088182;1633.400291
0.01974;0.0192364;0.0600947;-0.10739;1600.507199
