t,vds,corrente
0,0.00099504,-0.00049332
0.02,-0.00696528,-0.00147996
0.04,-0.00398016,-0.00147996
0.06,0.0208958,0.0098664
0.08,0.0199008,0.00937308
0.1,0.0388066,0.0192395
0.12,0.0368165,0.0172662
0.14,0.050747,0.024666
0.16,0.0477619,0.0236794
0.18,0.0616925,0.0305858
0.2,0.0567173,0.0291059
0.22,0.0776131,0.0365057
0.24,0.0716429,0.0345324
0.26,0.0865685,0.0424255
0.28,0.0825883,0.0409456
0.3,0.098509,0.0483454
0.32,0.100499,0.0488387
0.34,0.0845784,0.0429188
0.36,0.0885586,0.0439055
0.38,0.074628,0.036999
0.4,0.0786082,0.0379856
0.42,0.0616925,0.0310792
0.44,0.0666677,0.0320658
0.46,0.050747,0.0251593
0.48,0.0567173,0.026146
0.5,0.0398016,0.0192395
0.52,0.0437818,0.0207194
0.54,0.0278611,0.0133196
0.56,0.0308462,0.0147996
0.58,0.0129355,0.0073998
0.6,0.0199008,0.00887976
0.62,0.00398016,0.00147996
0.64,0.00796032,0.00295992
0.66,-0.00696528,-0.00394656
0.68,-0.00398016,-0.00295992
0.7,-0.0208958,-0.0098664
0.72,-0.0169157,-0.00887976
0.74,-0.0338314,-0.0162796
0.76,-0.0268661,-0.0147996
0.78,-0.0447768,-0.0217061
0.8,-0.0398016,-0.0207194
0.82,-0.0527371,-0.0256526
0.84,-0.0477619,-0.0236794
0.86,-0.0318413,-0.0167729
0.88,-0.0358214,-0.0177595
0.9,-0.0199008,-0.0103597
0.92,-0.0228859,-0.0118397
0.94,-0.00696528,-0.0049332
0.96,-0.0109454,-0.00641316
0.98,0.00398016,0.00098664
1,0.00099504,0
1.02,0.0169157,0.00690648
1.04,0.0129355,0.00591984
1.06,0.0278611,0.0133196
1.08,0.024876,0.0113464
1.1,0.0388066,0.0187462
1.12,0.0348264,0.0177595
1.14,0.049752,0.024666
1.16,0.0477619,0.0236794
1.18,0.0616925,0.0305858
1.2,0.0577123,0.0295992
1.22,0.074628,0.0365057
1.24,0.0716429,0.0350257
1.26,0.0855734,0.0424255
1.28,0.0815933,0.0404522
