t,vds,corrente
0;0.00099504;-0.00049332;-0.0060335
0.02;-0.00199008;0.00049332;-0.012067
0.04;0.0099504;-0.00147996;0
0.06;-0.00298512;0.00394656;-0.012067
0.08;-0.00099504;-0.00147996;-0.012067
0.1;0.0368165;0.0172662;0.0060335
0.12;0.0338314;0.0162796;-0.012067
0.14;0.0467669;0.023186;0.0060335
0.16;0.0447768;0.0221994;0
0.18;0.0587074;0.0291059;-0.012067
0.2;0.0567173;0.0281192;0.0060335
0.22;0.0706478;0.0350257;-0.012067
0.24;0.0676627;0.0335458;0
0.26;0.0825883;0.0409456;-0.012067
0.28;0.0796032;0.0399589;0
0.3;0.0935338;0.0468654;-0.012067
0.32;0.098509;0.0488387;0
0.34;0.0895536;0.0443988;-0.012067
0.36;0.0915437;0.0453854;-0.012067
0.38;0.0776131;0.038479;0.0060335
0.4;0.0796032;0.0394656;-0.012067
0.42;0.0656726;0.0320658;0.0060335
0.44;0.0676627;0.0335458;0.0060335
0.46;0.0537322;0.0266393;-0.012067
0.48;0.0557222;0.0276259;-0.012067
0.5;0.0417917;0.0207194;0.0060335
0.52;0.0437818;0.0217061;-0.012067
0.54;0.0298512;0.0143063;0.0060335
0.56;0.0338314;0.0157862;0
0.58;0.0189058;0.00887976;-0.012067
0.6;0.0208958;0.0098664;0
0.62;0.00696528;0.00295992;-0.012067
0.64;0.0099504;0.00394656;-0.012067
0.66;-0.00398016;-0.00295992;0.0060335
0.68;-0.00199008;-0.00197328;0
0.7;-0.0159206;-0.00887976;-0.012067
0.72;-0.0139306;-0.00789312;0
0.74;-0.0278611;-0.0147996;-0.012067
0.76;-0.025871;-0.013813;-0.012067
0.78;-0.0398016;-0.0207194;0.0060335
0.8;-0.0378115;-0.0197328;-0.012067
0.82;-0.049752;-0.0256526;0.0060335
0.84;-0.048757;-0.0251593;0
0.86;-0.0348264;-0.0182528;-0.012067
0.88;-0.0368165;-0.0192395;-0.012067
0.9;-0.0228859;-0.012333;0.0060335
0.92;-0.025871;-0.0133196;0
0.94;-0.0109454;-0.00641316;-0.012067
0.96;-0.0139306;-0.0073998;-0.012067
0.98;0;-0.00049332;0.0060335
1;-0.00099504;-0.00147996;0
1.02;0.0119405;0.00542652;-0.012067
1.04;0.0099504;0.00443988;-0.012067
1.06;0.023881;0.0113464;0.0060335
1.08;0.0218909;0.0103597;0
1.1;0.0358214;0.0172662;-0.012067
1.12;0.0328363;0.0157862;0
1.14;0.0477619;0.023186;-0.012067
1.16;0.0447768;0.0221994;0
1.18;0.0587074;0.0291059;-0.012067
1.2;0.0567173;0.0281192;-0.012067
1.22;0.0706478;0.0345324;0.0060335
1.24;0.0676627;0.0335458;-0.012067
1.26;0.0825883;0.0404522;0.0060335
1.28;0.0805982;0.0394656;0
1.3;0.0945288;0.0468654;-0.012067
1.32;0.098509;0.0488387;0
1.34;0.0885586;0.0443988;-0.012067
1.36;0.0915437;0.0453854;0
1.38;0.0776131;0.0379856;-0.012067
1.4;0.0796032;0.0394656;0
1.42;0.0656726;0.0320658;-0.012067
1.44;0.0676627;0.0335458;-0.012067
1.46;0.0537322;0.0266393;0.0060335
1.48;0.0557222;0.0276259;-0.012067
1.5;0.0417917;0.0207194;0.0060335
1.52;0.0447768;0.0217061;0
1.54;0.0308462;0.0147996;-0.012067
1.56;0.0328363;0.0157862;-0.012067
1.58;0.0189058;0.00887976;0.0060335
1.6;0.0208958;0.0098664;-0.012067
1.62;0.0049752;0.00295992;0.0060335
1.64;0.00895536;0.00394656;-0.012067
1.66;-0.0049752;-0.00295992;0.0060335
1.68;-0.00199008;-0.00197328;0
1.7;-0.0179107;-0.00838644;-0.012067
1.72;-0.0139306;-0.00789312;0
1.74;-0.0288562;-0.0147996;-0.012067
1.76;-0.0268661;-0.013813;0
1.78;-0.0398016;-0.0207194;-0.012067
1.8;-0.0378115;-0.0197328;0
1.82;-0.049752;-0.026146;-0.012067
1.84;-0.048757;-0.0251593;0
1.86;-0.024876;-0.0182528;-0.012067
1.88;-0.0368165;-0.0192395;0
1.9;-0.023881;-0.012333;-0.012067
1.92;-0.025871;-0.0133196;-0.012067
1.94;-0.0109454;-0.00641316;0.0060335
1.96;-0.0139306;-0.0073998;-0.012067
1.98;0;-0.00049332;0.0060335
2;-0.00199008;-0.00197328;0
2.02;0.0129355;0.00542652;-0.012067
2.04;0.0099504;0.00443988;-0.012067
2.06;0.023881;0.0113464;0.0060335
2.08;0.0208958;0.0103597;0
2.1;0.0358214;0.0172662;-0.012067
2.12;0.0338314;0.0162796;-0.012067
2.14;0.0467669;0.023186;0.0060335
2.16;0.0457718;0.0221994;0
2.18;0.0597024;0.0291059;-0.012067
2.2;0.0567173;0.0276259;-0.012067
2.22;0.0706478;0.0345324;0.0060335
2.24;0.0686578;0.0340391;0
2.26;0.0825883;0.0409456;-0.012067
2.28;0.0805982;0.0399589;0.0060335
2.3;0.0935338;0.0463721;-0.012067
2.32;0.098509;0.0488387;-0.012067
2.34;0.0895536;0.0443988;0.0060335
2.36;0.0915437;0.0453854;0
2.38;0.0776131;0.0379856;-0.012067
2.4;0.0796032;0.0389723;-0.012067
2.42;0.0577123;0.0320658;0.0060335
2.44;0.0676627;0.0335458;0
2.46;0.0537322;0.0266393;-0.012067
2.48;0.0567173;0.0276259;0
2.5;0.0417917;0.0207194;-0.012067
2.52;0.0447768;0.0217061;0
2.54;0.0308462;0.0147996;-0.012067
2.56;0.0328363;0.0157862;0.0060335
2.58;0.0189058;0.00887976;-0.012067
2.6;0.0208958;0.0098664;-0.012067
2.62;0.00696528;0.00295992;0.0060335
2.64;0.00895536;0.00443988;0
2.66;-0.0049752;-0.00295992;-0.012067
2.68;-0.00298512;-0.00197328;0
2.7;-0.0169157;-0.00887976;-0.012067
2.72;-0.0149256;-0.00789312;-0.012067
2.74;-0.0288562;-0.0147996;0.0060335
2.76;-0.0268661;-0.013813;-0.012067
2.78;-0.0398016;-0.0207194;0.0060335
2.8;-0.0378115;-0.0197328;0.0060335
2.82;-0.050747;-0.0256526;-0.012067
2.84;-0.048757;-0.0251593;0
2.86;-0.0348264;-0.0182528;-0.012067
2.88;-0.0368165;-0.0192395;0
2.9;-0.023881;-0.012333;-0.012067
2.92;-0.025871;-0.0133196;-0.012067
2.94;-0.0109454;-0.00641316;0.0060335
2.96;-0.0139306;-0.0073998;-0.012067
2.98;0.00099504;-0.00049332;0.0060335
3;-0.00199008;-0.00147996;0
3.02;0.0119405;0.00542652;-0.012067
3.04;0.0099504;0.00443988;-0.012067
3.06;0.023881;0.0113464;0.0060335
3.08;0.0218909;0.0103597;-0.012067
3.1;0.0358214;0.0172662;0.0060335
3.12;0.0338314;0.0157862;0.0060335
3.14;0.0477619;0.023186;-0.012067
3.16;0.0447768;0.0221994;-0.012067
3.18;0.0587074;0.0291059;0.0060335
3.2;0.0567173;0.0281192;-0.012067
3.22;0.0706478;0.0345324;0.0060335
3.24;0.0686578;0.0335458;-0.012067
3.26;0.0825883;0.0409456;0.0060335
3.28;0.0805982;0.0399589;-0.012067
3.3;0.0935338;0.0463721;0.0060335
3.32;0.098509;0.0488387;0.0060335
3.34;0.0895536;0.0443988;-0.012067
3.36;0.0915437;0.0453854;0.0060335
3.38;0.0776131;0.038479;-0.012067
3.4;0.0796032;0.0394656;0
3.42;0.0656726;0.0325591;-0.012067
3.44;0.0676627;0.0335458;0.0060335
3.46;0.0537322;0.0266393;-0.012067
3.48;0.0557222;0.0281192;0
3.5;0.0427867;0.0207194;-0.012067
3.52;0.0447768;0.0217061;-0.012067
3.54;0.0308462;0.0147996;0.0060335
3.56;0.0328363;0.0157862;0
3.58;0.0189058;0.00887976;-0.012067
3.6;0.0208958;0.0098664;-0.012067
3.62;0.00696528;0.00295992;0.0060335
3.64;0.00895536;0.00394656;0.0060335
3.66;-0.00398016;-0.00295992;-0.012067
3.68;-0.00298512;-0.00197328;0.0060335
3.7;-0.0159206;-0.00887976;-0.012067
3.72;-0.0139306;-0.00789312;0
3.74;-0.0288562;-0.0152929;-0.012067
3.76;-0.025871;-0.013813;-0.012067
3.78;-0.0398016;-0.0207194;0.0060335
3.8;-0.0378115;-0.0197328;-0.012067
3.82;-0.049752;-0.026146;0.0060335
3.84;-0.048757;-0.0251593;0
3.86;-0.0348264;-0.0182528;-0.012067
3.88;-0.0368165;-0.0192395;0
3.9;-0.023881;-0.012333;-0.012067
3.92;-0.025871;-0.0133196;0.0060335
3.94;-0.0109454;-0.00641316;-0.012067
3.96;-0.0139306;-0.0073998;0
3.98;0.00099504;-0.00049332;-0.012067
4;-0.00298512;-0.00147996;-0.012067
4.02;0.0119405;0.00591984;0.0060335
4.04;0.0099504;0.00443988;0.0060335
4.06;0.024876;0.0113464;-0.012067
4.08;0.0218909;0.0103597;-0.012067
4.1;0.0358214;0.0177595;0.0060335
4.12;0.0328363;0.0162796;-0.012067
4.14;0.0477619;0.0236794;0.0060335
4.16;0.0447768;0.0221994;0
4.18;0.0587074;0.0291059;-0.012067
4.2;0.0567173;0.0281192;0
4.22;0.0716429;0.0345324;-0.012067
4.24;0.0686578;0.0340391;0.0060335
4.26;0.0825883;0.0409456;-0.012067
4.28;0.0805982;0.0399589;-0.012067
4.3;0.0935338;0.0463721;0.0060335
4.32;0.098509;0.0488387;0.0060335
4.34;0.0885586;0.0439055;-0.012067
4.36;0.0905486;0.0448921;0
4.38;0.0776131;0.038479;-0.012067
4.4;0.0796032;0.0389723;-0.012067
4.42;0.0656726;0.0325591;0.0060335
4.44;0.0676627;0.0335458;0.0060335
4.46;0.0547272;0.0266393;-0.012067
4.48;0.0557222;0.0276259;-0.012067
4.5;0.0417917;0.0207194;0.0060335
4.52;0.0447768;0.0221994;0
4.54;0.0308462;0.0147996;-0.012067
4.56;0.0328363;0.0162796;0
4.58;0.0179107;0.00838644;-0.012067
4.6;0.0208958;0.0098664;-0.012067
4.62;0.00696528;0.00295992;0.0060335
4.64;0.00895536;0.00394656;-0.012067
4.66;-0.0049752;-0.00295992;0.0060335
4.68;-0.00199008;-0.00197328;0
4.7;-0.0159206;-0.00887976;-0.012067
4.72;-0.0139306;-0.0073998;0
4.74;-0.0278611;-0.0147996;-0.012067
4.76;-0.0268661;-0.013813;0
4.78;-0.0427867;-0.0207194;-0.012067
4.8;-0.0378115;-0.0197328;0
4.82;-0.049752;-0.0256526;-0.012067
4.84;-0.048757;-0.0251593;0
4.86;-0.0348264;-0.0182528;-0.012067
4.88;-0.0368165;-0.0192395;-0.012067
4.9;-0.0228859;-0.012333;0.0060335
4.92;-0.025871;-0.0133196;0
4.94;-0.0109454;-0.00641316;-0.012067
4.96;-0.0139306;-0.0073998;0.0060335
4.98;0;-0.00049332;-0.012067
5;-0.00199008;-0.00197328;0
5.02;0.0129355;0.00542652;-0.012067
5.04;0.0109454;0.00443988;-0.012067
5.06;0.023881;0.0113464;0.0060335
5.08;0.0218909;0.0103597;0
5.1;0.0358214;0.0172662;-0.0060335
5.12;0.0328363;0.0162796;0
5.14;0.0477619;0.023186;-0.012067
5.16;0.0447768;0.0217061;-0.012067
5.18;0.0597024;0.0291059;0.0060335
5.2;0.0567173;0.0281192;0
5.22;0.0716429;0.0350257;-0.012067
5.24;0.0686578;0.0340391;0.0060335
5.26;0.0825883;0.0409456;-0.012067
5.28;0.0805982;0.0394656;0.0060335
5.3;0.0945288;0.0463721;-0.012067
5.32;0.098509;0.0488387;-0.012067
5.34;0.0895536;0.0439055;0.0060335
5.36;0.0915437;0.0453854;0.0060335
5.38;0.0776131;0.038479;-0.012067
5.4;0.0796032;0.0394656;-0.0060335
5.42;0.0656726;0.0320658;0.0060335
5.44;0.0676627;0.0335458;0
5.46;0.0537322;0.0266393;-0.012067
5.48;0.0557222;0.0276259;-0.012067
5.5;0.0427867;0.0202261;0.0060335
5.52;0.0447768;0.0217061;0
5.54;0.0308462;0.0147996;-0.012067
5.56;0.0338314;0.0157862;0.0060335
5.58;0.0189058;0.00887976;-0.012067
5.6;0.0208958;0.0098664;0.0060335
5.62;0.00796032;0.00295992;-0.012067
5.64;0.0109454;0.00394656;-0.012067
5.66;-0.0049752;-0.00295992;0.0060335
5.68;-0.00199008;-0.00197328;0
5.7;-0.0159206;-0.00887976;-0.012067
5.72;-0.0139306;-0.00789312;-0.012067
5.74;-0.0278611;-0.0147996;0.0060335
5.76;-0.0268661;-0.013813;-0.012067
5.78;-0.0398016;-0.0207194;0.0060335
5.8;-0.0378115;-0.0197328;-0.012067
5.82;-0.049752;-0.0256526;0.0060335
5.84;-0.0477619;-0.024666;-0.012067
5.86;-0.0348264;-0.0182528;0.0060335
5.88;-0.0368165;-0.0197328;0
5.9;-0.023881;-0.012333;-0.012067
5.92;-0.025871;-0.0133196;-0.012067
5.94;-0.0119405;-0.00641316;0.0060335
5.96;-0.0139306;-0.0073998;-0.012067
5.98;0.00099504;-0.00049332;0.0060335
6;-0.00199008;-0.00147996;0
6.02;0.0119405;0.00542652;-0.012067
6.04;0.0099504;0.00443988;-0.012067
6.06;0.023881;0.0113464;0.0060335
6.08;0.0218909;0.0103597;-0.0060335
6.1;0.0358214;0.0177595;0
6.12;0.0338314;0.0157862;-0.012067
6.14;0.0477619;0.023186;0.0060335
6.16;0.0447768;0.0221994;0.0060335
6.18;0.0587074;0.0291059;-0.012067
6.2;0.0567173;0.0281192;-0.012067
6.22;0.0706478;0.0350257;0.0060335
6.24;0.0686578;0.0340391;0.0060335
6.26;0.0825883;0.0409456;-0.012067
6.28;0.0805982;0.0399589;0.0060335
6.3;0.0935338;0.0463721;-0.012067
6.32;0.098509;0.0488387;0.0060335
6.34;0.0895536;0.0439055;-0.012067
6.36;0.0915437;0.0453854;-0.0060335
6.38;0.0776131;0.038479;0
6.4;0.0796032;0.0394656;0.0060335
6.42;0.0656726;0.0320658;-0.012067
6.44;0.0676627;0.0335458;0.0060335
6.46;0.0527371;0.0266393;-0.012067
6.48;0.0557222;0.0276259;-0.012067
6.5;0.0427867;0.0207194;0.0060335
