;TEMPO;VDS;VG
0;4.5e-07;-0.0020706;-0.159614
1;9e-07;-0.00186354;-0.159614
2;1.35e-06;-0.00186354;-0.159614
3;1.8e-06;-0.00186354;-0.159614
4;2.25e-06;-0.00186354;-0.159614
5;2.7e-06;-0.00186354;-0.159614
6;3.15e-06;-0.00186354;-0.159614
7;3.6e-06;-0.00186354;-0.159614
8;4.05e-06;-0.00186354;-0.159614
9;4.5e-06;-0.00186354;-0.159614
10;4.95e-06;-0.00186354;-0.159614
11;5.4e-06;-0.00186354;-0.159614
12;5.85e-06;-0.00186354;-0.159614
13;6.3e-06;-0.00186354;-0.159614
14;6.75e-06;-0.00186354;-0.159614
15;7.2e-06;-0.00186354;-0.159614
16;7.65e-06;-0.00186354;-0.159614
17;8.1e-06;-0.00186354;-0.159614
18;8.55e-06;-0.00186354;-0.159614
19;9e-06;-0.00186354;-0.159614
20;9.45e-06;-0.00186354;-0.159614
21;9.9e-06;-0.00186354;-0.159614
22;1.035e-05;-0.00186354;-0.159614
23;1.08e-05;-0.00186354;-0.159614
24;1.125e-05;-0.00186354;-0.159614
25;1.17e-05;-0.00186354;-0.159614
26;1.215e-05;-0.00186354;-0.159614
27;1.26e-05;-0.00186354;-0.159614
28;1.305e-05;-0.00186354;-0.159614
29;1.35e-05;-0.00186354;-0.159614
30;1.395e-05;-0.00186354;-0.159614
31;1.44e-05;-0.00186354;-0.159614
32;1.485e-05;-0.00186354;-0.159614
33;1.53e-05;-0.00186354;-0.159614
34;1.575e-05;-0.00186354;-0.159614
35;1.62e-05;-0.00186354;-0.159614
36;1.665e-05;-0.00186354;-0.159614
37;1.71e-05;-0.00186354;-0.159614
38;1.755e-05;-0.00186354;-0.159614
39;1.8e-05;-0.00186354;-0.159614
40;1.845e-05;-0.00186354;-0.159614
41;1.89e-05;-0.00186354;-0.159614
42;1.935e-05;-0.00186354;-0.159614
43;1.98e-05;-0.00186354;-0.159614
44;2.025e-05;-0.00186354;-0.159614
45;2.07e-05;-0.00186354;-0.159614
46;2.115e-05;-0.00186354;-0.159614
47;2.16e-05;-0.00186354;-0.159614
48;2.205e-05;-0.00186354;-0.159614
49;2.25e-05;-0.00186354;-0.159614
50;2.295e-05;-0.00186354;-0.159614
51;2.34e-05;-0.00186354;-0.159614
52;2.385e-05;-0.00186354;-0.159614
53;2.43e-05;-0.00186354;-0.159614
54;2.475e-05;-0.00186354;-0.159614
55;2.52e-05;-0.00186354;-0.159614
56;2.565e-05;-0.00186354;-0.159614
57;2.61e-05;-0.00186354;-0.159614
58;2.655e-05;-0.00186354;-0.159614
59;2.7e-05;-0.00186354;-0.159614
60;2.745e-05;-0.00186354;-0.159614
61;2.79e-05;-0.00186354;-0.159614
62;2.835e-05;-0.00186354;-0.159614
63;2.88e-05;-0.00186354;-0.159614
64;2.925e-05;-0.00186354;-0.159614
65;2.97e-05;-0.00186354;-0.159614
66;3.015e-05;-0.00186354;-0.159614
67;3.06e-05;-0.00186354;-0.159614
68;3.105e-05;-0.00186354;-0.159614
69;3.15e-05;-0.00186354;-0.159614
70;3.195e-05;-0.00186354;-0.159614
71;3.24e-05;-0.00186354;-0.159614
72;3.285e-05;-0.00186354;-0.159614
73;3.33e-05;-0.00186354;-0.159614
74;3.375e-05;-0.00186354;-0.159614
75;3.42e-05;-0.00186354;-0.159614
76;3.465e-05;-0.00186354;-0.159614
77;3.51e-05;-0.00186354;-0.159614
78;3.555e-05;-0.00186354;-0.159614
79;3.6e-05;-0.00186354;-0.159614
80;3.645e-05;-0.00186354;-0.159614
81;3.69e-05;-0.00186354;-0.159614
82;3.735e-05;-0.00186354;-0.159614
83;3.78e-05;-0.00186354;-0.159614
84;3.825e-05;-0.00186354;-0.159614
85;3.87e-05;-0.00186354;-0.159614
86;3.915e-05;-0.00186354;-0.159614
87;3.96e-05;-0.00186354;-0.159614
88;4.005e-05;-0.00186354;-0.159614
89;4.05e-05;-0.00186354;-0.159614
90;4.095e-05;-0.00186354;-0.159614
91;4.14e-05;-0.00186354;-0.159614
92;4.185e-05;-0.00186354;-0.159614
93;4.23e-05;-0.00186354;-0.159614
94;4.275e-05;-0.00186354;-0.159614
95;4.32e-05;-0.00186354;-0.159614
96;4.365e-05;-0.00186354;-0.159614
97;4.41e-05;-0.00186354;-0.159614
98;4.455e-05;-0.00186354;-0.159614
99;4.5e-05;-0.00186354;-0.159614
100;4.545e-05;-0.00186354;-0.159614
101;4.59e-05;-0.00186354;-0.159614
102;4.635e-05;-0.00186354;-0.159614
103;4.68e-05;-0.00186354;-0.159614
104;4.725e-05;-0.00186354;-0.159614
105;4.77e-05;-0.00186354;-0.159614
106;4.815e-05;-0.00186354;-0.159614
107;4.86e-05;-0.00186354;-0.159614
108;4.905e-05;-0.00186354;-0.159614
109;4.95e-05;-0.00186354;-0.159614
110;4.995e-05;-0.00186354;-0.159614
111;5.04e-05;-0.00186354;-0.159614
112;5.085e-05;-0.00186354;-0.159614
113;5.13e-05;-0.00186354;-0.159614
114;5.175e-05;-0.00186354;-0.159614
115;5.22e-05;-0.00186354;-0.159614
116;5.265e-05;-0.00186354;-0.159614
117;5.31e-05;-0.00186354;-0.159614
118;5.355e-05;-0.00186354;-0.159614
119;5.4e-05;-0.00186354;-0.159614
120;5.445e-05;-0.00186354;-0.159614
121;5.49e-05;-0.00186354;-0.159614
122;5.535e-05;-0.00186354;-0.159614
123;5.58e-05;-0.00186354;-0.159614
124;5.625e-05;-0.00186354;-0.159614
125;5.67e-05;-0.00186354;-0.159614
