;subida;descida
0;0.021884439999999998;0.01887893
1;0.021884439999999998;0.01902822
2;0.02203372;0.01907798
3;0.022123289999999997;0.01908794
4;0.021934199999999997;0.019048130000000003
5;0.021914299999999998;0.018859030000000002
6;0.02198397;0.01882918
7;0.02201383;0.019008320000000002
8;0.02202378;0.019117790000000003
9;0.02202376;0.019058079999999998
10;0.022103389999999994;0.01897847
11;0.02188445;0.01893866
12;0.02208348;0.01903817
13;0.02222281;0.019127730000000003
14;0.02197401;0.01895856
15;0.02212329;0.01904812
16;0.022013809999999998;0.01886898
17;0.021824729999999994;0.01885903
18;0.02210339;0.018988410000000004
19;0.02194416;0.01905807
20;0.02203372;0.01911777
21;0.02198397;0.0189287
22;0.02167547;0.01899836
23;0.022063589999999998;0.018898839999999997
24;0.021695350000000006;0.01881923
25;0.02217305;0.01893864
26;0.02213324;0.01916754
27;0.021894389999999996;0.01909789
28;0.02238204;0.0189486
29;0.02175506;0.01888889
30;0.022093429999999997;0.01911778
31;0.022411899999999995;0.01904813
32;0.021884439999999998;0.019018269999999997
33;0.022103389999999997;0.019008309999999997
34;0.021884439999999998;0.01907797
35;0.022023770000000005;0.01910783
36;0.02206359;0.019077979999999998
37;0.02198397;0.01909788
38;0.021765029999999998;0.0188889
39;0.021575920000000002;0.01893865
40;0.02176502;0.019237209999999998
41;0.02226262;0.0189486
42;0.02197401;0.01885904
43;0.02226261;0.01902823
44;0.02204368;0.01907797
45;0.02180483;0.018958549999999998
46;0.022053629999999998;0.01924716
47;0.021954099999999997;0.019097879999999998
48;0.02208349;0.01889885
49;0.021983959999999997;0.019068019999999998
50;0.021834679999999995;0.01897845
51;0.022123289999999997;0.01914763
52;0.021964050000000002;0.019008320000000002
53;0.0221233;0.01914764
54;0.02208348;0.01908794
55;0.02167545;0.018819239999999997
56;0.02195411;0.01899836
57;0.021944159999999997;0.01926706
58;0.02199392;0.019087929999999996
59;0.022222819999999997;0.01907797
60;0.02192425;0.018938649999999998
61;0.02203372;0.01903817
62;0.022033729999999998;0.01913768
63;0.021904349999999996;0.019068029999999996
64;0.02213325;0.01918744
65;0.02198397;0.01893864
66;0.022192959999999998;0.01905807
67;0.02192425;0.01906803
68;0.02171527;0.01905806
69;0.022511410000000003;0.019068019999999998
70;0.022063579999999996;0.018918749999999998
71;0.021944159999999997;0.01912773
72;0.022043669999999998;0.0189486
73;0.02187449;0.01902821
74;0.02215315;0.01914763
75;0.02199393;0.01911779
76;0.022372090000000004;0.01902821
77;0.0216854;0.018829180000000004
78;0.021944159999999997;0.0187197
79;0.022491519999999997;0.018868990000000002
80;0.021356980000000005;0.01912773
81;0.022780130000000003;0.019247159999999996
82;0.02218301;0.01902822
83;0.02153612;0.01902821
84;0.02250146;0.019028209999999997
85;0.021844640000000002;0.01907798
86;0.02223276;0.01889883
87;0.022053620000000003;0.018958549999999998
88;0.02189439;0.019018260000000002
89;0.022362139999999996;0.01930687
90;0.021774969999999998;0.019127719999999997
91;0.022043669999999994;0.01913769
92;0.0219939;0.01902822
93;0.021974019999999997;0.01872966
94;0.022282530000000002;0.019754729999999998
95;0.021546079999999995;0.01834151
96;0.022153149999999996;0.01980449
97;0.02208349;0.01899836
98;0.021834680000000002;0.01850077
99;0.022182999999999998;0.021098239999999997
100;0.018421149999999997;0.017007974000000002
101;0.010350074;0.020083129999999998
102;0.0008658240000000001;0.019446200000000004
103;-0.003204544;0.017903640000000002
104;-0.0011046720000000001;0.021356969999999996
105;0.000268704;0.018301730000000002
106;-0.0003085120023283099;0.01935663
107;-0.002617376;0.01966515
108;-0.0049759999999999995;0.01804297
109;-0.005045664;0.020431449999999997
110;-0.005304416000000001;0.018421146
111;-0.005712448;0.01916756
112;-0.006598176;0.019366599999999998
113;-0.007732704;0.018341520000000004
114;-0.008071071999999999;0.01991395
115;-0.008170592;0.018510716000000003
116;-0.009026466;0.01913769
117;-0.009404642;0.019665159999999998
118;-0.010121188;0.017804118
119;-0.010628736000000001;0.020262259999999997
120;-0.010758104000000001;0.01831168
121;-0.011385089999999999;0.01927702
122;-0.011683656;0.019635279999999998
123;-0.01214142;0.018640089999999998
124;-0.012111569999999999;0.01949597
125;-0.01232057;0.018630159999999996
126;-0.01275846;0.0189287
127;-0.012917689999999999;0.019486020000000003
128;-0.013216249999999999;0.018580390000000002
129;-0.013415299999999996;0.01950592
130;-0.013494909999999999;0.018868979999999997
131;-0.01376362;0.018640089999999998
132;-0.013693939999999998;0.019625350000000003
133;-0.013962649999999998;0.01863015
134;-0.01422139;0.01891875
135;-0.014291080000000001;0.01954573
136;-0.014410490000000003;0.018669949999999998
137;-0.014231360000000002;0.019824379999999996
138;-0.014529930000000002;0.01956563
139;-0.014529930000000002;0.01854056
140;-0.01464936;0.019854240000000002
141;-0.014728970000000003;0.01874956
142;-0.0146394;0.01896851
143;-0.014709060000000001;0.019585540000000002
144;-0.014589640000000004;0.01875952
145;-0.014709060000000001;0.01929695
146;-0.014589640000000001;0.01870975
147;-0.014460260000000003;0.01924717
148;-0.014569739999999998;0.01881923
149;-0.014529919999999998;0.018590329999999995
150;-0.0143906;0.019804469999999998
151;-0.014350779999999999;0.01852066
152;-0.014330890000000002;0.01938649
153;-0.014291080000000001;0.019675110000000003
154;-0.0141418;0.018620199999999996
155;-0.014171659999999999;0.0194661
156;-0.013952709999999998;0.018839139999999997
157;-0.01379348;0.01939645
158;-0.013823329999999998;0.019217309999999998
159;-0.013733759999999998;0.018849089999999995
160;-0.013733759999999998;0.01957558
161;-0.013803429999999997;0.01853062
162;-0.013504849999999999;0.0191974
163;-0.01324612;0.018809269999999996
164;-0.013484969999999999;0.01899837
165;-0.013057029999999997;0.0196353
166;-0.013186400000000001;0.01859034
167;-0.01305703;0.01941635
168;-0.0130371;0.01918745
169;-0.0127485;0.01877941
170;-0.012350429999999999;0.019396459999999997
171;-0.012818179999999998;0.01891874
172;-0.01216132;0.019366589999999996
173;-0.012081709999999999;0.019396450000000003
