;subida;descida
0;0.02789547;0.017137359999999997
1;0.027477469999999997;0.0186401
2;0.02725855;0.020909150000000005
3;0.02737797000000001;0.02166551
4;0.027527260000000005;0.021655549999999996
5;0.027785999999999998;0.02303889
6;0.028233829999999998;0.023954460000000004
7;0.02831347;0.02539752
8;0.028731429999999995;0.02629318
9;0.029388250000000005;0.02676093
10;0.029796290000000003;0.027815850000000003
11;0.029846050000000006;0.0286319
12;0.029418099999999996;0.029537530000000006
13;0.028811030000000005;0.03049292
14;0.028442819999999997;0.03096066
15;0.028034789999999997;0.03161750000000001
16;0.027965129999999998;0.032304189999999997
17;0.02778599;0.03270227999999999
18;0.0275571;0.03325960000000001
19;0.02760686;0.033757190000000006
20;0.027845710000000003;0.03411544
21;0.028263700000000003;0.03457325
22;0.02861202;0.0350609
23;0.028691630000000003;0.03565802
24;0.028711539999999997;0.03610585
25;0.028771230000000002;0.036633309999999995
26;0.02872149;0.03724039
27;0.028801089999999994;0.037897219999999995
28;0.02874138;0.038424679999999996
29;0.02841297;0.03868341
30;0.028114399999999994;0.038802829999999996
31;0.027915370000000002;0.039161119999999994
32;0.027776020000000002;0.03946963
33;0.02785565;0.039917470000000004
34;0.027915370000000002;0.040126470000000004
35;0.02810447;0.03989757
36;0.02841297;0.0397881
37;0.028651830000000007;0.04015633
38;0.029149409999999997;0.04073354
39;0.02924892;0.041081870000000006
40;0.02918921;0.041559559999999995
41;0.02911956;0.041818299999999996
42;0.02882099;0.04202729000000001
43;0.028621959999999995;0.042345759999999996
44;0.0283234;0.04276372999999999
45;0.0280348;0.04291303
46;0.027776029999999997;0.042634359999999996
47;0.027686469999999998;0.04232584999999999
48;0.027756140000000002;0.04206711
49;0.028094489999999993;0.04211686
50;0.02853239;0.0422761
51;0.028820999999999996;0.04235571
52;0.029189209999999993;0.04249504
53;0.029368369999999998;0.042704019999999995
54;0.029597240000000004;0.0432713
55;0.029268829999999996;0.04394802
56;0.029010070000000006;0.044555109999999995
57;0.02847265;0.045022839999999995
58;0.027925310000000002;0.04491337
59;0.027497379999999995;0.044784
60;0.027457569999999997;0.044565049999999995
61;0.027527249999999996;0.04432619
62;0.02770637;0.04412716999999999
63;0.02798502;0.043709189999999995
64;0.028303490000000004;0.04333102
65;0.028741400000000007;0.04318171
66;0.029238979999999998;0.0435599
67;0.029597239999999997;0.04390822
68;0.02969676;0.04426649
69;0.029358409999999995;0.04436601
70;0.028791130000000005;0.04463471
71;0.028462720000000004;0.04486361
72;0.028283589999999997;0.04508255
73;0.02800493;0.04513232
74;0.02785565;0.04495317
75;0.02755709;0.04458496
76;0.02744761;0.044356070000000004
77;0.02764666;0.04447548
78;0.028174109999999995;0.04461480999999999
79;0.02865181;0.04455511
80;0.028840910000000004;0.044375960000000006
