Resistencia;Condutancia;VG;Coef. Linear
9860.08288202139;0.0001014190257795;-0.0317686876;0.0148477218059559
9875.626761434823;0.0001012593959003;-0.0481958193499999;0.0148522373123223
9847.844017529573;0.0001015450689734;-0.07167126475;0.0144940778109635
9824.314893776474;0.0001017882682723;-0.0951187897499999;0.0141622452409581
9846.938942831135;0.0001015544024194;-0.1134328715;0.0144175150456946
9878.07513293464;0.0001012342978305;-0.137547326;0.0151150246043802
9837.052003280194;0.000101656471844;-0.158048996;0.0146889966376375
9836.380011972296;0.0001016634167023;-0.1747538135;0.0148551030638293
9836.892432466486;0.0001016581208817;-0.1915425674999999;0.0145668622811881
9897.001928568729;0.0001010406997207;-0.2185886005;0.0146307007349067
9830.559426102836;0.0001017236106975;-0.01550911252;0.0148829319409235
9847.47726709622;0.0001015488508251;0.000256203097;0.0152261437713201
9856.111911208252;0.0001014598869218;0.020556572;0.0146019954560022
9909.81655586607;0.000100910041509;0.04516742045;0.0149630005288828
9892.38791950336;0.0001010878271391;0.0635215834;0.0148025582383231
9875.29885686288;0.0001012627581701;0.07978238115;0.0150738621934234
9904.888005388826;0.0001009602531049;0.1058823602;0.0146030068224826
9885.271102520384;0.0001011606044618;0.1266316685;0.0155340632291671
9868.189184614866;0.0001013357143131;0.1429594475;0.015534273172222
9908.21843243155;0.0001009263175634;0.1647700704999999;0.0159183444819881
9880.634178067528;0.0001012080785482;0.1899103999999999;0.0155039642663482
9863.933014006774;0.0001013794394771;0.206391733;0.0159242460861346
9905.300342414326;0.0001009560503398;0.2223525235;0.0154504342814274
9880.07108033936;0.0001012138467292;0.238634441;0.0153727042175125
9885.645786999075;0.0001011567702855;0.265483924;0.0158467354736775
9845.400507090648;0.0001015702712428;0.285811358;0.0156179344670515
9876.877230136306;0.0001012465758862;0.3018465535;0.015735558152313
9839.46606414454;0.0001016315309673;0.3189651179999999;0.0162067186776855
9816.192442343012;0.0001018724934208;0.3458295255;0.0153121559041964
9891.96498825966;0.000101092149152;0.3648761149999999;0.0157781424290025
9844.449933514765;0.0001015800788011;0.3811674364999999;0.0152235059450269
9876.556745129416;0.0001012498612426;0.3994351605;0.0151308886478589
9847.13838180071;0.0001015523455878;0.4257506275;0.0150879690694624
9862.584988777124;0.000101393296092;0.4448114319999999;0.0147805056118012
9861.627811931809;0.0001014031373999;0.4619627179999999;0.0152343155359697
9898.881344598823;0.0001010215159863;0.4882003325;0.0151600160208271
9860.102439557966;0.0001014188246146;0.508055158;0.0151837731395249
9884.726250553103;0.0001011661804942;0.5240925419999999;0.0151744329429119
9859.9774321924;0.0001014201104289;0.5400243175;0.0154141305263793
9851.832197511574;0.0001015039618978;0.556772313;0.0151296721570283
9940.813688133216;0.0001005953869947;0.579950558;0.0153105223601362
9806.795627203242;0.0001019701070578;0.602323747;0.0146600628836137
9816.783826436058;0.0001018663564035;0.6196790140000001;0.0143160480646281
9882.249864177382;0.0001011915316597;0.6421029325;0.0151371182447361
9864.698296039704;0.0001013715746787;0.6630023449999999;0.0153978338975539
9927.347138420768;0.0001007318456841;0.6826979565;0.0157354865756772
9878.43752549904;0.0001012305840289;0.6989505874999999;0.0154903485845689
9861.650501826876;0.0001014029040894;0.716904351;0.0156632590086857
9877.851836711392;0.0001012365863075;0.7403656060000001;0.015553409868094
9902.7403979652;0.0001009821483561;0.7623718099999999;0.0147971812076081
9854.464602671304;0.0001014768473295;0.7843019655000001;0.0153560292557884
