;subida[VDS];descida[VDS]
167;0.0623108;0.160228
168;0.0623108;0.160228
169;0.0623108;0.160228
170;0.0623108;0.160228
171;0.0623108;0.160228
172;0.0623108;0.160228
173;0.0623108;0.160228
174;0.0623108;0.160228
175;0.0623108;0.160228
176;0.0623108;0.160228
177;0.0623108;0.160228
178;0.0623108;0.160228
179;0.0623108;0.160228
180;0.0623108;0.160228
181;0.0623108;0.160228
182;0.0623108;0.160228
183;0.0623108;0.160228
184;0.0623108;0.160228
185;0.0623108;0.160228
186;0.0623108;0.160228
187;0.0623108;0.160228
188;0.0623108;0.160228
189;0.0623108;0.160228
190;0.0623108;0.160228
191;0.0623108;0.160228
192;0.0623108;0.160228
193;0.0623108;0.160228
194;0.0623108;0.160228
195;0.0623108;0.160228
196;0.0623108;0.160228
197;0.0623108;0.160228
198;0.0623108;0.160228
199;0.0623108;0.160228
200;0.0623108;0.160228
201;0.0623108;0.160228
202;0.0623108;0.160228
203;0.0623108;0.160228
204;0.0623108;0.160228
205;0.0623108;0.160228
206;0.0623108;0.160228
207;0.0623108;0.160228
208;0.0623108;0.160228
209;0.0623108;0.160228
210;0.0623108;0.160228
211;0.0623108;0.160228
212;0.0623108;0.160228
213;0.0623108;0.160228
214;0.0623108;0.160228
215;0.0623108;0.160228
216;0.0618162;0.160228
217;0.0623108;0.160228
218;0.0623108;0.160228
219;0.0623108;0.160228
220;0.0623108;0.160228
221;0.0623108;0.160228
222;0.0623108;0.160228
223;0.0623108;0.160228
224;0.0623108;0.160228
225;0.0623108;0.160228
226;0.0623108;0.160228
227;0.0623108;0.160228
228;0.0623108;0.160228
229;0.0623108;0.160228
230;0.0623108;0.160228
231;0.0623108;0.160228
232;0.0623108;0.160228
233;0.0623108;0.160228
234;0.0623108;0.160228
235;0.0623108;0.160228
236;0.0623108;0.160228
237;0.0623108;0.160228
238;0.0623108;0.160228
239;0.0623108;0.160228
240;0.0623108;0.160228
241;0.0623108;0.160228
242;0.0623108;0.160228
243;0.0623108;0.160228
244;0.0623108;0.160228
245;0.0623108;0.160228
246;0.0623108;0.160228
247;0.0623108;0.160228
248;0.0623108;0.160228
249;0.0623108;0.160228
250;0.0623108;0.160228
251;0.0623108;0.160228
252;0.0623108;0.160228
253;0.0623108;0.160228
254;0.0618162;0.160228
255;0.0623108;0.160228
256;0.0623108;0.160228
257;0.0618162;0.160228
258;0.0623108;0.160228
259;0.0623108;0.160228
260;0.0623108;0.160228
261;0.0623108;0.160228
262;0.0623108;0.160228
263;0.0623108;0.160228
264;0.0623108;0.160228
265;0.0623108;0.160228
266;0.0623108;0.160228
267;0.0623108;0.160228
268;0.0623108;0.160228
269;0.0623108;0.160228
270;0.0623108;0.160228
271;0.0623108;0.160228
272;0.0623108;0.160228
273;0.0623108;0.160228
274;0.0623108;0.160228
275;0.0623108;0.160228
276;0.0623108;0.160228
277;0.0623108;0.160228
278;0.0623108;0.160228
279;0.0623108;0.160228
280;0.0623108;0.160228
281;0.0618162;0.160228
282;0.0623108;0.160228
283;0.0623108;0.160228
284;0.0623108;0.160228
285;0.0623108;0.160228
286;0.0623108;0.160228
287;0.0623108;0.160228
288;0.0623108;0.160228
289;0.0623108;0.160228
290;0.0623108;0.160228
291;0.0623108;0.160228
292;0.0623108;0.160228
293;0.0623108;0.160228
294;0.0618162;0.160228
295;0.0623108;0.160228
296;0.0623108;0.160228
297;0.0623108;0.160228
298;0.0623108;0.160228
299;0.0623108;0.160228
300;0.0623108;0.160228
301;0.0623108;0.160228
302;0.0623108;0.160228
303;0.0623108;0.160228
304;0.0623108;0.160228
305;0.0623108;0.160228
306;0.0623108;0.160228
307;0.0623108;0.160228
308;0.0623108;0.160228
309;0.0623108;0.160228
310;0.0623108;0.160228
311;0.0623108;0.160228
312;0.0623108;0.160228
313;0.0623108;0.160228
314;0.0623108;0.160228
315;0.0623108;0.160228
316;0.0623108;0.160228
317;0.0623108;0.160228
318;0.0623108;0.160228
319;0.0623108;0.160228
320;0.0618163;0.160228
321;0.0623108;0.160228
322;0.0623108;0.160228
323;0.0623108;0.160228
324;0.0623108;0.160228
325;0.0623108;0.160228
326;0.0623108;0.160228
327;0.0623108;0.160228
328;0.0623108;0.160228
329;0.0623108;0.160228
330;0.0623108;0.160228
331;0.0623108;0.160228
332;0.0623108;0.160228
333;0.0623108;0.160228
334;0.0623108;0.160228
335;0.0623108;0.160228
336;0.0623108;0.160228
337;0.0623108;0.160228
338;0.0623108;0.160228
339;0.0623108;0.160228
340;0.0623108;0.160228
341;0.0623108;0.160228
342;0.0623108;0.160228
343;0.0623108;0.160228
344;0.0623108;0.160228
345;0.0623108;0.160228
346;0.0623108;0.160228
347;0.0623108;0.160228
348;0.0623108;0.160228
349;0.0623108;0.160228
350;0.0623108;0.160228
351;0.0623108;0.160228
352;0.0623108;0.160228
353;0.0623108;0.160228
354;0.0623108;0.160228
355;0.0623108;0.160228
356;0.0623108;0.160228
357;0.0623108;0.160228
358;0.0623108;0.160228
359;0.0623108;0.160228
360;0.0623108;0.160228
361;0.0623108;0.160228
362;0.0623108;0.160228
363;0.0623108;0.160228
364;0.0623108;0.160228
365;0.0623108;0.160228
366;0.0623108;0.160228
367;0.0623108;0.160228
368;0.0623108;0.160228
369;0.0623108;0.160228
370;0.0623108;0.160228
371;0.0623108;0.160228
372;0.0623108;0.160228
373;0.0623108;0.160228
374;0.0623108;0.160228
375;0.0623108;0.160228
376;0.0623108;0.160228
377;0.0623108;0.160228
378;0.0623108;0.160228
379;0.0623108;0.160228
380;0.0623108;0.160228
381;0.0623108;0.160228
382;0.0623108;0.160228
383;0.0623108;0.160228
384;0.0623108;0.160228
385;0.0623108;0.160228
386;0.0623108;0.160228
387;0.0623108;0.160228
388;0.0623108;0.160228
389;0.0623108;0.160228
390;0.0623108;0.160228
391;0.0623108;0.160228
392;0.0623108;0.160228
393;0.0623108;0.160228
394;0.0623108;0.160228
395;0.0623108;0.160228
396;0.0623108;0.160228
397;0.0623108;0.160228
398;0.0623108;0.160228
399;0.0623108;0.160228
400;0.0623108;0.160228
401;0.0623108;0.160228
402;0.0623108;0.160228
403;0.0623108;0.160228
404;0.0623108;0.160228
405;0.0623108;0.160228
406;0.0623108;0.160228
407;0.0623108;0.160228
408;0.0623108;0.160228
409;0.0623108;0.160228
410;0.0623108;0.160228
411;0.0623108;0.160228
412;0.0623108;0.160228
413;0.0623108;0.160228
414;0.0623108;0.160228
415;0.0623108;0.160228
416;0.0623108;0.160228
417;0.0623108;0.160228
418;0.0623108;0.160228
419;0.0623108;0.160228
420;0.0623108;0.160228
421;0.0623108;0.160228
422;0.0623108;0.160228
423;0.0623108;0.160228
424;0.0623108;0.160228
425;0.0623108;0.160228
426;0.0623108;0.160228
427;0.0623108;0.160228
428;0.0623108;0.160228
429;0.0623108;0.160228
430;0.0623108;0.160228
431;0.0623108;0.160228
432;0.0623108;0.160228
433;0.0623108;0.160228
434;0.0623108;0.160228
435;0.0623108;0.160228
436;0.0623108;0.160228
437;0.0623108;0.160228
438;0.0623108;0.160228
439;0.0618162;0.160228
440;0.0623108;0.160228
441;0.0623108;0.160228
442;0.0623108;0.160228
443;0.0623108;0.160228
444;0.0623108;0.160228
445;0.0623108;0.160228
446;0.0623108;0.160228
447;0.0623108;0.160228
448;0.0623108;0.160228
449;0.0618162;0.160228
450;0.0623108;0.160228
451;0.0623108;0.160228
452;0.0623108;0.160228
453;0.0623108;0.160228
454;0.0623108;0.160228
455;0.0623108;0.160228
456;0.0623108;0.160228
457;0.0623108;0.160228
458;0.0623108;0.160228
459;0.0623108;0.160228
460;0.0623108;0.160228
461;0.0623108;0.160228
462;0.0623108;0.160228
463;0.0623108;0.160228
464;0.0623108;0.160228
465;0.0623108;0.160228
466;0.0623108;0.160228
467;0.0623108;0.160228
468;0.0623108;0.160228
469;0.0623108;0.160228
470;0.0623108;0.160228
471;0.0623108;0.160228
472;0.0623108;0.160228
473;0.0623108;0.160228
474;0.0623108;0.160228
475;0.0623108;0.160228
476;0.0623108;0.160228
477;0.0623108;0.160228
478;0.0623108;0.160228
479;0.0623108;0.160228
480;0.0623108;0.160228
481;0.0623108;0.160228
482;0.0623108;0.160228
483;0.0623108;0.160228
484;0.0623108;0.160228
485;0.0623108;0.160228
486;0.0623108;0.160228
487;0.0623108;0.160228
488;0.0623108;0.160228
489;0.0623108;0.160228
490;0.0623108;0.160228
491;0.0623108;0.160228
492;0.0623108;0.160228
493;0.0623108;0.160228
494;0.0623108;0.160228
495;0.0623108;0.160228
496;0.0623108;0.160228
497;0.0623108;0.160228
498;0.0623108;0.160228
499;0.0623108;0.160228
500;0.0623108;0.160228
501;0.0623108;0.160228
502;0.0623108;0.160228
503;0.0623108;0.160228
504;0.0623108;0.160228
505;0.0623108;0.160228
506;0.0623108;0.160228
507;0.0623108;0.160228
508;0.0623108;0.160228
509;0.0623108;0.160228
510;0.0623108;0.160228
511;0.0623108;0.160228
512;0.0623108;0.160228
513;0.0623108;0.160228
514;0.0623108;0.160228
515;0.0623108;0.160228
516;0.0623108;0.160228
517;0.0623108;0.160228
518;0.0623108;0.160228
519;0.0623108;0.160228
520;0.0623108;0.160228
521;0.0623108;0.160228
522;0.0623108;0.160228
523;0.0623108;0.160228
524;0.0623108;0.160228
525;0.0623108;0.160228
526;0.0623108;0.160228
527;0.0623108;0.160228
528;0.0623108;0.160228
529;0.0623108;0.160228
530;0.0623108;0.160228
531;0.0623108;0.160228
532;0.0623108;0.160228
533;0.0623108;0.160228
534;0.0623108;0.160228
535;0.0623108;0.160228
536;0.0618162;0.160228
537;0.0623108;0.160228
538;0.0623108;0.160228
539;0.0623108;0.160228
540;0.0623108;0.160228
541;0.0623108;0.160228
542;0.0623108;0.160228
543;0.0623108;0.160228
544;0.0623108;0.160228
545;0.0623108;0.160228
546;0.0623108;0.160228
547;0.0623108;0.160228
548;0.0623108;0.160228
549;0.0623108;0.160228
550;0.0623108;0.160228
551;0.0623108;0.160228
552;0.0623108;0.160228
553;0.0623108;0.160228
554;0.0623108;0.160228
555;0.0623108;0.160228
556;0.0623108;0.160228
557;0.0623108;0.160228
558;0.0623108;0.160228
559;0.0623108;0.160228
560;0.0623108;0.160228
561;0.0623108;0.160228
562;0.0623108;0.160228
563;0.0623108;0.160228
564;0.0623108;0.160228
565;0.0623108;0.160228
566;0.0623108;0.160228
567;0.0623108;0.160228
568;0.0623108;0.160228
569;0.0623108;0.160228
570;0.0623108;0.160228
571;0.0623108;0.160228
572;0.0623108;0.160228
573;0.0623108;0.160228
574;0.0623108;0.160228
575;0.0623108;0.160228
576;0.0623108;0.160228
577;0.0623108;0.160228
578;0.0623108;0.160228
579;0.0623108;0.160228
580;0.0623108;0.160228
581;0.0623108;0.160228
582;0.0623108;0.160228
583;0.0623108;0.160228
584;0.0623108;0.160228
585;0.0623108;0.160228
586;0.0623108;0.160228
587;0.0618162;0.160228
588;0.0623108;0.160228
589;0.0623108;0.160228
590;0.0623108;0.160228
591;0.0623108;0.160228
592;0.0623108;0.160228
593;0.0623108;0.160228
594;0.0623108;0.160228
595;0.0623108;0.160228
596;0.0623108;0.160228
597;0.0623108;0.160228
598;0.0623108;0.160228
599;0.0623108;0.160228
600;0.0623108;0.160228
601;0.0623108;0.160228
602;0.0623108;0.160228
603;0.0623108;0.160228
604;0.0623108;0.160228
605;0.0623108;0.160228
606;0.0623108;0.160228
607;0.0623108;0.160228
608;0.0623108;0.160228
609;0.0623108;0.160228
610;0.0623108;0.160228
611;0.0623108;0.160228
612;0.0623108;0.160228
613;0.0618162;0.160228
614;0.0623108;0.160228
615;0.0623108;0.160228
616;0.0623108;0.160228
617;0.0623108;0.160228
618;0.0623108;0.160228
619;0.0618162;0.160228
620;0.0618162;0.160228
621;0.0623108;0.160228
622;0.0623108;0.160228
623;0.0623108;0.160228
624;0.0623108;0.160228
625;0.0623108;0.160228
626;0.0623108;0.160228
627;0.0623108;0.160228
628;0.0623108;0.160228
629;0.0623108;0.160228
630;0.0623108;0.160228
631;0.0623108;0.160228
632;0.0623108;0.160228
633;0.0623108;0.160228
634;0.0623108;0.160228
635;0.0623108;0.160228
636;0.0623108;0.160228
637;0.0623108;0.160228
638;0.0623108;0.160228
639;0.0623108;0.160228
640;0.0623108;0.160228
641;0.0623108;0.160228
642;0.0623108;0.160228
643;0.0623108;0.160228
644;0.0623108;0.160228
645;0.0623108;0.160228
646;0.0623108;0.160228
647;0.0623108;0.160228
648;0.0618162;0.160228
649;0.0623108;0.160228
650;0.0623108;0.160228
651;0.0623108;0.160228
652;0.0623108;0.160228
653;0.0623108;0.160228
654;0.0623108;0.160228
655;0.0623108;0.160228
656;0.0623108;0.160228
657;0.0618162;0.160228
658;0.0623108;0.160228
659;0.0623108;0.160228
660;0.0623108;0.160228
661;0.0623108;0.160228
662;0.0623108;0.160228
663;0.0623108;0.160228
664;0.0623108;0.160228
665;0.0623108;0.160228
666;0.0623108;0.160228
667;0.0623108;0.160228
668;0.0623108;0.160228
669;0.0623108;0.160228
670;0.0623108;0.160228
671;0.0623108;0.160228
672;0.0623108;0.160228
673;0.0618162;0.160228
674;0.0623108;0.160228
675;0.0623108;0.160228
676;0.0618162;0.160228
677;0.0623108;0.160228
678;0.0623108;0.160228
679;0.0623108;0.160228
680;0.0623108;0.160228
681;0.0623108;0.160228
682;0.0623108;0.160228
683;0.0623108;0.160228
684;0.0623108;0.160228
685;0.0623108;0.160228
686;0.0623108;0.160228
687;0.0623108;0.160228
688;0.0623108;0.160228
689;0.0623108;0.160228
690;0.0623108;0.160228
691;0.0623108;0.160228
692;0.0623108;0.160228
693;0.0623108;0.160228
694;0.0623108;0.160228
695;0.0623108;0.160228
696;0.0623108;0.160228
697;0.0623108;0.160228
698;0.0623108;0.160228
699;0.0623108;0.160228
700;0.0623108;0.160228
701;0.0623108;0.160228
702;0.0623108;0.160228
703;0.0623108;0.160228
704;0.0623108;0.160228
705;0.0623108;0.160228
706;0.0618163;0.160228
707;0.0623108;0.160228
708;0.0623108;0.160228
709;0.0623108;0.160228
710;0.0623108;0.160228
711;0.0623108;0.160228
712;0.0623108;0.160228
713;0.0623108;0.160228
714;0.0623108;0.160228
715;0.0623108;0.160228
716;0.0623108;0.160228
717;0.0623108;0.160228
718;0.0623108;0.160228
719;0.0623108;0.160228
720;0.0623108;0.160228
721;0.0623108;0.160228
722;0.0623108;0.160228
723;0.0623108;0.160228
724;0.0623108;0.160228
725;0.0623108;0.160228
726;0.0623108;0.160228
727;0.0623108;0.160228
728;0.0623108;0.160228
729;0.0623108;0.160228
730;0.0623108;0.160228
731;0.0623108;0.160228
732;0.0618162;0.160228
733;0.0623108;0.160228
734;0.0623108;0.160228
735;0.0623108;0.160228
736;0.0623108;0.160228
737;0.0623108;0.160228
738;0.0623108;0.160228
739;0.0623108;0.160228
740;0.0623108;0.160228
741;0.0623108;0.160228
742;0.0623108;0.160228
743;0.0623108;0.160228
744;0.0623108;0.160228
745;0.0623108;0.160228
746;0.0623108;0.160228
747;0.0623108;0.160228
748;0.0623108;0.160228
749;0.0623108;0.160228
750;0.0623108;0.160228
751;0.0623108;0.160228
752;0.0623108;0.160228
753;0.0623108;0.160228
754;0.0623108;0.160228
755;0.0623108;0.160228
756;0.0623108;0.160228
757;0.0618162;0.160228
758;0.0623108;0.160228
759;0.0623108;0.160228
760;0.0623108;0.160228
761;0.0623108;0.160228
762;0.0623108;0.160228
763;0.0623108;0.160228
764;0.0623108;0.160228
765;0.0623108;0.160228
766;0.0623108;0.160228
767;0.0623108;0.160228
768;0.0623108;0.160228
769;0.0623108;0.160228
770;0.0618162;0.160228
771;0.0623108;0.160228
772;0.0623108;0.160228
773;0.0623108;0.160228
774;0.0623108;0.160228
775;0.0623108;0.160228
776;0.0623108;0.160228
777;0.0623108;0.160228
778;0.0623108;0.160228
779;0.0623108;0.160228
780;0.0623108;0.160228
781;0.0623108;0.160228
782;0.0623108;0.160228
783;0.0623108;0.160228
784;0.0623108;0.160228
785;0.0623108;0.160228
786;0.0623108;0.160228
787;0.0618162;0.160228
788;0.0623108;0.160228
789;0.0623108;0.160228
790;0.0623108;0.160228
791;0.0623108;0.160228
792;0.0623108;0.160228
793;0.0623108;0.160228
794;0.0623108;0.160228
795;0.0623108;0.160228
796;0.0623108;0.160228
797;0.0623108;0.160228
798;0.0623108;0.160228
799;0.0623108;0.160228
800;0.0623108;0.160228
801;0.0623108;0.160228
802;0.0623108;0.160228
803;0.0623108;0.160228
804;0.0623108;0.160228
805;0.0623108;0.160228
806;0.0623108;0.160228
807;0.0623108;0.160228
808;0.0623108;0.160228
809;0.0623108;0.160228
810;0.0623108;0.160228
811;0.0623108;0.160228
812;0.0623108;0.160228
813;0.0623108;0.160228
814;0.0623108;0.160228
815;0.0623108;0.160228
816;0.0623108;0.160228
817;0.0623108;0.160228
818;0.0623108;0.160228
819;0.0623108;0.160228
820;0.0623108;0.160228
821;0.0623108;0.160228
822;0.0623108;0.160228
823;0.0623108;0.160228
824;0.0623108;0.160228
825;0.0623108;0.160228
826;0.0623108;0.160228
827;0.0623108;0.160228
828;0.0623108;0.160228
829;0.0623108;0.160228
830;0.0623108;0.160228
831;0.0623108;0.160228
832;0.0623108;0.160228
833;0.0623108;0.160228
834;0.0623108;0.160228
835;0.0623108;0.160228
836;0.0623108;0.160228
837;0.0623108;0.160228
838;0.0623108;0.160228
839;0.0623108;0.160228
840;0.0623108;0.160228
841;0.0623108;0.160228
842;0.0623108;0.160228
843;0.0623108;0.160228
844;0.0623108;0.160228
845;0.0623108;0.160228
846;0.0623108;0.160228
847;0.0618162;0.160228
848;0.0623108;0.160228
849;0.0623108;0.160228
850;0.0623108;0.160228
851;0.0623108;0.160228
852;0.0623108;0.160228
853;0.0623108;0.160228
854;0.0623108;0.160228
855;0.0623108;0.160228
856;0.0623108;0.160228
857;0.0623108;0.160228
858;0.0623108;0.160228
859;0.0623108;0.160228
860;0.0623108;0.160228
861;0.0623108;0.160228
862;0.0623108;0.160228
863;0.0623108;0.160228
864;0.0623108;0.160228
865;0.0623108;0.160228
866;0.0623108;0.160228
867;0.0623108;0.160228
868;0.0623108;0.160228
869;0.0623108;0.160228
870;0.0623108;0.160228
871;0.0623108;0.160228
872;0.0623108;0.160228
873;0.0623108;0.160228
874;0.0623108;0.160228
875;0.0623108;0.160228
876;0.0623108;0.160228
877;0.0623108;0.160228
878;0.0623108;0.160228
879;0.0618162;0.160228
880;0.0623108;0.160228
881;0.0623108;0.160228
882;0.0618162;0.160228
883;0.0623108;0.160228
884;0.0623108;0.160228
885;0.0623108;0.160228
886;0.0623108;0.160228
887;0.0623108;0.160228
888;0.0618162;0.160228
889;0.0623108;0.160228
890;0.0623108;0.160228
891;0.0623108;0.160228
892;0.0623108;0.160228
893;0.0623108;0.160228
894;0.0623108;0.160228
895;0.0623108;0.160228
896;0.0623108;0.160228
897;0.0623108;0.160228
898;0.0623108;0.160228
899;0.0623108;0.160228
900;0.0623108;0.160228
901;0.0623108;0.160228
902;0.0623108;0.160228
903;0.0623108;0.160228
904;0.0623108;0.160228
905;0.0618163;0.160228
906;0.0623108;0.160228
907;0.0623108;0.160228
908;0.0623108;0.160228
909;0.0623108;0.160228
910;0.0623108;0.160228
911;0.0623108;0.160228
912;0.0623108;0.160228
913;0.0623108;0.160228
914;0.0623108;0.160228
915;0.0623108;0.160228
916;0.0618162;0.160228
917;0.0623108;0.160228
918;0.0623108;0.160228
919;0.0623108;0.160228
920;0.0623108;0.160228
921;0.0623108;0.160228
922;0.0623108;0.160228
923;0.0623108;0.160228
924;0.0623108;0.160228
925;0.0623108;0.160228
926;0.0623108;0.160228
927;0.0623108;0.160228
928;0.0623108;0.160228
929;0.0623108;0.160228
930;0.0623108;0.160228
931;0.0623108;0.160228
932;0.0623108;0.160228
933;0.0623108;0.160228
934;0.0623108;0.160228
935;0.0623108;0.160228
936;0.0623108;0.160228
937;0.0623108;0.160228
938;0.0623108;0.160228
939;0.0618163;0.160228
940;0.0623108;0.160228
941;0.0623108;0.160228
942;0.0623108;0.160228
943;0.0623108;0.160228
944;0.0623108;0.160228
945;0.0623108;0.160228
946;0.0623108;0.160228
947;0.0623108;0.160228
948;0.0623108;0.160228
949;0.0618162;0.160228
950;0.0623108;0.160228
951;0.0623108;0.160228
952;0.0623108;0.160228
953;0.0623108;0.160228
954;0.0623108;0.160228
955;0.0623108;0.160228
956;0.0623108;0.160228
957;0.0623108;0.160228
958;0.0623108;0.160228
959;0.0623108;0.160228
960;0.0623108;0.160228
961;0.0623108;0.160228
962;0.0623108;0.160228
963;0.0623108;0.160228
964;0.0623108;0.160228
965;0.0623108;0.160228
966;0.0623108;0.160228
967;0.0623108;0.160228
968;0.0623108;0.160228
969;0.0623108;0.160228
970;0.0623108;0.160228
971;0.0623108;0.160228
972;0.0623108;0.160228
973;0.0623108;0.160228
974;0.0623108;0.160228
975;0.0623108;0.160228
976;0.0623108;0.160228
977;0.0618162;0.160228
978;0.0623108;0.160228
979;0.0623108;0.160228
980;0.0623108;0.160228
981;0.0623108;0.160228
982;0.0623108;0.160228
983;0.0623108;0.160228
984;0.0623108;0.160228
985;0.0623108;0.160228
986;0.0623108;0.160228
987;0.0623108;0.160228
988;0.0623108;0.160228
989;0.0623108;0.160228
990;0.0623108;0.160228
991;0.0623108;0.160228
992;0.0623108;0.160228
993;0.0623108;0.160228
994;0.0623108;0.160228
995;0.0623108;0.160228
996;0.0623108;0.160228
997;0.0623108;0.160228
998;0.0623108;0.160228
999;0.0623108;0.160228
1000;0.0623108;0.160228
1001;0.0623108;0.160228
1002;0.0623108;0.160228
1003;0.0623108;0.160228
1004;0.0623108;0.160228
1005;0.0623108;0.160228
1006;0.0623108;0.160228
1007;0.0623108;0.160228
1008;0.0618163;0.160228
1009;0.0623108;0.160228
1010;0.0623108;0.160228
1011;0.0623108;0.160228
1012;0.0623108;0.160228
1013;0.0623108;0.160228
1014;0.0623108;0.160228
1015;0.0623108;0.160228
1016;0.0623108;0.160228
1017;0.0623108;0.160228
1018;0.0618162;0.160228
1019;0.0623108;0.160228
1020;0.0623108;0.160228
1021;0.0618162;0.160228
1022;0.0623108;0.160228
1023;0.0623108;0.160228
1024;0.0623108;0.160228
1025;0.0623108;0.160228
1026;0.0623108;0.160228
1027;0.0623108;0.160228
1028;0.0623108;0.160228
1029;0.0623108;0.160228
1030;0.0623108;0.160228
1031;0.0623108;0.160228
1032;0.0623108;0.160228
1033;0.0623108;0.160228
1034;0.0618162;0.160228
1035;0.0623108;0.160228
1036;0.0623108;0.160228
1037;0.0623108;0.160228
1038;0.0623108;0.160228
1039;0.0623108;0.160228
1040;0.0623108;0.160228
1041;0.0623108;0.160228
1042;0.0623108;0.160228
1043;0.0623108;0.160228
1044;0.0623108;0.160228
1045;0.0623108;0.160228
1046;0.0623108;0.160228
1047;0.0623108;0.160228
1048;0.0618162;0.160228
1049;0.0623108;0.160228
1050;0.0623108;0.160228
1051;0.0623108;0.160228
1052;0.0623108;0.160228
1053;0.0623108;0.160228
1054;0.0623108;0.160228
1055;0.0623108;0.160228
1056;0.0623108;0.160228
1057;0.0623108;0.160228
1058;0.0623108;0.160228
1059;0.0623108;0.160228
1060;0.0623108;0.160228
1061;0.0623108;0.160228
1062;0.0623108;0.160228
1063;0.0623108;0.160228
1064;0.0623108;0.160228
1065;0.0623108;0.160228
1066;0.0623108;0.160228
1067;0.0623108;0.160228
1068;0.0623108;0.160228
1069;0.0623108;0.160228
1070;0.0623108;0.160228
1071;0.0623108;0.160228
1072;0.0623108;0.160228
1073;0.0623108;0.160228
1074;0.0623108;0.160228
1075;0.0623108;0.160228
1076;0.0623108;0.160228
1077;0.0623108;0.160228
1078;0.0623108;0.160228
1079;0.0623108;0.160228
1080;0.0623108;0.160228
1081;0.0623108;0.160228
1082;0.0623108;0.160228
1083;0.0623108;0.160228
1084;0.0623108;0.160228
1085;0.0623108;0.160228
1086;0.0623108;0.160228
1087;0.0618162;0.160228
1088;0.0623108;0.160228
1089;0.0623108;0.160228
1090;0.0623108;0.160228
1091;0.0618162;0.160228
1092;0.0623108;0.160228
1093;0.0623108;0.160228
1094;0.0623108;0.160228
1095;0.0623108;0.160228
1096;0.0623108;0.160228
1097;0.0623108;0.160228
1098;0.0623108;0.160228
1099;0.0623108;0.160228
1100;0.0623108;0.160228
1101;0.0623108;0.160228
1102;0.0618162;0.160228
1103;0.0623108;0.160228
1104;0.0623108;0.160228
1105;0.0623108;0.160228
1106;0.0623108;0.160228
1107;0.0623108;0.160228
1108;0.0623108;0.160228
1109;0.0618162;0.160228
1110;0.0623108;0.160228
1111;0.0623108;0.160228
1112;0.0623108;0.160228
1113;0.0618162;0.160228
1114;0.0618162;0.160228
1115;0.0623108;0.160228
1116;0.0623108;0.160228
1117;0.0623108;0.160228
1118;0.0623108;0.160228
1119;0.0618162;0.160228
1120;0.0623108;0.160228
1121;0.0623108;0.160228
1122;0.0623108;0.160228
1123;0.0623108;0.160228
1124;0.0623108;0.160228
1125;0.0623108;0.160228
1126;0.0623108;0.160228
1127;0.0623108;0.160228
1128;0.0623108;0.160228
1129;0.0618162;0.160228
1130;0.0623108;0.160228
1131;0.0623108;0.160228
1132;0.0618162;0.160228
1133;0.0613217;0.160228
1134;0.0623108;0.160228
1135;0.0618163;0.160228
1136;0.0623108;0.160228
1137;0.0623108;0.160228
1138;0.0623108;0.160228
1139;0.0623108;0.160228
1140;0.0623108;0.160228
1141;0.0623108;0.160228
1142;0.0623108;0.160228
1143;0.0618162;0.160228
1144;0.0623108;0.160228
1145;0.0623108;0.160228
1146;0.0618163;0.160228
1147;0.0623108;0.160228
1148;0.0623108;0.160228
1149;0.0623108;0.160228
1150;0.0618162;0.160228
1151;0.0623108;0.160228
1152;0.0623108;0.160228
1153;0.0623108;0.160228
1154;0.0623108;0.160228
1155;0.0618162;0.160228
1156;0.0623108;0.160228
1157;0.0623108;0.160228
1158;0.0623108;0.160228
1159;0.0623108;0.160228
1160;0.0623108;0.160228
1161;0.0623108;0.160228
1162;0.0623108;0.160228
1163;0.0623108;0.160228
1164;0.0623108;0.160228
1165;0.0623108;0.160228
1166;0.0623108;0.160228
1167;0.0618162;0.160228
1168;0.0623108;0.160228
1169;0.0623108;0.160228
1170;0.0623108;0.160228
1171;0.0623108;0.160228
1172;0.0623108;0.160228
1173;0.0623108;0.160228
1174;0.0623108;0.160228
1175;0.0623108;0.160228
1176;0.0623108;0.160228
1177;0.0623108;0.160228
1178;0.0623108;0.160228
1179;0.0623108;0.160228
1180;0.0623108;0.160228
1181;0.0618162;0.160228
1182;0.0623108;0.160228
1183;0.0623108;0.160228
1184;0.0623108;0.160228
1185;0.0623108;0.160228
1186;0.0623108;0.160228
1187;0.0623108;0.160228
1188;0.0623108;0.160228
1189;0.0623108;0.160228
1190;0.0623108;0.160228
1191;0.0623108;0.160228
1192;0.0623108;0.160228
1193;0.0623108;0.160228
1194;0.0623108;0.160228
1195;0.0623108;0.160228
1196;0.0623108;0.160228
1197;0.0623108;0.160228
1198;0.0618162;0.160228
1199;0.0623108;0.160228
1200;0.0623108;0.160228
1201;0.0623108;0.160228
1202;0.0623108;0.160228
1203;0.0623108;0.160228
1204;0.0623108;0.160228
1205;0.0623108;0.160228
1206;0.0623108;0.160228
1207;0.0623108;0.160228
1208;0.0623108;0.160228
1209;0.0623108;0.160228
1210;0.0623108;0.160228
1211;0.0623108;0.160228
1212;0.0623108;0.160228
1213;0.0623108;0.160228
1214;0.0623108;0.160228
1215;0.0623108;0.160228
1216;0.0623108;0.160228
1217;0.0623108;0.160228
1218;0.0623108;0.160228
1219;0.0618162;0.160228
1220;0.0623108;0.160228
1221;0.0623108;0.160228
1222;0.0623108;0.160228
1223;0.0623108;0.160228
1224;0.0623108;0.160228
