;TEMPO;VDS;VG
0;4.5e-08;0.0598369;0.100356
1;9e-08;0.0543972;0.101974
2;1.35e-07;0.0534082;0.101165
3;1.8e-07;0.0534082;0.0991417
4;2.25e-07;0.0534082;0.101974
5;2.7e-07;0.0548917;0.101974
6;3.15e-07;0.0534082;0.101974
7;3.6e-07;0.0534082;0.099951
8;4.05e-07;0.0534082;0.10157
9;4.5e-07;0.0534082;0.101974
10;4.95e-07;0.0534082;0.101974
11;5.4e-07;0.0534082;0.10157
12;5.85e-07;0.0553862;0.0983324
13;6.3e-07;0.0578588;0.0983324
14;6.75e-07;0.0578588;0.100356
15;7.2e-07;0.0529136;0.101974
16;7.65e-07;0.0489575;0.101974
17;8.1e-07;0.0519246;0.101974
18;8.55e-07;0.0558808;0.098737
19;9e-07;0.0578588;0.0983324
20;9.45e-07;0.0563753;0.10076
21;9.9e-07;0.0534082;0.101974
22;1.035e-06;0.0489575;0.101974
23;1.08e-06;0.0539027;0.101974
24;1.125e-06;0.0578588;0.101974
25;1.17e-06;0.0578588;0.101974
26;1.215e-06;0.0553862;0.101974
27;1.26e-06;0.0534082;0.101974
28;1.305e-06;0.0534082;0.101974
29;1.35e-06;0.0548917;0.101974
30;1.395e-06;0.0578588;0.101974
31;1.44e-06;0.0553862;0.101974
32;1.485e-06;0.0534082;0.101974
33;1.53e-06;0.0534082;0.101974
34;1.575e-06;0.0534082;0.101974
35;1.62e-06;0.0573643;0.101974
36;1.665e-06;0.0558808;0.101974
37;1.71e-06;0.0534082;0.101974
38;1.755e-06;0.0534082;0.101974
39;1.8e-06;0.0534082;0.101974
40;1.845e-06;0.0534082;0.101974
41;1.89e-06;0.0573643;0.10076
42;1.935e-06;0.0563753;0.101974
43;1.98e-06;0.0534082;0.101974
44;2.025e-06;0.0534082;0.101974
45;2.07e-06;0.0534082;0.101974
46;2.115e-06;0.0534082;0.101974
47;2.16e-06;0.0534082;0.101974
48;2.205e-06;0.0534082;0.101974
49;2.25e-06;0.0534082;0.101974
50;2.295e-06;0.0539027;0.101974
51;2.34e-06;0.0578588;0.101974
52;2.385e-06;0.0578588;0.101974
53;2.43e-06;0.0548917;0.101974
54;2.475e-06;0.0534082;0.101974
55;2.52e-06;0.0534082;0.101974
56;2.565e-06;0.0543972;0.101974
57;2.61e-06;0.0578588;0.101974
58;2.655e-06;0.0578588;0.101974
59;2.7e-06;0.0534082;0.101974
60;2.745e-06;0.0534082;0.101974
61;2.79e-06;0.0534082;0.101974
62;2.835e-06;0.0534082;0.099951
63;2.88e-06;0.0534082;0.098737
64;2.925e-06;0.0534082;0.10076
65;2.97e-06;0.0534082;0.101974
66;3.015e-06;0.0534082;0.101974
67;3.06e-06;0.0534082;0.101974
68;3.105e-06;0.0534082;0.101974
69;3.15e-06;0.0534082;0.101974
70;3.195e-06;0.0534082;0.101974
