;TEMPO;VDS;VG
0;4.5e-08;0.0395616;0.274412
1;9e-08;0.0356054;0.274412
2;1.35e-07;0.0356054;0.274412
3;1.8e-07;0.0356054;0.274412
4;2.25e-07;0.0356054;0.274412
5;2.7e-07;0.0356054;0.274412
6;3.15e-07;0.0356054;0.274412
7;3.6e-07;0.0356054;0.274412
8;4.05e-07;0.0356054;0.274412
9;4.5e-07;0.0356054;0.274412
10;4.95e-07;0.0356054;0.274412
11;5.4e-07;0.0356054;0.274412
12;5.85e-07;0.0356054;0.274412
13;6.3e-07;0.0356054;0.274412
14;6.75e-07;0.0356054;0.274412
15;7.2e-07;0.0356054;0.274412
16;7.65e-07;0.0356054;0.274412
17;8.1e-07;0.037089;0.274412
18;8.55e-07;0.0385726;0.273395
19;9e-07;0.0356054;0.274412
20;9.45e-07;0.0356054;0.274412
21;9.9e-07;0.0356054;0.269838
22;1.035e-06;0.0356054;0.273904
23;1.08e-06;0.0356054;0.274412
24;1.125e-06;0.0356054;0.274412
25;1.17e-06;0.0356054;0.274412
26;1.215e-06;0.0356054;0.274412
27;1.26e-06;0.0356054;0.274412
28;1.305e-06;0.0356054;0.274412
29;1.35e-06;0.0356054;0.274412
30;1.395e-06;0.0356054;0.274412
31;1.44e-06;0.0356054;0.274412
32;1.485e-06;0.0356054;0.274412
33;1.53e-06;0.0390671;0.274412
34;1.575e-06;0.0385726;0.274412
35;1.62e-06;0.0356054;0.274412
36;1.665e-06;0.0356054;0.274412
37;1.71e-06;0.0356054;0.274412
38;1.755e-06;0.0356054;0.274412
39;1.8e-06;0.0356054;0.274412
40;1.845e-06;0.0356054;0.274412
41;1.89e-06;0.0356054;0.274412
42;1.935e-06;0.0356054;0.274412
43;1.98e-06;0.0365945;0.274412
44;2.025e-06;0.0385726;0.274412
45;2.07e-06;0.0356054;0.274412
46;2.115e-06;0.0356054;0.274412
47;2.16e-06;0.0356054;0.274412
48;2.205e-06;0.0356054;0.274412
